Week Ending Date,County,Count
2020-02-29,YATES,8
2020-02-29,SULLIVAN,25
2020-02-29,DELAWARE,19
2020-02-29,BROOME,227
2020-02-29,CHENANGO,36
2020-02-29,CAYUGA,65
2020-02-29,TOMPKINS,100
2020-02-29,SCHOHARIE,12
2020-02-29,RICHMOND,92
2020-02-29,MONROE,332
2020-02-29,KINGS,706
2020-02-29,WASHINGTON,22
2020-02-29,ESSEX,28
2020-02-29,HAMILTON,1
2020-02-29,HERKIMER,44
2020-02-29,NASSAU,267
2020-02-29,ST LAWRENCE,277
2020-02-29,PUTNAM,28
2020-02-29,ROCKLAND,115
2020-02-29,WESTCHESTER,277
2020-02-29,WARREN,12
2020-02-29,SCHENECTADY,394
2020-02-29,FULTON,40
2020-02-29,CLINTON,58
2020-02-29,GENESEE,37
2020-02-29,ORLEANS,23
2020-02-29,ONTARIO,60
2020-02-29,SENECA,15
2020-02-29,ORANGE,160
2020-02-29,SUFFOLK,293
2020-02-29,CORTLAND,75
2020-03-07,FRANKLIN,66
2020-03-07,SUFFOLK,326
2020-03-07,KINGS,671
2020-03-07,ULSTER,30
2020-03-07,WASHINGTON,12
2020-03-07,HERKIMER,70
2020-03-07,ERIE,240
2020-03-07,ALLEGANY,49
2020-03-07,NASSAU,292
2020-03-07,CORTLAND,74
2020-03-07,RICHMOND,105
2020-03-07,CHENANGO,44
2020-03-07,SCHUYLER,22
2020-03-07,COLUMBIA,12
2020-03-07,OSWEGO,77
2020-03-07,GREENE,3
2020-03-07,SENECA,26
2020-03-07,SARATOGA,135
2020-03-07,MONTGOMERY,43
2020-03-07,QUEENS,623
2020-03-07,WESTCHESTER,300
2020-03-07,ONEIDA,237
2020-03-07,ORANGE,125
2020-03-07,YATES,30
2020-03-07,CATTARAUGUS,31
2020-03-07,NEW YORK,357
2020-03-07,BROOME,224
2020-03-07,RENSSELAER,23
2020-03-07,JEFFERSON,123
2020-03-07,LIVINGSTON,35
2020-03-07,ROCKLAND,105
2020-03-07,FULTON,51
2020-03-07,ORLEANS,24
2020-03-07,DUTCHESS,52
2020-03-07,TOMPKINS,63
2020-03-07,SULLIVAN,25
2020-03-07,CHAUTAUQUA,37
2020-03-07,BRONX,657
2020-03-07,CLINTON,62
2020-03-07,CHEMUNG,110
2020-03-07,GENESEE,32
2020-03-07,DELAWARE,26
2020-03-07,NIAGARA,39
2020-03-07,OTSEGO,41
2020-03-07,CAYUGA,62
2020-03-07,MADISON,43
2020-03-07,WARREN,11
2020-03-07,PUTNAM,25
2020-03-07,SCHENECTADY,59
2020-03-07,SCHOHARIE,22
2020-03-07,ONONDAGA,335
2020-03-07,ST LAWRENCE,129
2020-03-07,TIOGA,50
2020-03-07,HAMILTON,1
2020-03-07,MONROE,343
2020-03-07,WAYNE,65
2020-03-07,WYOMING,17
2020-03-07,STEUBEN,76
2020-03-07,ONTARIO,63
2020-03-07,ESSEX,11
2020-03-07,ALBANY,99
2020-03-07,LEWIS,23
2020-03-14,CORTLAND,70
2020-03-14,LEWIS,17
2020-03-14,TIOGA,43
2020-03-14,ONTARIO,57
2020-03-14,ORANGE,118
2020-03-14,RENSSELAER,39
2020-03-14,FRANKLIN,52
2020-03-14,WESTCHESTER,308
2020-03-14,LIVINGSTON,30
2020-03-14,CHEMUNG,81
2020-03-14,FULTON,36
2020-03-14,JEFFERSON,71
2020-03-14,HERKIMER,46
2020-03-14,HAMILTON,3
2020-03-14,WASHINGTON,19
2020-03-14,WAYNE,53
2020-03-14,ULSTER,31
2020-03-14,ESSEX,19
2020-03-14,RICHMOND,88
2020-03-14,CHENANGO,39
2020-03-14,STEUBEN,47
2020-03-14,MADISON,34
2020-03-14,SCHOHARIE,9
2020-03-14,DELAWARE,18
2020-03-14,YATES,19
2020-03-14,GENESEE,22
2020-03-14,BRONX,484
2020-03-14,QUEENS,459
2020-03-14,ALBANY,122
2020-03-14,SCHENECTADY,116
2020-03-14,CATTARAUGUS,28
2020-03-14,DUTCHESS,58
2020-03-14,MONTGOMERY,53
2020-03-14,SCHUYLER,16
2020-03-14,CHAUTAUQUA,71
2020-03-14,CAYUGA,51
2020-03-14,COLUMBIA,4
2020-03-14,SENECA,18
2020-03-14,WYOMING,18
2020-03-14,GREENE,5
2020-03-14,NIAGARA,42
2020-03-14,BROOME,163
2020-03-14,OSWEGO,95
2020-03-14,TOMPKINS,64
2020-03-14,ONEIDA,164
2020-03-14,SARATOGA,152
2020-03-14,ST LAWRENCE,147
2020-03-14,CLINTON,74
2020-03-14,PUTNAM,17
2020-03-14,WARREN,20
2020-03-14,MONROE,267
2020-03-14,ROCKLAND,68
2020-03-14,ALLEGANY,38
2020-03-14,NASSAU,261
2020-03-14,SULLIVAN,28
2020-03-14,ONONDAGA,229
2020-03-14,ORLEANS,8
2020-03-14,OTSEGO,36
2020-03-14,SUFFOLK,262
2020-03-14,KINGS,502
2020-03-14,NEW YORK,335
2020-03-14,ERIE,231
2020-03-21,WAYNE,30
2020-03-21,MONROE,159
2020-03-21,NASSAU,143
2020-03-21,WYOMING,9
2020-03-21,HERKIMER,19
2020-03-21,FULTON,38
2020-03-21,ALBANY,96
2020-03-21,HAMILTON,1
2020-03-21,ST LAWRENCE,78
2020-03-21,WASHINGTON,5
2020-03-21,ULSTER,19
2020-03-21,ALLEGANY,26
2020-03-21,ONEIDA,89
2020-03-21,ORLEANS,7
2020-03-21,CAYUGA,50
2020-03-21,ESSEX,11
2020-03-21,PUTNAM,12
2020-03-21,TIOGA,22
2020-03-21,ROCKLAND,39
2020-03-21,CHEMUNG,61
2020-03-21,OTSEGO,21
2020-03-21,ONTARIO,41
2020-03-21,LEWIS,27
2020-03-21,DUTCHESS,47
2020-03-21,WARREN,8
2020-03-21,SCHOHARIE,11
2020-03-21,CLINTON,44
2020-03-21,SCHENECTADY,109
2020-03-21,TOMPKINS,44
2020-03-21,GENESEE,9
2020-03-21,NIAGARA,21
2020-03-21,DELAWARE,11
2020-03-21,MADISON,18
2020-03-21,YATES,8
2020-03-21,STEUBEN,52
2020-03-21,CHAUTAUQUA,58
2020-03-21,BRONX,190
2020-03-21,KINGS,211
2020-03-21,ONONDAGA,120
2020-03-21,SENECA,10
2020-03-21,GREENE,5
2020-03-21,LIVINGSTON,20
2020-03-21,OSWEGO,56
2020-03-21,BROOME,90
2020-03-21,SCHUYLER,12
2020-03-21,QUEENS,205
2020-03-21,SUFFOLK,146
2020-03-21,FRANKLIN,27
2020-03-21,SARATOGA,82
2020-03-21,CHENANGO,31
2020-03-21,CATTARAUGUS,16
2020-03-21,WESTCHESTER,109
2020-03-21,SULLIVAN,22
2020-03-21,MONTGOMERY,51
2020-03-21,RENSSELAER,28
2020-03-21,NEW YORK,124
2020-03-21,ERIE,146
2020-03-21,RICHMOND,30
2020-03-21,JEFFERSON,65
2020-03-21,CORTLAND,47
2020-03-21,ORANGE,78
2020-03-21,COLUMBIA,2
2020-03-28,ORANGE,6
2020-03-28,STEUBEN,13
2020-03-28,CAYUGA,7
2020-03-28,WESTCHESTER,13
2020-03-28,MADISON,4
2020-03-28,DELAWARE,5
2020-03-28,GENESEE,1
2020-03-28,RENSSELAER,9
2020-03-28,ONEIDA,10
2020-03-28,SCHENECTADY,12
2020-03-28,NIAGARA,21
2020-03-28,SCHUYLER,5
2020-03-28,LIVINGSTON,2
2020-03-28,ORLEANS,1
2020-03-28,PUTNAM,1
2020-03-28,CLINTON,14
2020-03-28,CORTLAND,9
2020-03-28,TIOGA,6
2020-03-28,ERIE,15
2020-03-28,ROCKLAND,7
2020-03-28,BRONX,41
2020-03-28,CHEMUNG,18
2020-03-28,OTSEGO,5
2020-03-28,CATTARAUGUS,2
2020-03-28,LEWIS,9
2020-03-28,ONTARIO,1
2020-03-28,DUTCHESS,7
2020-03-28,WARREN,1
2020-03-28,OSWEGO,18
2020-03-28,SULLIVAN,15
2020-03-28,SUFFOLK,29
2020-03-28,SENECA,3
2020-03-28,ESSEX,4
2020-03-28,BROOME,10
2020-03-28,ALBANY,19
2020-03-28,HAMILTON,2
2020-03-28,CHAUTAUQUA,32
2020-03-28,QUEENS,33
2020-03-28,ONONDAGA,50
2020-03-28,HERKIMER,3
2020-03-28,CHENANGO,5
2020-03-28,ULSTER,6
2020-03-28,WASHINGTON,2
2020-03-28,NEW YORK,14
2020-03-28,SARATOGA,15
2020-03-28,ST LAWRENCE,61
2020-03-28,COLUMBIA,3
2020-03-28,YATES,3
2020-03-28,RICHMOND,9
2020-03-28,KINGS,38
2020-03-28,MONTGOMERY,13
2020-03-28,WYOMING,5
2020-03-28,FULTON,8
2020-03-28,WAYNE,6
2020-03-28,NASSAU,25
2020-03-28,TOMPKINS,5
2020-03-28,GREENE,0
2020-03-28,FRANKLIN,10
2020-03-28,SCHOHARIE,1
2020-03-28,MONROE,24
2020-03-28,ALLEGANY,17
2020-03-28,JEFFERSON,31
2020-04-04,CORTLAND,1
2020-04-04,ST LAWRENCE,3
2020-04-04,TOMPKINS,0
2020-04-04,SCHOHARIE,0
2020-04-04,CAYUGA,2
2020-04-04,DELAWARE,0
2020-04-04,SARATOGA,1
2020-04-04,PUTNAM,2
2020-04-04,ERIE,4
2020-04-04,KINGS,16
2020-04-04,SENECA,0
2020-04-04,NASSAU,9
2020-04-04,ROCKLAND,4
2020-04-04,WARREN,0
2020-04-04,WASHINGTON,0
2020-04-04,FRANKLIN,2
2020-04-04,HERKIMER,0
2020-04-04,ONTARIO,0
2020-04-04,RICHMOND,1
2020-04-04,HAMILTON,0
2020-04-04,SUFFOLK,15
2020-04-04,MONROE,4
2020-04-04,ORANGE,0
2020-04-04,WESTCHESTER,9
2020-04-04,BROOME,5
2020-04-04,SCHENECTADY,0
2020-04-04,CHENANGO,0
2020-04-04,ESSEX,1
2020-04-04,CLINTON,3
2020-04-04,JEFFERSON,1
2020-04-04,SULLIVAN,0
2020-04-04,ALBANY,1
2020-04-04,WAYNE,4
2020-04-04,WYOMING,1
2020-04-04,STEUBEN,3
2020-04-04,CATTARAUGUS,1
2020-04-04,LEWIS,0
2020-04-04,ULSTER,3
2020-04-04,CHAUTAUQUA,2
2020-04-04,MONTGOMERY,1
2020-04-04,DUTCHESS,23
2020-04-04,GENESEE,0
2020-04-04,LIVINGSTON,2
2020-04-04,YATES,1
2020-04-04,BRONX,19
2020-04-04,GREENE,0
2020-04-04,RENSSELAER,1
2020-04-04,CHEMUNG,2
2020-04-04,ONONDAGA,8
2020-04-04,QUEENS,6
2020-04-04,ALLEGANY,4
2020-04-04,ONEIDA,1
2020-04-04,NEW YORK,4
2020-04-04,MADISON,0
2020-04-04,COLUMBIA,9
2020-04-04,ORLEANS,0
2020-04-04,OTSEGO,2
2020-04-04,OSWEGO,3
2020-04-04,NIAGARA,7
2020-04-04,SCHUYLER,1
2020-04-04,TIOGA,0
2020-04-04,FULTON,1
2020-04-11,HAMILTON,0
2020-04-11,MADISON,2
2020-04-11,ALBANY,1
2020-04-11,NASSAU,14
2020-04-11,SENECA,0
2020-04-11,MONROE,3
2020-04-11,WAYNE,0
2020-04-11,JEFFERSON,0
2020-04-11,RENSSELAER,1
2020-04-11,SARATOGA,1
2020-04-11,FULTON,1
2020-04-11,RICHMOND,2
2020-04-11,NEW YORK,7
2020-04-11,CHENANGO,0
2020-04-11,COLUMBIA,8
2020-04-11,KINGS,9
2020-04-11,SCHUYLER,0
2020-04-11,HERKIMER,1
2020-04-11,MONTGOMERY,2
2020-04-11,BROOME,1
2020-04-11,ULSTER,0
2020-04-11,WASHINGTON,0
2020-04-11,BRONX,12
2020-04-11,FRANKLIN,1
2020-04-11,CHEMUNG,1
2020-04-11,YATES,0
2020-04-11,WYOMING,1
2020-04-11,ALLEGANY,2
2020-04-11,ONEIDA,2
2020-04-11,ERIE,3
2020-04-11,ORANGE,1
2020-04-11,SULLIVAN,0
2020-04-11,ESSEX,0
2020-04-11,CATTARAUGUS,0
2020-04-11,DUTCHESS,3
2020-04-11,ONTARIO,0
2020-04-11,GREENE,1
2020-04-11,OTSEGO,2
2020-04-11,WARREN,2
2020-04-11,ORLEANS,1
2020-04-11,ROCKLAND,2
2020-04-11,TIOGA,0
2020-04-11,CLINTON,0
2020-04-11,CORTLAND,2
2020-04-11,ONONDAGA,4
2020-04-11,PUTNAM,0
2020-04-11,LEWIS,0
2020-04-11,SCHENECTADY,0
2020-04-11,QUEENS,5
2020-04-11,NIAGARA,20
2020-04-11,SCHOHARIE,2
2020-04-11,TOMPKINS,0
2020-04-11,GENESEE,0
2020-04-11,DELAWARE,2
2020-04-11,SUFFOLK,2
2020-04-11,CAYUGA,1
2020-04-11,LIVINGSTON,0
2020-04-11,ST LAWRENCE,10
2020-04-11,STEUBEN,0
2020-04-11,OSWEGO,2
2020-04-11,WESTCHESTER,6
2020-04-11,CHAUTAUQUA,0
2020-10-03,OSWEGO,0
2020-10-03,MONTGOMERY,0
2020-10-03,QUEENS,1
2020-10-03,RICHMOND,0
2020-10-03,CORTLAND,0
2020-10-03,WESTCHESTER,0
2020-10-03,SULLIVAN,1
2020-10-03,ORLEANS,0
2020-10-03,LIVINGSTON,0
2020-10-03,JEFFERSON,0
2020-10-03,CATTARAUGUS,0
2020-10-03,BROOME,0
2020-10-03,MADISON,0
2020-10-03,SUFFOLK,0
2020-10-03,BRONX,2
2020-10-03,ERIE,0
2020-10-03,FRANKLIN,0
2020-10-03,SENECA,0
2020-10-03,ORANGE,0
2020-10-03,CHEMUNG,0
2020-10-03,WAYNE,0
2020-10-03,TOMPKINS,0
2020-10-03,ALLEGANY,0
2020-10-03,GENESEE,0
2020-10-03,CHAUTAUQUA,1
2020-10-03,SCHOHARIE,0
2020-10-03,STEUBEN,0
2020-10-03,DELAWARE,0
2020-10-03,CAYUGA,0
2020-10-03,SCHENECTADY,0
2020-10-03,LEWIS,0
2020-10-03,WYOMING,0
2020-10-03,DUTCHESS,4
2020-10-03,NIAGARA,0
2020-10-03,ONEIDA,0
2020-10-03,CLINTON,0
2020-10-03,ESSEX,1
2020-10-03,ONTARIO,0
2020-10-03,GREENE,0
2020-10-03,WARREN,1
2020-10-03,TIOGA,0
2020-10-03,ONONDAGA,1
2020-10-03,PUTNAM,0
2020-10-03,ROCKLAND,1
2020-10-03,ST LAWRENCE,0
2020-10-03,FULTON,0
2020-10-03,WASHINGTON,0
2020-10-03,ULSTER,0
2020-10-03,SCHUYLER,0
2020-10-03,MONROE,0
2020-10-03,SARATOGA,0
2020-10-03,COLUMBIA,0
2020-10-03,HERKIMER,0
2020-10-03,OTSEGO,0
2020-10-03,HAMILTON,0
2020-10-03,RENSSELAER,1
2020-10-03,NASSAU,7
2020-10-03,CHENANGO,0
2020-10-03,NEW YORK,0
2020-10-03,KINGS,3
2020-10-03,ALBANY,0
2020-10-03,YATES,0
2020-10-10,MONTGOMERY,1
2020-10-10,SULLIVAN,1
2020-10-10,ALBANY,0
2020-10-10,MADISON,0
2020-10-10,NASSAU,3
2020-10-10,ALLEGANY,0
2020-10-10,MONROE,1
2020-10-10,SUFFOLK,4
2020-10-10,YATES,0
2020-10-10,NEW YORK,0
2020-10-10,CHEMUNG,0
2020-10-10,OSWEGO,0
2020-10-10,BROOME,0
2020-10-10,WARREN,0
2020-10-10,WYOMING,0
2020-10-10,WAYNE,0
2020-10-10,ROCKLAND,0
2020-10-10,SCHUYLER,0
2020-10-10,COLUMBIA,0
2020-10-10,GENESEE,0
2020-10-10,JEFFERSON,0
2020-10-10,ONTARIO,0
2020-10-10,CLINTON,0
2020-10-10,SARATOGA,0
2020-10-10,HERKIMER,0
2020-10-10,DUTCHESS,2
2020-10-10,SCHOHARIE,0
2020-10-10,LIVINGSTON,0
2020-10-10,BRONX,6
2020-10-10,CHENANGO,0
2020-10-10,NIAGARA,0
2020-10-10,TOMPKINS,0
2020-10-10,QUEENS,3
2020-10-10,GREENE,0
2020-10-10,HAMILTON,0
2020-10-10,WASHINGTON,0
2020-10-10,RENSSELAER,0
2020-10-10,SCHENECTADY,0
2020-10-10,ORLEANS,0
2020-10-10,PUTNAM,2
2020-10-10,ORANGE,1
2020-10-10,FRANKLIN,0
2020-10-10,ST LAWRENCE,0
2020-10-10,FULTON,0
2020-10-10,ONEIDA,0
2020-10-10,WESTCHESTER,0
2020-10-10,DELAWARE,0
2020-10-10,ONONDAGA,2
2020-10-10,CORTLAND,0
2020-10-10,SENECA,0
2020-10-10,RICHMOND,0
2020-10-10,CHAUTAUQUA,2
2020-10-10,CAYUGA,0
2020-10-10,CATTARAUGUS,1
2020-10-10,LEWIS,0
2020-10-10,ULSTER,0
2020-10-10,OTSEGO,0
2020-10-10,ERIE,0
2020-10-10,ESSEX,0
2020-10-10,TIOGA,0
2020-10-10,STEUBEN,1
2020-10-10,KINGS,3
2020-10-17,QUEENS,4
2020-10-17,ONEIDA,0
2020-10-17,NIAGARA,0
2020-10-17,ALLEGANY,0
2020-10-17,CATTARAUGUS,0
2020-10-17,PUTNAM,2
2020-10-17,SCHENECTADY,0
2020-10-17,LEWIS,0
2020-10-17,ST LAWRENCE,0
2020-10-17,HAMILTON,0
2020-10-17,CHENANGO,1
2020-10-17,SCHOHARIE,0
2020-10-17,SUFFOLK,3
2020-10-17,ESSEX,0
2020-10-17,BROOME,0
2020-10-17,WARREN,2
2020-10-17,WYOMING,0
2020-10-17,ERIE,4
2020-10-17,CHAUTAUQUA,0
2020-10-17,SCHUYLER,0
2020-10-17,ONONDAGA,0
2020-10-17,JEFFERSON,2
2020-10-17,CHEMUNG,0
2020-10-17,CAYUGA,0
2020-10-17,ONTARIO,0
2020-10-17,HERKIMER,0
2020-10-17,KINGS,11
2020-10-17,ORANGE,2
2020-10-17,SENECA,0
2020-10-17,WASHINGTON,0
2020-10-17,NEW YORK,1
2020-10-17,SARATOGA,0
2020-10-17,YATES,0
2020-10-17,ULSTER,0
2020-10-17,CLINTON,0
2020-10-17,OTSEGO,0
2020-10-17,RICHMOND,1
2020-10-17,GENESEE,0
2020-10-17,COLUMBIA,0
2020-10-17,CORTLAND,1
2020-10-17,ROCKLAND,0
2020-10-17,FULTON,0
2020-10-17,OSWEGO,0
2020-10-17,WAYNE,0
2020-10-17,SULLIVAN,3
2020-10-17,DUTCHESS,5
2020-10-17,STEUBEN,2
2020-10-17,NASSAU,19
2020-10-17,LIVINGSTON,0
2020-10-17,FRANKLIN,0
2020-10-17,GREENE,0
2020-10-17,WESTCHESTER,3
2020-10-17,BRONX,7
2020-10-17,MADISON,1
2020-10-17,ORLEANS,0
2020-10-17,TIOGA,0
2020-10-17,RENSSELAER,0
2020-10-17,MONROE,0
2020-10-17,DELAWARE,0
2020-10-17,ALBANY,1
2020-10-17,TOMPKINS,0
2020-10-17,MONTGOMERY,0
2020-10-24,FULTON,2
2020-10-24,SENECA,0
2020-10-24,ERIE,1
2020-10-24,FRANKLIN,0
2020-10-24,WESTCHESTER,3
2020-10-24,CHAUTAUQUA,0
2020-10-24,CORTLAND,0
2020-10-24,CAYUGA,0
2020-10-24,ONEIDA,0
2020-10-24,RICHMOND,3
2020-10-24,CATTARAUGUS,0
2020-10-24,KINGS,4
2020-10-24,OTSEGO,1
2020-10-24,ALBANY,0
2020-10-24,SUFFOLK,7
2020-10-24,YATES,0
2020-10-24,DELAWARE,0
2020-10-24,WAYNE,0
2020-10-24,OSWEGO,0
2020-10-24,ESSEX,0
2020-10-24,ORLEANS,1
2020-10-24,SCHENECTADY,2
2020-10-24,RENSSELAER,0
2020-10-24,GREENE,0
2020-10-24,HAMILTON,0
2020-10-24,PUTNAM,3
2020-10-24,TOMPKINS,0
2020-10-24,CHENANGO,1
2020-10-24,ORANGE,2
2020-10-24,MONROE,3
2020-10-24,NASSAU,6
2020-10-24,SCHOHARIE,0
2020-10-24,ULSTER,0
2020-10-24,SARATOGA,1
2020-10-24,CLINTON,0
2020-10-24,CHEMUNG,1
2020-10-24,GENESEE,0
2020-10-24,JEFFERSON,0
2020-10-24,ONONDAGA,4
2020-10-24,COLUMBIA,0
2020-10-24,ROCKLAND,1
2020-10-24,SCHUYLER,0
2020-10-24,WYOMING,0
2020-10-24,SULLIVAN,2
2020-10-24,DUTCHESS,4
2020-10-24,ALLEGANY,0
2020-10-24,ONTARIO,0
2020-10-24,LEWIS,0
2020-10-24,HERKIMER,0
2020-10-24,WARREN,3
2020-10-24,BROOME,0
2020-10-24,STEUBEN,0
2020-10-24,WASHINGTON,1
2020-10-24,LIVINGSTON,0
2020-10-24,NIAGARA,0
2020-10-24,ST LAWRENCE,0
2020-10-24,BRONX,1
2020-10-24,MADISON,0
2020-10-24,NEW YORK,1
2020-10-24,QUEENS,4
2020-10-24,MONTGOMERY,0
2020-10-24,TIOGA,0
2020-10-31,SARATOGA,2
2020-10-31,ALLEGANY,0
2020-10-31,LIVINGSTON,0
2020-10-31,NASSAU,7
2020-10-31,BROOME,0
2020-10-31,ESSEX,0
2020-10-31,GENESEE,0
2020-10-31,WAYNE,0
2020-10-31,COLUMBIA,0
2020-10-31,WYOMING,0
2020-10-31,ERIE,12
2020-10-31,ROCKLAND,0
2020-10-31,OSWEGO,0
2020-10-31,CAYUGA,0
2020-10-31,SULLIVAN,2
2020-10-31,KINGS,15
2020-10-31,DUTCHESS,1
2020-10-31,WASHINGTON,0
2020-10-31,ULSTER,1
2020-10-31,MONTGOMERY,0
2020-10-31,CHAUTAUQUA,0
2020-10-31,SCHUYLER,0
2020-10-31,MONROE,1
2020-10-31,HERKIMER,0
2020-10-31,SCHOHARIE,1
2020-10-31,ORANGE,4
2020-10-31,NIAGARA,2
2020-10-31,CHENANGO,0
2020-10-31,PUTNAM,2
2020-10-31,ONTARIO,0
2020-10-31,QUEENS,6
2020-10-31,HAMILTON,0
2020-10-31,SCHENECTADY,2
2020-10-31,CHEMUNG,1
2020-10-31,BRONX,2
2020-10-31,JEFFERSON,0
2020-10-31,NEW YORK,1
2020-10-31,ORLEANS,0
2020-10-31,GREENE,1
2020-10-31,MADISON,0
2020-10-31,TOMPKINS,2
2020-10-31,ONONDAGA,1
2020-10-31,RENSSELAER,2
2020-10-31,STEUBEN,1
2020-10-31,WARREN,1
2020-10-31,FRANKLIN,0
2020-10-31,CLINTON,1
2020-10-31,ALBANY,1
2020-10-31,CORTLAND,0
2020-10-31,YATES,0
2020-10-31,ONEIDA,2
2020-10-31,TIOGA,0
2020-10-31,LEWIS,1
2020-10-31,RICHMOND,3
2020-10-31,ST LAWRENCE,0
2020-10-31,DELAWARE,0
2020-10-31,SUFFOLK,3
2020-10-31,SENECA,0
2020-10-31,OTSEGO,1
2020-10-31,CATTARAUGUS,0
2020-10-31,WESTCHESTER,5
2020-10-31,FULTON,1
2020-11-07,RENSSELAER,2
2020-11-07,ONEIDA,0
2020-11-07,ONONDAGA,0
2020-11-07,TOMPKINS,1
2020-11-07,SCHUYLER,0
2020-11-07,MONROE,3
2020-11-07,ESSEX,2
2020-11-07,YATES,0
2020-11-07,ALBANY,0
2020-11-07,OTSEGO,3
2020-11-07,ALLEGANY,2
2020-11-07,NASSAU,16
2020-11-07,RICHMOND,17
2020-11-07,LIVINGSTON,0
2020-11-07,BROOME,1
2020-11-07,SARATOGA,3
2020-11-07,WARREN,0
2020-11-07,WYOMING,2
2020-11-07,TIOGA,0
2020-11-07,GREENE,0
2020-11-07,SCHOHARIE,0
2020-11-07,LEWIS,0
2020-11-07,ORANGE,0
2020-11-07,NIAGARA,2
2020-11-07,WESTCHESTER,7
2020-11-07,CHENANGO,2
2020-11-07,PUTNAM,5
2020-11-07,ST LAWRENCE,0
2020-11-07,ONTARIO,0
2020-11-07,MADISON,2
2020-11-07,QUEENS,22
2020-11-07,CATTARAUGUS,3
2020-11-07,SCHENECTADY,2
2020-11-07,CHEMUNG,0
2020-11-07,BRONX,1
2020-11-07,DELAWARE,1
2020-11-07,JEFFERSON,2
2020-11-07,WAYNE,0
2020-11-07,NEW YORK,4
2020-11-07,ORLEANS,0
2020-11-07,HAMILTON,0
2020-11-07,CLINTON,0
2020-11-07,HERKIMER,3
2020-11-07,OSWEGO,0
2020-11-07,CAYUGA,0
2020-11-07,SENECA,0
2020-11-07,GENESEE,0
2020-11-07,CORTLAND,1
2020-11-07,COLUMBIA,0
2020-11-07,WASHINGTON,3
2020-11-07,SUFFOLK,3
2020-11-07,ULSTER,0
2020-11-07,SULLIVAN,3
2020-11-07,FULTON,0
2020-11-07,ROCKLAND,2
2020-11-07,ERIE,31
2020-11-07,CHAUTAUQUA,3
2020-11-07,KINGS,10
2020-11-07,DUTCHESS,4
2020-11-07,FRANKLIN,0
2020-11-07,MONTGOMERY,0
2020-11-07,STEUBEN,0
2020-11-14,ORLEANS,0
2020-11-14,FULTON,0
2020-11-14,GREENE,0
2020-11-14,PUTNAM,3
2020-11-14,ROCKLAND,0
2020-11-14,TOMPKINS,0
2020-11-14,ONONDAGA,5
2020-11-14,CLINTON,0
2020-11-14,SENECA,0
2020-11-14,HERKIMER,0
2020-11-14,NEW YORK,3
2020-11-14,KINGS,7
2020-11-14,SCHENECTADY,2
2020-11-14,SULLIVAN,2
2020-11-14,CATTARAUGUS,0
2020-11-14,WASHINGTON,2
2020-11-14,BRONX,8
2020-11-14,CHEMUNG,0
2020-11-14,ST LAWRENCE,0
2020-11-14,QUEENS,6
2020-11-14,ONTARIO,0
2020-11-14,DELAWARE,1
2020-11-14,CAYUGA,0
2020-11-14,JEFFERSON,1
2020-11-14,OSWEGO,0
2020-11-14,CORTLAND,2
2020-11-14,TIOGA,0
2020-11-14,DUTCHESS,2
2020-11-14,ONEIDA,2
2020-11-14,ERIE,79
2020-11-14,NASSAU,11
2020-11-14,FRANKLIN,0
2020-11-14,NIAGARA,6
2020-11-14,GENESEE,2
2020-11-14,RICHMOND,13
2020-11-14,LEWIS,0
2020-11-14,WYOMING,2
2020-11-14,SARATOGA,1
2020-11-14,STEUBEN,1
2020-11-14,SCHOHARIE,0
2020-11-14,LIVINGSTON,0
2020-11-14,MADISON,1
2020-11-14,BROOME,2
2020-11-14,WAYNE,0
2020-11-14,WESTCHESTER,2
2020-11-14,ALLEGANY,0
2020-11-14,CHENANGO,1
2020-11-14,MONTGOMERY,0
2020-11-14,OTSEGO,2
2020-11-14,WARREN,2
2020-11-14,ALBANY,0
2020-11-14,COLUMBIA,0
2020-11-14,SCHUYLER,0
2020-11-14,ULSTER,0
2020-11-14,SUFFOLK,11
2020-11-14,RENSSELAER,1
2020-11-14,MONROE,9
2020-11-14,ESSEX,2
2020-11-14,ORANGE,0
2020-11-14,YATES,0
2020-11-14,CHAUTAUQUA,3
2020-11-14,HAMILTON,0
2020-11-21,PUTNAM,4
2020-11-21,NIAGARA,7
2020-11-21,SCHOHARIE,0
2020-11-21,CHENANGO,1
2020-11-21,HAMILTON,0
2020-11-21,ULSTER,0
2020-11-21,ORANGE,0
