Week Ending Date,County,Count
2021-02-06,MONROE,1
2021-02-06,ST LAWRENCE,1
2021-02-06,ORLEANS,1
2021-02-06,HERKIMER,0
2021-02-06,CAYUGA,0
2021-02-06,CATTARAUGUS,8
2021-02-06,ROCKLAND,0
2021-02-06,CLINTON,1
2021-02-06,BROOME,0
2021-02-06,RICHMOND,1
2021-02-06,SCHENECTADY,0
2021-02-06,CHAUTAUQUA,1
2021-02-06,SCHOHARIE,1
2021-02-06,RENSSELAER,3
2021-02-06,TOMPKINS,1
2021-02-06,BRONX,11
2021-02-06,ALLEGANY,0
2021-02-06,PUTNAM,1
2021-02-06,QUEENS,19
2021-02-06,SARATOGA,1
2021-02-06,WYOMING,0
2021-02-06,OSWEGO,0
2021-02-06,CHEMUNG,0
2021-02-06,OTSEGO,3
2021-02-06,ULSTER,2
2021-02-06,SUFFOLK,22
2021-02-06,CHENANGO,1
2021-02-06,SCHUYLER,0
2021-02-13,ALBANY,1
2021-02-13,SARATOGA,5
2021-02-13,MADISON,2
2021-02-13,JEFFERSON,5
2021-02-13,SCHUYLER,0
2021-02-13,LEWIS,0
2021-02-13,SCHOHARIE,0
2021-02-13,SCHENECTADY,0
2021-02-13,SENECA,0
2021-02-13,WASHINGTON,2
2021-02-13,LIVINGSTON,1
2021-02-13,SULLIVAN,1
2021-02-13,KINGS,22
2021-02-13,ORLEANS,1
2021-02-13,MONROE,0
2021-02-13,ST LAWRENCE,0
2021-02-13,OSWEGO,0
2021-02-13,ORANGE,3
2021-02-13,ONTARIO,1
2021-02-13,ULSTER,0
2021-02-13,ONEIDA,0
2021-02-13,OTSEGO,2
2021-02-13,WARREN,0
2021-02-13,TOMPKINS,0
2021-02-13,NIAGARA,0
2021-02-13,QUEENS,6
2021-02-13,NEW YORK,3
2021-02-13,YATES,0
2021-02-13,NASSAU,7
2021-02-13,RENSSELAER,2
2021-02-13,RICHMOND,1
2021-02-13,MONTGOMERY,0
2021-02-13,ROCKLAND,0
2021-02-13,PUTNAM,0
2021-02-13,ONONDAGA,0
2021-02-13,STEUBEN,0
2021-02-13,CHENANGO,1
2021-02-13,CHAUTAUQUA,3
2021-02-13,WESTCHESTER,17
2021-02-13,GENESEE,0
2021-02-13,CAYUGA,0
2021-02-13,ERIE,6
2021-02-13,COLUMBIA,0
2021-02-13,FRANKLIN,0
2021-02-13,FULTON,7
2021-02-13,CATTARAUGUS,9
2021-02-13,WAYNE,1
2021-02-13,CORTLAND,1
2021-02-13,ESSEX,3
2021-02-13,BROOME,2
2021-02-13,GREENE,0
2021-02-13,WYOMING,0
2021-02-13,HERKIMER,2
2021-02-13,BRONX,5
2021-02-13,ALLEGANY,1
2021-02-13,HAMILTON,0
2021-02-13,TIOGA,0
2021-02-13,SUFFOLK,29
2021-02-13,CHEMUNG,0
2021-02-13,DELAWARE,0
2021-02-13,DUTCHESS,3
2021-02-13,CLINTON,2
2021-02-20,ORLEANS,1
2021-02-20,CHENANGO,0
2021-02-20,HERKIMER,0
2021-02-20,ST LAWRENCE,0
2021-02-20,ORANGE,1
2021-02-20,ONTARIO,0
2021-02-20,ONONDAGA,1
2021-02-20,ONEIDA,3
2021-02-20,DELAWARE,1
2021-02-20,CLINTON,0
2021-02-20,COLUMBIA,0
2021-02-20,WYOMING,0
2021-02-20,ULSTER,1
2021-02-20,SENECA,0
2021-02-20,SCHUYLER,0
2021-02-20,SUFFOLK,19
2021-02-20,SCHOHARIE,2
2021-02-20,SCHENECTADY,1
2021-02-20,BRONX,1
2021-02-20,SARATOGA,0
2021-02-20,BROOME,2
2021-02-20,TOMPKINS,0
2021-02-20,ROCKLAND,0
2021-02-20,CATTARAUGUS,10
2021-02-20,RICHMOND,0
2021-02-20,CAYUGA,0
2021-02-20,RENSSELAER,0
2021-02-20,QUEENS,19
2021-02-20,CHAUTAUQUA,4
2021-02-20,PUTNAM,0
2021-02-20,OTSEGO,2
2021-02-20,CHEMUNG,0
2021-02-20,OSWEGO,0
2021-02-20,WARREN,1
2021-02-20,CORTLAND,1
2021-02-20,ALLEGANY,0
2021-02-20,ERIE,5
2021-02-20,LEWIS,0
2021-02-20,WAYNE,0
2021-02-20,MONROE,1
2021-02-20,ESSEX,1
2021-02-20,WASHINGTON,0
2021-02-20,MONTGOMERY,0
2021-02-20,FRANKLIN,0
2021-02-20,FULTON,3
2021-02-20,NIAGARA,0
2021-02-20,ALBANY,0
2021-02-20,STEUBEN,0
2021-02-20,GENESEE,0
2021-02-20,SULLIVAN,1
2021-02-20,MADISON,0
2021-02-20,GREENE,0
2021-02-20,LIVINGSTON,0
2021-02-20,HAMILTON,0
2021-02-20,NEW YORK,5
2021-02-20,NASSAU,8
2021-02-20,JEFFERSON,2
2021-02-20,WESTCHESTER,3
2021-02-20,KINGS,9
2021-02-20,TIOGA,0
2021-02-20,DUTCHESS,0
2021-02-20,YATES,0
2021-02-27,RICHMOND,2
2021-02-27,KINGS,38
2021-02-27,HAMILTON,0
2021-02-27,SCHUYLER,0
2021-02-27,RENSSELAER,1
2021-02-27,HERKIMER,0
2021-02-27,GENESEE,0
2021-02-27,CATTARAUGUS,1
2021-02-27,JEFFERSON,2
2021-02-27,WAYNE,0
2021-02-27,ROCKLAND,0
2021-02-27,TOMPKINS,0
2021-02-27,WASHINGTON,0
2021-02-27,GREENE,0
2021-02-27,BROOME,0
2021-02-27,SULLIVAN,2
2021-02-27,CAYUGA,0
2021-02-27,SCHENECTADY,0
2021-02-27,SARATOGA,2
2021-02-27,BRONX,2
2021-02-27,SCHOHARIE,0
2021-02-27,LEWIS,0
2021-02-27,NIAGARA,0
2021-02-27,LIVINGSTON,0
2021-02-27,WARREN,4
2021-02-27,WESTCHESTER,3
2021-02-27,DELAWARE,0
2021-02-27,YATES,0
2021-02-27,NEW YORK,10
2021-02-27,ONEIDA,1
2021-02-27,CORTLAND,1
2021-02-27,ONONDAGA,4
2021-02-27,NASSAU,18
2021-02-27,COLUMBIA,0
2021-02-27,ONTARIO,0
2021-02-27,DUTCHESS,1
2021-02-27,MONTGOMERY,0
2021-02-27,CLINTON,2
2021-02-27,QUEENS,22
2021-02-27,ORANGE,2
2021-02-27,CHENANGO,0
2021-02-27,MONROE,0
2021-02-27,ORLEANS,0
2021-02-27,ESSEX,3
2021-02-27,OSWEGO,3
2021-02-27,ULSTER,2
2021-02-27,ALLEGANY,0
2021-02-27,CHEMUNG,0
2021-02-27,FRANKLIN,0
2021-02-27,OTSEGO,0
2021-02-27,FULTON,1
2021-02-27,PUTNAM,0
2021-02-27,CHAUTAUQUA,1
2021-02-27,ALBANY,1
2021-02-27,ERIE,6
2021-02-27,WYOMING,0
2021-02-27,SUFFOLK,12
2021-02-27,MADISON,0
2021-02-27,TIOGA,0
2021-02-27,SENECA,0
2021-02-27,STEUBEN,0
2021-02-27,ST LAWRENCE,0
2021-03-06,WYOMING,0
2021-03-06,LEWIS,0
2021-03-06,FRANKLIN,0
2021-03-06,QUEENS,6
2021-03-06,SULLIVAN,0
2021-03-06,SARATOGA,1
2021-03-06,SENECA,0
2021-03-06,PUTNAM,1
2021-03-06,OSWEGO,0
2021-03-06,COLUMBIA,0
2021-03-06,ESSEX,9
2021-03-06,WASHINGTON,2
2021-03-06,ONTARIO,0
2021-03-06,STEUBEN,0
2021-03-06,CAYUGA,0
2021-03-06,SCHUYLER,0
2021-03-06,CHAUTAUQUA,0
2021-03-06,CLINTON,0
2021-03-06,ROCKLAND,1
2021-03-06,CHENANGO,0
2021-03-06,HERKIMER,4
2021-03-06,GREENE,1
2021-03-06,WAYNE,0
2021-03-06,CHEMUNG,0
2021-03-06,ONONDAGA,1
2021-03-06,ORANGE,3
2021-03-06,ONEIDA,0
2021-03-06,JEFFERSON,2
2021-03-06,WARREN,1
2021-03-06,GENESEE,0
2021-03-06,KINGS,22
2021-03-06,TOMPKINS,0
2021-03-06,SCHOHARIE,1
2021-03-06,FULTON,0
2021-03-06,NEW YORK,7
2021-03-06,LIVINGSTON,0
2021-03-06,HAMILTON,0
2021-03-06,TIOGA,0
2021-03-06,DELAWARE,1
2021-03-06,RICHMOND,2
2021-03-06,ALLEGANY,2
2021-03-06,CORTLAND,0
2021-03-06,BROOME,0
2021-03-06,BRONX,6
2021-03-06,DUTCHESS,1
2021-03-06,ORLEANS,1
2021-03-06,ST LAWRENCE,0
2021-03-06,MADISON,0
2021-03-06,MONROE,1
2021-03-06,ALBANY,0
2021-03-06,SCHENECTADY,0
2021-03-06,SUFFOLK,7
2021-03-06,ULSTER,0
2021-03-06,NASSAU,5
2021-03-06,YATES,0
2021-03-06,ERIE,7
2021-03-06,NIAGARA,0
2021-03-06,OTSEGO,0
2021-03-06,RENSSELAER,3
2021-03-06,MONTGOMERY,2
2021-03-06,CATTARAUGUS,7
2021-03-06,WESTCHESTER,3
2021-03-13,CHENANGO,0
2021-03-13,ST LAWRENCE,0
2021-03-13,ORANGE,4
2021-03-13,SCHENECTADY,0
2021-03-13,GENESEE,0
2021-03-13,WAYNE,1
2021-03-13,OSWEGO,1
2021-03-13,WESTCHESTER,7
2021-03-13,ONONDAGA,2
2021-03-13,CORTLAND,2
2021-03-13,DELAWARE,3
2021-03-13,ERIE,6
2021-03-13,ONTARIO,0
2021-03-13,DUTCHESS,1
2021-03-13,GREENE,0
2021-03-13,NEW YORK,3
2021-03-13,COLUMBIA,0
2021-03-13,TOMPKINS,0
2021-03-13,SARATOGA,1
2021-03-13,QUEENS,9
2021-03-13,FRANKLIN,0
2021-03-13,CLINTON,0
2021-03-13,TIOGA,0
2021-03-13,FULTON,0
2021-03-13,SCHOHARIE,2
2021-03-13,ORLEANS,0
2021-03-13,ESSEX,4
2021-03-13,NASSAU,12
2021-03-13,HAMILTON,0
2021-03-13,LEWIS,0
2021-03-13,SENECA,0
2021-03-13,ALLEGANY,0
2021-03-13,SCHUYLER,0
2021-03-13,WASHINGTON,0
2021-03-13,STEUBEN,0
2021-03-13,CAYUGA,0
2021-03-13,ULSTER,0
2021-03-13,LIVINGSTON,1
2021-03-13,NIAGARA,1
2021-03-13,CATTARAUGUS,7
2021-03-13,OTSEGO,1
2021-03-13,RENSSELAER,3
2021-03-13,BROOME,0
2021-03-13,RICHMOND,2
2021-03-13,MADISON,0
2021-03-13,MONROE,4
2021-03-13,BRONX,3
2021-03-13,YATES,0
2021-03-13,SUFFOLK,19
2021-03-13,MONTGOMERY,0
2021-03-13,SULLIVAN,3
2021-03-13,CHAUTAUQUA,0
2021-03-13,ALBANY,0
2021-03-13,ROCKLAND,0
2021-03-13,WARREN,1
2021-03-13,HERKIMER,0
2021-03-13,KINGS,10
2021-03-13,CHEMUNG,0
2021-03-13,ONEIDA,0
2021-03-13,PUTNAM,0
2021-03-13,JEFFERSON,1
2021-03-13,WYOMING,0
2021-03-20,SULLIVAN,0
2021-03-20,GENESEE,0
2021-03-20,ONONDAGA,0
2021-03-20,RENSSELAER,1
2021-03-20,RICHMOND,0
2021-03-20,STEUBEN,0
2021-03-20,MADISON,0
2021-03-20,NASSAU,14
2021-03-20,MONROE,1
2021-03-20,WESTCHESTER,5
2021-03-20,HERKIMER,0
2021-03-20,HAMILTON,0
2021-03-20,SCHENECTADY,0
2021-03-20,MONTGOMERY,1
2021-03-20,WAYNE,0
2021-03-20,DUTCHESS,0
2021-03-20,JEFFERSON,2
2021-03-20,FRANKLIN,0
2021-03-20,QUEENS,9
2021-03-20,LEWIS,0
2021-03-20,YATES,0
2021-03-20,ROCKLAND,1
2021-03-20,KINGS,12
2021-03-20,SARATOGA,1
2021-03-20,ALBANY,1
2021-03-20,GREENE,0
2021-03-20,TIOGA,0
2021-03-20,NIAGARA,0
2021-03-20,WASHINGTON,0
2021-03-20,FULTON,0
2021-03-20,ST LAWRENCE,0
2021-03-20,WARREN,2
2021-03-20,ONTARIO,0
2021-03-20,TOMPKINS,0
2021-03-20,ERIE,4
2021-03-20,LIVINGSTON,0
2021-03-20,ESSEX,4
2021-03-20,ONEIDA,0
2021-03-20,NEW YORK,0
2021-03-20,COLUMBIA,0
2021-03-20,CHAUTAUQUA,0
2021-03-20,SCHOHARIE,1
2021-03-20,BROOME,0
2021-03-20,ORLEANS,0
2021-03-20,PUTNAM,3
2021-03-20,CORTLAND,2
2021-03-20,BRONX,2
2021-03-20,CLINTON,0
2021-03-20,DELAWARE,1
2021-03-20,CATTARAUGUS,2
2021-03-20,SUFFOLK,21
2021-03-20,OSWEGO,1
2021-03-20,OTSEGO,2
2021-03-20,WYOMING,0
2021-03-20,ALLEGANY,0
2021-03-20,CHENANGO,2
2021-03-20,CAYUGA,1
2021-03-20,SCHUYLER,0
2021-03-20,CHEMUNG,0
2021-03-20,ULSTER,0
2021-03-20,SENECA,0
2021-03-20,ORANGE,3
2021-03-27,YATES,0
2021-03-27,FRANKLIN,0
2021-03-27,ALBANY,3
2021-03-27,NIAGARA,1
2021-03-27,SCHUYLER,0
2021-03-27,CLINTON,0
2021-03-27,CHAUTAUQUA,0
2021-03-27,CAYUGA,0
2021-03-27,LEWIS,0
2021-03-27,SARATOGA,2
2021-03-27,SCHOHARIE,0
2021-03-27,ROCKLAND,0
2021-03-27,GREENE,0
2021-03-27,WAYNE,0
2021-03-27,HAMILTON,0
2021-03-27,ONEIDA,0
2021-03-27,CHEMUNG,0
2021-03-27,ONONDAGA,0
2021-03-27,HERKIMER,0
2021-03-27,WYOMING,0
2021-03-27,GENESEE,0
2021-03-27,OSWEGO,0
2021-03-27,JEFFERSON,2
2021-03-27,PUTNAM,0
2021-03-27,WARREN,2
2021-03-27,SULLIVAN,0
2021-03-27,KINGS,8
2021-03-27,TOMPKINS,1
2021-03-27,ST LAWRENCE,0
2021-03-27,FULTON,7
2021-03-27,SENECA,0
2021-03-27,QUEENS,7
2021-03-27,WASHINGTON,0
2021-03-27,CHENANGO,1
2021-03-27,BROOME,0
2021-03-27,WESTCHESTER,5
2021-03-27,MADISON,0
2021-03-27,DELAWARE,2
2021-03-27,OTSEGO,1
2021-03-27,ESSEX,6
2021-03-27,RICHMOND,1
2021-03-27,RENSSELAER,2
2021-03-27,TIOGA,0
2021-03-27,STEUBEN,1
2021-03-27,ALLEGANY,0
2021-03-27,NASSAU,12
2021-03-27,CORTLAND,0
2021-03-27,ERIE,4
2021-03-27,CATTARAUGUS,1
2021-03-27,BRONX,3
2021-03-27,MONROE,2
2021-03-27,ONTARIO,0
2021-03-27,ORLEANS,0
2021-03-27,LIVINGSTON,0
2021-03-27,ORANGE,3
2021-03-27,SUFFOLK,11
2021-03-27,ULSTER,1
2021-03-27,SCHENECTADY,0
2021-03-27,NEW YORK,3
2021-03-27,COLUMBIA,0
2021-03-27,MONTGOMERY,2
2021-03-27,DUTCHESS,0
2021-04-03,MONROE,2
2021-04-03,WYOMING,0
2021-04-03,WASHINGTON,0
2021-04-03,HERKIMER,0
2021-04-03,ALLEGANY,1
2021-04-03,NASSAU,14
2021-04-03,NEW YORK,5
2021-04-03,ONEIDA,0
2021-04-03,HAMILTON,0
2021-04-03,GREENE,0
2021-04-03,MONTGOMERY,0
2021-04-03,JEFFERSON,1
2021-04-03,KINGS,7
2021-04-03,PUTNAM,0
2021-04-03,ULSTER,1
2021-04-03,SCHUYLER,1
2021-04-03,NIAGARA,2
2021-04-03,SUFFOLK,8
2021-04-03,LIVINGSTON,0
2021-04-03,ALBANY,0
2021-04-03,CATTARAUGUS,0
2021-04-03,LEWIS,0
2021-04-03,BROOME,0
2021-04-03,CAYUGA,0
2021-04-03,RICHMOND,0
2021-04-03,CHAUTAUQUA,1
2021-04-03,OTSEGO,1
2021-04-03,MADISON,0
2021-04-03,ROCKLAND,0
2021-04-03,WARREN,0
2021-04-03,RENSSELAER,1
2021-04-03,BRONX,4
2021-04-03,SULLIVAN,1
2021-04-03,YATES,0
2021-04-03,CHEMUNG,2
2021-04-03,ST LAWRENCE,0
2021-04-03,ONTARIO,0
2021-04-03,DELAWARE,0
2021-04-03,GENESEE,0
2021-04-03,WESTCHESTER,7
2021-04-03,SCHOHARIE,0
2021-04-03,CHENANGO,1
2021-04-03,TIOGA,0
2021-04-03,ONONDAGA,0
2021-04-03,OSWEGO,0
2021-04-03,CORTLAND,0
2021-04-03,SARATOGA,2
2021-04-03,FRANKLIN,0
2021-04-03,STEUBEN,0
2021-04-03,ESSEX,1
2021-04-03,DUTCHESS,0
2021-04-03,CLINTON,2
2021-04-03,ERIE,4
2021-04-03,QUEENS,8
2021-04-03,TOMPKINS,0
2021-04-03,COLUMBIA,0
2021-04-03,SENECA,0
2021-04-03,ORLEANS,0
2021-04-03,FULTON,2
2021-04-03,ORANGE,3
2021-04-03,SCHENECTADY,0
2021-04-03,WAYNE,0
2021-04-10,CAYUGA,0
2021-04-10,ALBANY,1
2021-04-10,MADISON,0
2021-04-10,SENECA,0
2021-04-10,BRONX,5
2021-04-10,FRANKLIN,0
2021-04-10,DUTCHESS,2
2021-04-10,WARREN,0
2021-04-10,ROCKLAND,1
2021-04-10,KINGS,8
2021-04-10,LEWIS,0
2021-04-10,CATTARAUGUS,0
2021-04-10,SUFFOLK,16
2021-04-10,ORLEANS,0
2021-04-10,ERIE,3
2021-04-10,COLUMBIA,0
2021-04-10,ULSTER,1
2021-04-10,SCHUYLER,0
2021-04-10,ONTARIO,0
2021-04-10,ESSEX,0
2021-04-10,BROOME,0
2021-04-10,SARATOGA,2
2021-04-10,TIOGA,0
2021-04-10,NIAGARA,2
2021-04-10,RICHMOND,2
2021-04-10,CLINTON,0
2021-04-10,CORTLAND,1
2021-04-10,WASHINGTON,0
2021-04-10,ST LAWRENCE,0
2021-04-10,LIVINGSTON,1
2021-04-10,SCHOHARIE,0
2021-04-10,DELAWARE,0
2021-04-10,GENESEE,0
2021-04-10,MONTGOMERY,0
2021-04-10,ONONDAGA,1
2021-04-10,OSWEGO,1
2021-04-10,ONEIDA,0
2021-04-10,ALLEGANY,1
2021-04-10,WESTCHESTER,4
2021-04-10,HAMILTON,0
2021-04-10,WAYNE,0
2021-04-10,CHEMUNG,0
2021-04-10,ORANGE,3
2021-04-10,NASSAU,20
2021-04-10,NEW YORK,4
2021-04-10,GREENE,0
2021-04-10,CHENANGO,0
2021-04-10,SCHENECTADY,1
2021-04-10,YATES,0
2021-04-10,SULLIVAN,0
2021-04-10,HERKIMER,0
2021-04-10,STEUBEN,1
2021-04-10,WYOMING,0
2021-04-10,MONROE,1
2021-04-10,JEFFERSON,0
2021-04-10,QUEENS,14
2021-04-10,PUTNAM,2
2021-04-10,TOMPKINS,0
2021-04-10,FULTON,5
2021-04-10,CHAUTAUQUA,0
2021-04-10,OTSEGO,0
2021-04-10,RENSSELAER,2
2021-04-17,MADISON,0
2021-04-17,ORANGE,0
2021-04-17,ERIE,4
2021-04-17,DELAWARE,0
2021-04-17,LIVINGSTON,0
2021-04-17,STEUBEN,0
2021-04-17,NASSAU,16
2021-04-17,OTSEGO,0
2021-04-17,BROOME,0
2021-04-17,NEW YORK,3
2021-04-17,ALLEGANY,0
2021-04-17,MONROE,3
2021-04-17,MONTGOMERY,0
2021-04-17,BRONX,1
2021-04-17,DUTCHESS,0
2021-04-17,CORTLAND,0
2021-04-17,RICHMOND,1
2021-04-17,ONTARIO,0
2021-04-17,RENSSELAER,1
2021-04-17,WESTCHESTER,5
2021-04-17,OSWEGO,0
2021-04-17,ESSEX,1
2021-04-17,CATTARAUGUS,3
2021-04-17,QUEENS,11
2021-04-17,FULTON,7
2021-04-17,TIOGA,0
2021-04-17,JEFFERSON,1
2021-04-17,ONONDAGA,1
2021-04-17,PUTNAM,2
2021-04-17,WYOMING,0
2021-04-17,SULLIVAN,0
2021-04-17,SCHOHARIE,0
2021-04-17,TOMPKINS,0
2021-04-17,HERKIMER,0
2021-04-17,SUFFOLK,6
2021-04-17,CHENANGO,0
2021-04-17,ONEIDA,0
2021-04-17,HAMILTON,1
2021-04-17,WAYNE,0
2021-04-17,CHEMUNG,0
2021-04-17,YATES,0
2021-04-17,ST LAWRENCE,0
2021-04-17,GREENE,0
2021-04-17,GENESEE,0
2021-04-17,CHAUTAUQUA,1
2021-04-17,SCHENECTADY,0
2021-04-17,ULSTER,0
2021-04-17,SARATOGA,0
2021-04-17,NIAGARA,3
2021-04-17,LEWIS,0
2021-04-17,SENECA,0
2021-04-17,CAYUGA,0
2021-04-17,WASHINGTON,0
2021-04-17,CLINTON,0
2021-04-17,ORLEANS,0
2021-04-17,ALBANY,1
2021-04-17,COLUMBIA,0
2021-04-17,WARREN,0
2021-04-17,FRANKLIN,0
2021-04-17,ROCKLAND,2
2021-04-17,KINGS,7
2021-04-17,SCHUYLER,0
2021-04-24,ST LAWRENCE,0
2021-04-24,YATES,0
2021-04-24,OSWEGO,0
2021-04-24,PUTNAM,3
2021-04-24,ORANGE,0
2021-04-24,NIAGARA,3
2021-04-24,ONEIDA,0
2021-04-24,NEW YORK,0
2021-04-24,SUFFOLK,17
2021-04-24,OTSEGO,0
2021-04-24,ONTARIO,0
2021-04-24,ULSTER,1
2021-04-24,RENSSELAER,0
2021-04-24,ONONDAGA,2
2021-04-24,WARREN,0
2021-04-24,ORLEANS,0
2021-04-24,QUEENS,8
2021-04-24,HAMILTON,0
2021-04-24,CLINTON,0
2021-04-24,CATTARAUGUS,0
2021-04-24,SCHENECTADY,0
2021-04-24,KINGS,13
2021-04-24,FULTON,4
2021-04-24,SENECA,0
2021-04-24,ALBANY,0
2021-04-24,JEFFERSON,5
2021-04-24,DUTCHESS,0
2021-04-24,ERIE,2
2021-04-24,HERKIMER,1
2021-04-24,SULLIVAN,0
2021-04-24,WESTCHESTER,10
2021-04-24,SCHUYLER,0
2021-04-24,CAYUGA,0
2021-04-24,SARATOGA,0
2021-04-24,ESSEX,2
2021-04-24,CHEMUNG,1
2021-04-24,GREENE,0
2021-04-24,WAYNE,0
2021-04-24,WYOMING,0
2021-04-24,CHAUTAUQUA,0
2021-04-24,FRANKLIN,0
2021-04-24,GENESEE,1
2021-04-24,TOMPKINS,0
2021-04-24,TIOGA,0
2021-04-24,LEWIS,1
2021-04-24,ROCKLAND,1
2021-04-24,LIVINGSTON,0
2021-04-24,CORTLAND,0
2021-04-24,MADISON,1
2021-04-24,RICHMOND,0
2021-04-24,MONTGOMERY,2
2021-04-24,CHENANGO,1
2021-04-24,COLUMBIA,0
2021-04-24,SCHOHARIE,1
2021-04-24,BRONX,4
2021-04-24,MONROE,4
2021-04-24,ALLEGANY,0
2021-04-24,WASHINGTON,0
2021-04-24,STEUBEN,0
2021-04-24,DELAWARE,0
2021-04-24,BROOME,1
2021-04-24,NASSAU,16
2021-05-01,CLINTON,0
2021-05-01,WYOMING,0
2021-05-01,COLUMBIA,0
2021-05-01,ESSEX,5
2021-05-01,SCHOHARIE,0
2021-05-01,TOMPKINS,0
2021-05-01,FRANKLIN,1
2021-05-01,CHEMUNG,0
2021-05-01,CORTLAND,0
2021-05-01,PUTNAM,1
2021-05-01,TIOGA,0
2021-05-01,WESTCHESTER,4
2021-05-01,ERIE,4
2021-05-01,CHENANGO,0
2021-05-01,DUTCHESS,1
2021-05-01,ORANGE,4
2021-05-01,ONTARIO,0
2021-05-01,OSWEGO,0
2021-05-01,SENECA,0
2021-05-01,STEUBEN,0
2021-05-01,SCHENECTADY,0
2021-05-01,DELAWARE,0
2021-05-01,SARATOGA,0
2021-05-01,QUEENS,12
2021-05-01,NASSAU,16
2021-05-01,ALBANY,1
2021-05-01,YATES,0
2021-05-01,ROCKLAND,4
2021-05-01,KINGS,8
2021-05-01,WARREN,0
2021-05-01,BROOME,1
2021-05-01,NIAGARA,2
2021-05-01,LEWIS,0
2021-05-01,SUFFOLK,11
2021-05-01,CATTARAUGUS,2
2021-05-01,WASHINGTON,1
2021-05-01,BRONX,1
2021-05-01,RICHMOND,0
2021-05-01,MADISON,0
2021-05-01,MONROE,0
2021-05-01,RENSSELAER,1
2021-05-01,ALLEGANY,0
2021-05-01,NEW YORK,1
2021-05-01,MONTGOMERY,0
2021-05-01,LIVINGSTON,1
2021-05-01,JEFFERSON,1
2021-05-01,WAYNE,0
2021-05-01,SCHUYLER,0
2021-05-01,ONONDAGA,1
2021-05-01,FULTON,4
2021-05-01,GENESEE,0
2021-05-01,CHAUTAUQUA,0
2021-05-01,ORLEANS,0
2021-05-01,GREENE,0
2021-05-01,ST LAWRENCE,0
2021-05-01,CAYUGA,0
2021-05-01,ULSTER,1
2021-05-01,OTSEGO,0
2021-05-01,HAMILTON,0
2021-05-01,SULLIVAN,0
2021-05-01,HERKIMER,1
2021-05-01,ONEIDA,0
2021-05-08,CHEMUNG,0
2021-05-08,BRONX,11
2021-05-08,CATTARAUGUS,2
2021-05-08,CAYUGA,0
2021-05-08,CHENANGO,0
2021-05-08,BROOME,0
2021-05-08,ULSTER,0
2021-05-08,ALLEGANY,0
2021-05-08,CHAUTAUQUA,2
2021-05-08,OSWEGO,0
2021-05-08,WYOMING,0
2021-05-08,YATES,0
2021-05-08,CLINTON,0
2021-05-08,ONEIDA,0
2021-05-08,HAMILTON,0
2021-05-08,HERKIMER,0
2021-05-08,ALBANY,0
2021-05-08,JEFFERSON,1
2021-05-08,WARREN,0
2021-05-08,KINGS,4
2021-05-08,NIAGARA,0
2021-05-08,LEWIS,0
2021-05-08,WASHINGTON,1
2021-05-08,LIVINGSTON,0
2021-05-08,MADISON,0
2021-05-08,MONROE,0
2021-05-08,NEW YORK,2
2021-05-08,MONTGOMERY,2
2021-05-08,SULLIVAN,0
2021-05-08,GREENE,0
2021-05-08,ST LAWRENCE,0
2021-05-08,WAYNE,0
2021-05-08,COLUMBIA,0
2021-05-08,CORTLAND,0
2021-05-08,STEUBEN,0
2021-05-08,ORANGE,3
2021-05-08,DELAWARE,0
2021-05-08,WESTCHESTER,7
2021-05-08,ONTARIO,0
2021-05-08,ORLEANS,0
2021-05-08,DUTCHESS,0
2021-05-08,TIOGA,0
2021-05-08,NASSAU,16
2021-05-08,ESSEX,1
2021-05-08,FRANKLIN,0
2021-05-08,ONONDAGA,2
2021-05-08,FULTON,0
2021-05-08,GENESEE,0
2021-05-08,ERIE,8
2021-05-08,OTSEGO,0
2021-05-08,SUFFOLK,8
2021-05-08,RENSSELAER,1
2021-05-08,SCHOHARIE,1
2021-05-08,SCHENECTADY,0
2021-05-08,SENECA,0
2021-05-08,QUEENS,6
2021-05-08,RICHMOND,0
2021-05-08,ROCKLAND,4
2021-05-08,TOMPKINS,0
2021-05-08,SCHUYLER,0
2021-05-08,SARATOGA,0
2021-05-08,PUTNAM,0
2021-05-15,DELAWARE,0
2021-05-15,SCHUYLER,0
2021-05-15,ONEIDA,1
2021-05-15,ALLEGANY,1
2021-05-15,LEWIS,1
2021-05-15,TIOGA,0
2021-05-15,WASHINGTON,0
2021-05-15,WESTCHESTER,7
2021-05-15,ESSEX,2
2021-05-15,LIVINGSTON,0
2021-05-15,CLINTON,0
2021-05-15,WYOMING,0
2021-05-15,ULSTER,0
2021-05-15,SARATOGA,0
2021-05-15,BRONX,5
2021-05-15,RICHMOND,0
2021-05-15,MADISON,0
2021-05-15,CHENANGO,0
2021-05-15,ST LAWRENCE,1
2021-05-15,FRANKLIN,0
2021-05-15,PUTNAM,2
2021-05-15,ONONDAGA,1
2021-05-15,ORANGE,1
2021-05-15,WAYNE,0
2021-05-15,CORTLAND,0
2021-05-15,STEUBEN,0
2021-05-15,GREENE,0
2021-05-15,YATES,0
2021-05-15,ORLEANS,0
2021-05-15,FULTON,3
2021-05-15,SULLIVAN,0
2021-05-15,TOMPKINS,0
2021-05-15,QUEENS,9
2021-05-15,HAMILTON,0
2021-05-15,HERKIMER,0
2021-05-15,COLUMBIA,0
2021-05-15,CAYUGA,0
2021-05-15,ALBANY,0
2021-05-15,JEFFERSON,2
2021-05-15,SUFFOLK,11
