,index,date,county,fips_code,inflow,outflow,net_flow
0,0,2020-01-11,       Albany County,36001,2367972.0,1828995.0,538977.0
1,104,2020-01-11,       Allegany County,36003,158845.0,267386.0,-108541.0
2,208,2020-01-11,       Bronx County,36005,8303420.0,9908964.0,-1605544.0
3,312,2020-01-11,       Broome County,36007,1320708.0,1193862.0,126846.0
4,416,2020-01-11,       Cattaraugus County,36009,477472.0,464473.0,12999.0
5,520,2020-01-11,       Cayuga County,36011,373510.0,460414.0,-86904.0
6,624,2020-01-11,       Chautauqua County,36013,693319.0,756736.0,-63417.0
7,728,2020-01-11,       Chemung County,36015,695516.0,576844.0,118672.0
8,832,2020-01-11,       Chenango County,36017,195913.0,270640.0,-74727.0
9,936,2020-01-11,       Clinton County,36019,416081.0,393742.0,22339.0
10,1040,2020-01-11,       Columbia County,36021,291593.0,386036.0,-94443.0
11,1144,2020-01-11,       Cortland County,36023,302839.0,285418.0,17421.0
12,1248,2020-01-11,       Delaware County,36025,155804.0,217912.0,-62108.0
13,1352,2020-01-11,       Dutchess County,36027,1873107.0,2112023.0,-238916.0
14,1456,2020-01-11,       Erie County,36029,6126371.0,5814742.0,311629.0
15,1560,2020-01-11,       Essex County,36031,181495.0,197562.0,-16067.0
16,1664,2020-01-11,       Franklin County,36033,234552.0,264473.0,-29921.0
17,1768,2020-01-11,       Fulton County,36035,236233.0,321644.0,-85411.0
18,1872,2020-01-11,       Genesee County,36037,360040.0,356104.0,3936.0
19,1976,2020-01-11,       Greene County,36039,230115.0,277820.0,-47705.0
20,2080,2020-01-11,       Hamilton County,36041,11297.0,26879.0,-15582.0
21,2184,2020-01-11,       Herkimer County,36043,260210.0,369244.0,-109034.0
22,2288,2020-01-11,       Jefferson County,36045,697430.0,701823.0,-4393.0
23,2392,2020-01-11,       Kings County,36047,15485269.0,17575005.0,-2089736.0
24,2496,2020-01-11,       Lewis County,36049,104203.0,154434.0,-50231.0
25,2600,2020-01-11,       Livingston County,36051,295793.0,379611.0,-83818.0
26,2704,2020-01-11,       Madison County,36053,311951.0,429354.0,-117403.0
27,2808,2020-01-11,       Monroe County,36055,5063263.0,4857884.0,205379.0
28,2912,2020-01-11,       Montgomery County,36057,298175.0,295483.0,2692.0
29,3016,2020-01-11,       Nassau County,36059,11352157.0,11576714.0,-224557.0
30,3120,2020-01-11,       New York County,36061,21274273.0,9030194.0,12244079.0
31,3224,2020-01-11,       Niagara County,36063,1107139.0,1378867.0,-271728.0
32,3328,2020-01-11,       Oneida County,36065,1531840.0,1429903.0,101937.0
33,3432,2020-01-11,       Onondaga County,36067,3401310.0,3107268.0,294042.0
34,3536,2020-01-11,       Ontario County,36069,814578.0,679411.0,135167.0
35,3640,2020-01-11,       Orange County,36071,2711382.0,2751311.0,-39929.0
36,3744,2020-01-11,       Orleans County,36073,127964.0,242120.0,-114156.0
37,3848,2020-01-11,       Oswego County,36075,453545.0,684102.0,-230557.0
38,3952,2020-01-11,       Otsego County,36077,312128.0,334429.0,-22301.0
39,4056,2020-01-11,       Putnam County,36079,540008.0,762819.0,-222811.0
40,4160,2020-01-11,       Queens County,36081,15706090.0,17189333.0,-1483243.0
41,4264,2020-01-11,       Rensselaer County,36083,832782.0,1052023.0,-219241.0
42,4368,2020-01-11,       Richmond County,36085,3200994.0,3962441.0,-761447.0
43,4472,2020-01-11,       Rockland County,36087,2019963.0,2438262.0,-418299.0
44,4680,2020-01-11,       Saratoga County,36091,1380855.0,1560629.0,-179774.0
45,4784,2020-01-11,       Schenectady County,36093,866492.0,929213.0,-62721.0
46,4888,2020-01-11,       Schoharie County,36095,116922.0,172755.0,-55833.0
47,4992,2020-01-11,       Schuyler County,36097,69034.0,110583.0,-41549.0
48,5096,2020-01-11,       Seneca County,36099,181588.0,189980.0,-8392.0
49,4576,2020-01-11,       St. Lawrence County,36089,475111.0,540380.0,-65269.0
50,5200,2020-01-11,       Steuben County,36101,534213.0,586567.0,-52354.0
51,5304,2020-01-11,       Suffolk County,36103,11103106.0,12349465.0,-1246359.0
52,5408,2020-01-11,       Sullivan County,36105,305508.0,435856.0,-130348.0
53,5512,2020-01-11,       Tioga County,36107,172638.0,316541.0,-143903.0
54,5616,2020-01-11,       Tompkins County,36109,535742.0,529777.0,5965.0
55,5720,2020-01-11,       Ulster County,36111,917895.0,1136289.0,-218394.0
56,5824,2020-01-11,       Warren County,36113,560983.0,383047.0,177936.0
57,5928,2020-01-11,       Washington County,36115,187551.0,381894.0,-194343.0
58,6032,2020-01-11,       Wayne County,36117,338004.0,577400.0,-239396.0
59,6136,2020-01-11,       Westchester County,36119,7110629.0,7373288.0,-262659.0
60,6240,2020-01-11,       Wyoming County,36121,128376.0,214665.0,-86289.0
61,6344,2020-01-11,       Yates County,36123,79354.0,132113.0,-52759.0
62,1,2020-01-18,       Albany County,36001,2326124.0,1801285.0,524839.0
63,105,2020-01-18,       Allegany County,36003,169817.0,261825.0,-92008.0
64,209,2020-01-18,       Bronx County,36005,8204904.0,9724433.0,-1519529.0
65,313,2020-01-18,       Broome County,36007,1292248.0,1155384.0,136864.0
66,417,2020-01-18,       Cattaraugus County,36009,504369.0,453797.0,50572.0
67,521,2020-01-18,       Cayuga County,36011,364946.0,464879.0,-99933.0
68,625,2020-01-18,       Chautauqua County,36013,692526.0,723715.0,-31189.0
69,729,2020-01-18,       Chemung County,36015,657755.0,571968.0,85787.0
70,833,2020-01-18,       Chenango County,36017,189395.0,259936.0,-70541.0
71,937,2020-01-18,       Clinton County,36019,417662.0,414523.0,3139.0
72,1041,2020-01-18,       Columbia County,36021,278740.0,366369.0,-87629.0
73,1145,2020-01-18,       Cortland County,36023,295723.0,269899.0,25824.0
74,1249,2020-01-18,       Delaware County,36025,153840.0,204279.0,-50439.0
75,1353,2020-01-18,       Dutchess County,36027,1808899.0,2021976.0,-213077.0
76,1457,2020-01-18,       Erie County,36029,6035325.0,5821935.0,213390.0
77,1561,2020-01-18,       Essex County,36031,207919.0,182075.0,25844.0
78,1665,2020-01-18,       Franklin County,36033,239610.0,270686.0,-31076.0
79,1769,2020-01-18,       Fulton County,36035,242963.0,313289.0,-70326.0
80,1873,2020-01-18,       Genesee County,36037,352089.0,342843.0,9246.0
81,1977,2020-01-18,       Greene County,36039,256241.0,268702.0,-12461.0
82,2081,2020-01-18,       Hamilton County,36041,12464.0,22487.0,-10023.0
83,2185,2020-01-18,       Herkimer County,36043,267698.0,370723.0,-103025.0
84,2289,2020-01-18,       Jefferson County,36045,715596.0,729404.0,-13808.0
85,2393,2020-01-18,       Kings County,36047,15602251.0,17837964.0,-2235713.0
86,2497,2020-01-18,       Lewis County,36049,97554.0,143608.0,-46054.0
87,2601,2020-01-18,       Livingston County,36051,290078.0,364547.0,-74469.0
88,2705,2020-01-18,       Madison County,36053,318916.0,425562.0,-106646.0
89,2809,2020-01-18,       Monroe County,36055,5021835.0,4794541.0,227294.0
90,2913,2020-01-18,       Montgomery County,36057,292500.0,297904.0,-5404.0
91,3017,2020-01-18,       Nassau County,36059,11048258.0,11547068.0,-498810.0
92,3121,2020-01-18,       New York County,36061,20971162.0,9065949.0,11905213.0
93,3225,2020-01-18,       Niagara County,36063,1134440.0,1371602.0,-237162.0
94,3329,2020-01-18,       Oneida County,36065,1501173.0,1434532.0,66641.0
95,3433,2020-01-18,       Onondaga County,36067,3372333.0,3031681.0,340652.0
96,3537,2020-01-18,       Ontario County,36069,786363.0,668498.0,117865.0
97,3641,2020-01-18,       Orange County,36071,2552149.0,2652331.0,-100182.0
98,3745,2020-01-18,       Orleans County,36073,122179.0,236426.0,-114247.0
99,3849,2020-01-18,       Oswego County,36075,457365.0,666086.0,-208721.0
100,3953,2020-01-18,       Otsego County,36077,329531.0,306039.0,23492.0
101,4057,2020-01-18,       Putnam County,36079,516788.0,756045.0,-239257.0
102,4161,2020-01-18,       Queens County,36081,15452257.0,16897623.0,-1445366.0
103,4265,2020-01-18,       Rensselaer County,36083,881927.0,1041792.0,-159865.0
104,4369,2020-01-18,       Richmond County,36085,3171285.0,3968838.0,-797553.0
105,4473,2020-01-18,       Rockland County,36087,1919073.0,2380210.0,-461137.0
106,4681,2020-01-18,       Saratoga County,36091,1343274.0,1548527.0,-205253.0
107,4785,2020-01-18,       Schenectady County,36093,837633.0,887691.0,-50058.0
108,4889,2020-01-18,       Schoharie County,36095,122923.0,169870.0,-46947.0
109,4993,2020-01-18,       Schuyler County,36097,65786.0,102114.0,-36328.0
110,5097,2020-01-18,       Seneca County,36099,175007.0,187055.0,-12048.0
111,4577,2020-01-18,       St. Lawrence County,36089,502511.0,531985.0,-29474.0
112,5201,2020-01-18,       Steuben County,36101,527380.0,579254.0,-51874.0
113,5305,2020-01-18,       Suffolk County,36103,10909946.0,12418145.0,-1508199.0
114,5409,2020-01-18,       Sullivan County,36105,291985.0,415255.0,-123270.0
115,5513,2020-01-18,       Tioga County,36107,172259.0,314129.0,-141870.0
116,5617,2020-01-18,       Tompkins County,36109,605148.0,538641.0,66507.0
117,5721,2020-01-18,       Ulster County,36111,905103.0,1106736.0,-201633.0
118,5825,2020-01-18,       Warren County,36113,587116.0,374605.0,212511.0
119,5929,2020-01-18,       Washington County,36115,189325.0,379252.0,-189927.0
120,6033,2020-01-18,       Wayne County,36117,334303.0,548273.0,-213970.0
121,6137,2020-01-18,       Westchester County,36119,6879000.0,7268904.0,-389904.0
122,6241,2020-01-18,       Wyoming County,36121,125856.0,199897.0,-74041.0
123,6345,2020-01-18,       Yates County,36123,77934.0,127170.0,-49236.0
124,2,2020-01-25,       Albany County,36001,2412060.0,1831872.0,580188.0
125,106,2020-01-25,       Allegany County,36003,186850.0,274312.0,-87462.0
126,210,2020-01-25,       Bronx County,36005,8220548.0,9724823.0,-1504275.0
127,314,2020-01-25,       Broome County,36007,1448245.0,1201540.0,246705.0
128,418,2020-01-25,       Cattaraugus County,36009,536223.0,475249.0,60974.0
129,522,2020-01-25,       Cayuga County,36011,386946.0,470454.0,-83508.0
130,626,2020-01-25,       Chautauqua County,36013,733212.0,766397.0,-33185.0
131,730,2020-01-25,       Chemung County,36015,686121.0,587202.0,98919.0
132,834,2020-01-25,       Chenango County,36017,190906.0,274953.0,-84047.0
133,938,2020-01-25,       Clinton County,36019,445093.0,423806.0,21287.0
134,1042,2020-01-25,       Columbia County,36021,286098.0,392302.0,-106204.0
135,1146,2020-01-25,       Cortland County,36023,328469.0,280586.0,47883.0
136,1250,2020-01-25,       Delaware County,36025,161994.0,230633.0,-68639.0
137,1354,2020-01-25,       Dutchess County,36027,1889898.0,2121816.0,-231918.0
138,1458,2020-01-25,       Erie County,36029,6355326.0,6089205.0,266121.0
139,1562,2020-01-25,       Essex County,36031,204963.0,189249.0,15714.0
140,1666,2020-01-25,       Franklin County,36033,252509.0,292523.0,-40014.0
141,1770,2020-01-25,       Fulton County,36035,235921.0,323568.0,-87647.0
142,1874,2020-01-25,       Genesee County,36037,371297.0,361161.0,10136.0
143,1978,2020-01-25,       Greene County,36039,253019.0,281485.0,-28466.0
144,2082,2020-01-25,       Hamilton County,36041,10694.0,24409.0,-13715.0
145,2186,2020-01-25,       Herkimer County,36043,272837.0,378965.0,-106128.0
146,2290,2020-01-25,       Jefferson County,36045,731968.0,728352.0,3616.0
147,2394,2020-01-25,       Kings County,36047,15771061.0,17942361.0,-2171300.0
148,2498,2020-01-25,       Lewis County,36049,108196.0,166020.0,-57824.0
149,2602,2020-01-25,       Livingston County,36051,333917.0,401674.0,-67757.0
150,2706,2020-01-25,       Madison County,36053,338391.0,442891.0,-104500.0
151,2810,2020-01-25,       Monroe County,36055,5260169.0,4980645.0,279524.0
152,2914,2020-01-25,       Montgomery County,36057,299306.0,296093.0,3213.0
153,3018,2020-01-25,       Nassau County,36059,11409315.0,11855500.0,-446185.0
154,3122,2020-01-25,       New York County,36061,20440229.0,9195923.0,11244306.0
155,3226,2020-01-25,       Niagara County,36063,1224074.0,1464889.0,-240815.0
156,3330,2020-01-25,       Oneida County,36065,1581738.0,1474057.0,107681.0
157,3434,2020-01-25,       Onondaga County,36067,3555586.0,3131324.0,424262.0
158,3538,2020-01-25,       Ontario County,36069,860624.0,707882.0,152742.0
159,3642,2020-01-25,       Orange County,36071,2698312.0,2773845.0,-75533.0
160,3746,2020-01-25,       Orleans County,36073,124354.0,256770.0,-132416.0
161,3850,2020-01-25,       Oswego County,36075,467668.0,715888.0,-248220.0
162,3954,2020-01-25,       Otsego County,36077,355321.0,314071.0,41250.0
163,4058,2020-01-25,       Putnam County,36079,549362.0,780740.0,-231378.0
164,4162,2020-01-25,       Queens County,36081,15794890.0,17376157.0,-1581267.0
165,4266,2020-01-25,       Rensselaer County,36083,881958.0,1047023.0,-165065.0
166,4370,2020-01-25,       Richmond County,36085,3330044.0,4173599.0,-843555.0
167,4474,2020-01-25,       Rockland County,36087,2004103.0,2495791.0,-491688.0
168,4682,2020-01-25,       Saratoga County,36091,1382563.0,1579426.0,-196863.0
169,4786,2020-01-25,       Schenectady County,36093,854172.0,947249.0,-93077.0
170,4890,2020-01-25,       Schoharie County,36095,123508.0,169329.0,-45821.0
171,4994,2020-01-25,       Schuyler County,36097,63310.0,103003.0,-39693.0
172,5098,2020-01-25,       Seneca County,36099,179037.0,194665.0,-15628.0
173,4578,2020-01-25,       St. Lawrence County,36089,523279.0,548402.0,-25123.0
174,5202,2020-01-25,       Steuben County,36101,535317.0,605731.0,-70414.0
175,5306,2020-01-25,       Suffolk County,36103,11219097.0,12737325.0,-1518228.0
176,5410,2020-01-25,       Sullivan County,36105,296089.0,435812.0,-139723.0
177,5514,2020-01-25,       Tioga County,36107,165365.0,319385.0,-154020.0
178,5618,2020-01-25,       Tompkins County,36109,745902.0,571960.0,173942.0
179,5722,2020-01-25,       Ulster County,36111,945549.0,1148983.0,-203434.0
180,5826,2020-01-25,       Warren County,36113,620336.0,386703.0,233633.0
181,5930,2020-01-25,       Washington County,36115,188620.0,402819.0,-214199.0
182,6034,2020-01-25,       Wayne County,36117,337995.0,594156.0,-256161.0
183,6138,2020-01-25,       Westchester County,36119,7128051.0,7440911.0,-312860.0
184,6242,2020-01-25,       Wyoming County,36121,131097.0,227133.0,-96036.0
185,6346,2020-01-25,       Yates County,36123,85654.0,139934.0,-54280.0
186,3,2020-02-01,       Albany County,36001,2455131.0,1883103.0,572028.0
187,107,2020-02-01,       Allegany County,36003,197915.0,280517.0,-82602.0
188,211,2020-02-01,       Bronx County,36005,8819648.0,10352517.0,-1532869.0
189,315,2020-02-01,       Broome County,36007,1433375.0,1211147.0,222228.0
190,419,2020-02-01,       Cattaraugus County,36009,524338.0,470897.0,53441.0
191,523,2020-02-01,       Cayuga County,36011,379222.0,473563.0,-94341.0
192,627,2020-02-01,       Chautauqua County,36013,753416.0,793513.0,-40097.0
193,731,2020-02-01,       Chemung County,36015,708161.0,604825.0,103336.0
194,835,2020-02-01,       Chenango County,36017,194201.0,274151.0,-79950.0
195,939,2020-02-01,       Clinton County,36019,458475.0,438825.0,19650.0
196,1043,2020-02-01,       Columbia County,36021,276168.0,389477.0,-113309.0
197,1147,2020-02-01,       Cortland County,36023,341337.0,290150.0,51187.0
198,1251,2020-02-01,       Delaware County,36025,162712.0,227269.0,-64557.0
199,1355,2020-02-01,       Dutchess County,36027,1901481.0,2118968.0,-217487.0
200,1459,2020-02-01,       Erie County,36029,6443666.0,6100273.0,343393.0
201,1563,2020-02-01,       Essex County,36031,260514.0,201920.0,58594.0
202,1667,2020-02-01,       Franklin County,36033,269414.0,300452.0,-31038.0
203,1771,2020-02-01,       Fulton County,36035,245687.0,338248.0,-92561.0
204,1875,2020-02-01,       Genesee County,36037,365535.0,359812.0,5723.0
205,1979,2020-02-01,       Greene County,36039,241004.0,280156.0,-39152.0
206,2083,2020-02-01,       Hamilton County,36041,9530.0,21874.0,-12344.0
207,2187,2020-02-01,       Herkimer County,36043,287779.0,399809.0,-112030.0
208,2291,2020-02-01,       Jefferson County,36045,753277.0,763560.0,-10283.0
209,2395,2020-02-01,       Kings County,36047,16871876.0,18692634.0,-1820758.0
210,2499,2020-02-01,       Lewis County,36049,114570.0,168735.0,-54165.0
211,2603,2020-02-01,       Livingston County,36051,331781.0,391726.0,-59945.0
212,2707,2020-02-01,       Madison County,36053,344644.0,457146.0,-112502.0
213,2811,2020-02-01,       Monroe County,36055,5125369.0,4925113.0,200256.0
214,2915,2020-02-01,       Montgomery County,36057,304236.0,305450.0,-1214.0
215,3019,2020-02-01,       Nassau County,36059,11594410.0,11833419.0,-239009.0
216,3123,2020-02-01,       New York County,36061,21063761.0,9406789.0,11656972.0
217,3227,2020-02-01,       Niagara County,36063,1199760.0,1467247.0,-267487.0
218,3331,2020-02-01,       Oneida County,36065,1604350.0,1512246.0,92104.0
219,3435,2020-02-01,       Onondaga County,36067,3649426.0,3212229.0,437197.0
220,3539,2020-02-01,       Ontario County,36069,825613.0,703702.0,121911.0
221,3643,2020-02-01,       Orange County,36071,2660496.0,2771203.0,-110707.0
222,3747,2020-02-01,       Orleans County,36073,129805.0,245545.0,-115740.0
223,3851,2020-02-01,       Oswego County,36075,498690.0,737361.0,-238671.0
224,3955,2020-02-01,       Otsego County,36077,335995.0,316176.0,19819.0
225,4059,2020-02-01,       Putnam County,36079,536339.0,795614.0,-259275.0
226,4163,2020-02-01,       Queens County,36081,15989158.0,17945087.0,-1955929.0
227,4267,2020-02-01,       Rensselaer County,36083,893711.0,1072320.0,-178609.0
228,4371,2020-02-01,       Richmond County,36085,3386693.0,4205987.0,-819294.0
229,4475,2020-02-01,       Rockland County,36087,2023522.0,2510404.0,-486882.0
230,4683,2020-02-01,       Saratoga County,36091,1437084.0,1599016.0,-161932.0
231,4787,2020-02-01,       Schenectady County,36093,866101.0,961075.0,-94974.0
232,4891,2020-02-01,       Schoharie County,36095,127915.0,174720.0,-46805.0
233,4995,2020-02-01,       Schuyler County,36097,70450.0,112328.0,-41878.0
234,5099,2020-02-01,       Seneca County,36099,181496.0,193199.0,-11703.0
235,4579,2020-02-01,       St. Lawrence County,36089,532299.0,556307.0,-24008.0
236,5203,2020-02-01,       Steuben County,36101,553426.0,616299.0,-62873.0
237,5307,2020-02-01,       Suffolk County,36103,11314772.0,12702510.0,-1387738.0
238,5411,2020-02-01,       Sullivan County,36105,299787.0,434375.0,-134588.0
239,5515,2020-02-01,       Tioga County,36107,173340.0,322849.0,-149509.0
240,5619,2020-02-01,       Tompkins County,36109,743578.0,559647.0,183931.0
241,5723,2020-02-01,       Ulster County,36111,944310.0,1148931.0,-204621.0
242,5827,2020-02-01,       Warren County,36113,609100.0,384820.0,224280.0
243,5931,2020-02-01,       Washington County,36115,197788.0,413146.0,-215358.0
244,6035,2020-02-01,       Wayne County,36117,330492.0,558805.0,-228313.0
245,6139,2020-02-01,       Westchester County,36119,7155333.0,7484122.0,-328789.0
246,6243,2020-02-01,       Wyoming County,36121,132114.0,224839.0,-92725.0
247,6347,2020-02-01,       Yates County,36123,90280.0,130873.0,-40593.0
248,4,2020-02-08,       Albany County,36001,1846823.0,1417836.0,428987.0
249,108,2020-02-08,       Allegany County,36003,149025.0,218446.0,-69421.0
250,212,2020-02-08,       Bronx County,36005,6307833.0,7480485.0,-1172652.0
251,316,2020-02-08,       Broome County,36007,1070040.0,881168.0,188872.0
252,420,2020-02-08,       Cattaraugus County,36009,427476.0,394219.0,33257.0
253,524,2020-02-08,       Cayuga County,36011,284911.0,348345.0,-63434.0
254,628,2020-02-08,       Chautauqua County,36013,591796.0,617485.0,-25689.0
255,732,2020-02-08,       Chemung County,36015,533020.0,467388.0,65632.0
256,836,2020-02-08,       Chenango County,36017,145721.0,212690.0,-66969.0
257,940,2020-02-08,       Clinton County,36019,315447.0,297884.0,17563.0
258,1044,2020-02-08,       Columbia County,36021,222179.0,298620.0,-76441.0
259,1148,2020-02-08,       Cortland County,36023,268299.0,231319.0,36980.0
260,1252,2020-02-08,       Delaware County,36025,121642.0,175767.0,-54125.0
261,1356,2020-02-08,       Dutchess County,36027,1503048.0,1685083.0,-182035.0
262,1460,2020-02-08,       Erie County,36029,4961846.0,4699982.0,261864.0
263,1564,2020-02-08,       Essex County,36031,183463.0,155900.0,27563.0
264,1668,2020-02-08,       Franklin County,36033,208645.0,225165.0,-16520.0
265,1772,2020-02-08,       Fulton County,36035,183870.0,255008.0,-71138.0
266,1876,2020-02-08,       Genesee County,36037,285414.0,281763.0,3651.0
267,1980,2020-02-08,       Greene County,36039,186380.0,222269.0,-35889.0
268,2084,2020-02-08,       Hamilton County,36041,8391.0,17934.0,-9543.0
269,2188,2020-02-08,       Herkimer County,36043,213245.0,285020.0,-71775.0
270,2292,2020-02-08,       Jefferson County,36045,542325.0,570446.0,-28121.0
271,2396,2020-02-08,       Kings County,36047,12622785.0,14198976.0,-1576191.0
272,2500,2020-02-08,       Lewis County,36049,83236.0,119609.0,-36373.0
273,2604,2020-02-08,       Livingston County,36051,248921.0,299042.0,-50121.0
274,2708,2020-02-08,       Madison County,36053,260362.0,350497.0,-90135.0
275,2812,2020-02-08,       Monroe County,36055,3862796.0,3702926.0,159870.0
276,2916,2020-02-08,       Montgomery County,36057,226956.0,224643.0,2313.0
277,3020,2020-02-08,       Nassau County,36059,9591530.0,9990399.0,-398869.0
278,3124,2020-02-08,       New York County,36061,16522202.0,7036802.0,9485400.0
279,3228,2020-02-08,       Niagara County,36063,929822.0,1148687.0,-218865.0
280,3332,2020-02-08,       Oneida County,36065,1187728.0,1122658.0,65070.0
281,3436,2020-02-08,       Onondaga County,36067,2622800.0,2328800.0,294000.0
282,3540,2020-02-08,       Ontario County,36069,623195.0,527979.0,95216.0
283,3644,2020-02-08,       Orange County,36071,2072689.0,2149356.0,-76667.0
284,3748,2020-02-08,       Orleans County,36073,99825.0,194215.0,-94390.0
285,3852,2020-02-08,       Oswego County,36075,366738.0,558996.0,-192258.0
286,3956,2020-02-08,       Otsego County,36077,269307.0,251705.0,17602.0
287,4060,2020-02-08,       Putnam County,36079,448008.0,643240.0,-195232.0
288,4164,2020-02-08,       Queens County,36081,12260350.0,13685498.0,-1425148.0
289,4268,2020-02-08,       Rensselaer County,36083,664145.0,779760.0,-115615.0
290,4372,2020-02-08,       Richmond County,36085,2808276.0,3534968.0,-726692.0
291,4476,2020-02-08,       Rockland County,36087,1610874.0,2000047.0,-389173.0
292,4684,2020-02-08,       Saratoga County,36091,1047999.0,1209085.0,-161086.0
293,4788,2020-02-08,       Schenectady County,36093,634010.0,700144.0,-66134.0
294,4892,2020-02-08,       Schoharie County,36095,87477.0,118379.0,-30902.0
295,4996,2020-02-08,       Schuyler County,36097,44222.0,75697.0,-31475.0
296,5100,2020-02-08,       Seneca County,36099,137053.0,147171.0,-10118.0
297,4580,2020-02-08,       St. Lawrence County,36089,393916.0,423032.0,-29116.0
298,5204,2020-02-08,       Steuben County,36101,412541.0,469443.0,-56902.0
299,5308,2020-02-08,       Suffolk County,36103,9465783.0,10644991.0,-1179208.0
300,5412,2020-02-08,       Sullivan County,36105,229665.0,342135.0,-112470.0
301,5516,2020-02-08,       Tioga County,36107,130967.0,243746.0,-112779.0
302,5620,2020-02-08,       Tompkins County,36109,577049.0,446320.0,130729.0
303,5724,2020-02-08,       Ulster County,36111,740802.0,927814.0,-187012.0
304,5828,2020-02-08,       Warren County,36113,463304.0,292789.0,170515.0
305,5932,2020-02-08,       Washington County,36115,148372.0,297708.0,-149336.0
306,6036,2020-02-08,       Wayne County,36117,253344.0,435795.0,-182451.0
307,6140,2020-02-08,       Westchester County,36119,5499301.0,5771194.0,-271893.0
308,6244,2020-02-08,       Wyoming County,36121,99906.0,162893.0,-62987.0
309,6348,2020-02-08,       Yates County,36123,66859.0,102904.0,-36045.0
310,5,2020-02-15,       Albany County,36001,1912179.0,1454542.0,457637.0
311,109,2020-02-15,       Allegany County,36003,144104.0,230348.0,-86244.0
312,213,2020-02-15,       Bronx County,36005,6139261.0,7514591.0,-1375330.0
313,317,2020-02-15,       Broome County,36007,1143856.0,954211.0,189645.0
314,421,2020-02-15,       Cattaraugus County,36009,451487.0,388391.0,63096.0
315,525,2020-02-15,       Cayuga County,36011,293261.0,389830.0,-96569.0
316,629,2020-02-15,       Chautauqua County,36013,611803.0,627464.0,-15661.0
317,733,2020-02-15,       Chemung County,36015,575978.0,500143.0,75835.0
318,837,2020-02-15,       Chenango County,36017,151950.0,226156.0,-74206.0
319,941,2020-02-15,       Clinton County,36019,342469.0,311294.0,31175.0
320,1045,2020-02-15,       Columbia County,36021,226357.0,322414.0,-96057.0
321,1149,2020-02-15,       Cortland County,36023,289032.0,248808.0,40224.0
322,1253,2020-02-15,       Delaware County,36025,128537.0,183225.0,-54688.0
323,1357,2020-02-15,       Dutchess County,36027,1522452.0,1720097.0,-197645.0
324,1461,2020-02-15,       Erie County,36029,5021663.0,4898509.0,123154.0
325,1565,2020-02-15,       Essex County,36031,194208.0,174683.0,19525.0
326,1669,2020-02-15,       Franklin County,36033,206771.0,245272.0,-38501.0
327,1773,2020-02-15,       Fulton County,36035,195943.0,272990.0,-77047.0
328,1877,2020-02-15,       Genesee County,36037,296576.0,303478.0,-6902.0
329,1981,2020-02-15,       Greene County,36039,224477.0,232525.0,-8048.0
330,2085,2020-02-15,       Hamilton County,36041,11813.0,21514.0,-9701.0
331,2189,2020-02-15,       Herkimer County,36043,240266.0,329878.0,-89612.0
332,2293,2020-02-15,       Jefferson County,36045,591919.0,640361.0,-48442.0
333,2397,2020-02-15,       Kings County,36047,12325320.0,14253146.0,-1927826.0
334,2501,2020-02-15,       Lewis County,36049,95194.0,138003.0,-42809.0
335,2605,2020-02-15,       Livingston County,36051,272325.0,341963.0,-69638.0
336,2709,2020-02-15,       Madison County,36053,271001.0,383229.0,-112228.0
337,2813,2020-02-15,       Monroe County,36055,4095432.0,3984097.0,111335.0
338,2917,2020-02-15,       Montgomery County,36057,240854.0,236988.0,3866.0
339,3021,2020-02-15,       Nassau County,36059,9300118.0,10202227.0,-902109.0
340,3125,2020-02-15,       New York County,36061,16627840.0,7028804.0,9599036.0
341,3229,2020-02-15,       Niagara County,36063,972152.0,1170157.0,-198005.0
342,3333,2020-02-15,       Oneida County,36065,1292877.0,1239772.0,53105.0
343,3437,2020-02-15,       Onondaga County,36067,2854833.0,2525067.0,329766.0
344,3541,2020-02-15,       Ontario County,36069,671560.0,575563.0,95997.0
345,3645,2020-02-15,       Orange County,36071,2158680.0,2272203.0,-113523.0
346,3749,2020-02-15,       Orleans County,36073,98557.0,200836.0,-102279.0
347,3853,2020-02-15,       Oswego County,36075,388182.0,603547.0,-215365.0
348,3957,2020-02-15,       Otsego County,36077,292578.0,263259.0,29319.0
349,4061,2020-02-15,       Putnam County,36079,433324.0,654223.0,-220899.0
350,4165,2020-02-15,       Queens County,36081,12591862.0,13868676.0,-1276814.0
351,4269,2020-02-15,       Rensselaer County,36083,690479.0,833376.0,-142897.0
352,4373,2020-02-15,       Richmond County,36085,2808083.0,3629331.0,-821248.0
353,4477,2020-02-15,       Rockland County,36087,1582257.0,2039579.0,-457322.0
354,4685,2020-02-15,       Saratoga County,36091,1089040.0,1294565.0,-205525.0
355,4789,2020-02-15,       Schenectady County,36093,623284.0,708276.0,-84992.0
356,4893,2020-02-15,       Schoharie County,36095,95754.0,129770.0,-34016.0
357,4997,2020-02-15,       Schuyler County,36097,50541.0,86726.0,-36185.0
358,5101,2020-02-15,       Seneca County,36099,153735.0,164092.0,-10357.0
359,4581,2020-02-15,       St. Lawrence County,36089,406797.0,446136.0,-39339.0
360,5205,2020-02-15,       Steuben County,36101,436370.0,517590.0,-81220.0
361,5309,2020-02-15,       Suffolk County,36103,9187439.0,10842748.0,-1655309.0
362,5413,2020-02-15,       Sullivan County,36105,247170.0,358047.0,-110877.0
