,index,date,county,fips_code,inflow,outflow,net_flow
3591,5985,2021-02-13,       Washington County,36115,216000.0,425176.0,-209176.0
3592,6089,2021-02-13,       Wayne County,36117,357817.0,591390.0,-233573.0
3593,6193,2021-02-13,       Westchester County,36119,6175812.0,6182879.0,-7067.0
3594,6297,2021-02-13,       Wyoming County,36121,143806.0,258818.0,-115012.0
3595,6401,2021-02-13,       Yates County,36123,95403.0,158850.0,-63447.0
3596,58,2021-02-20,       Albany County,36001,2221889.0,1791881.0,430008.0
3597,162,2021-02-20,       Allegany County,36003,208260.0,323387.0,-115127.0
3598,266,2021-02-20,       Bronx County,36005,6236158.0,7503401.0,-1267243.0
3599,370,2021-02-20,       Broome County,36007,1430815.0,1164065.0,266750.0
3600,474,2021-02-20,       Cattaraugus County,36009,670108.0,508994.0,161114.0
3601,578,2021-02-20,       Cayuga County,36011,378877.0,493944.0,-115067.0
3602,682,2021-02-20,       Chautauqua County,36013,823167.0,866928.0,-43761.0
3603,786,2021-02-20,       Chemung County,36015,646652.0,566348.0,80304.0
3604,890,2021-02-20,       Chenango County,36017,209534.0,278406.0,-68872.0
3605,994,2021-02-20,       Clinton County,36019,459832.0,396037.0,63795.0
3606,1098,2021-02-20,       Columbia County,36021,307726.0,401416.0,-93690.0
3607,1202,2021-02-20,       Cortland County,36023,406272.0,295753.0,110519.0
3608,1306,2021-02-20,       Delaware County,36025,193404.0,257654.0,-64250.0
3609,1410,2021-02-20,       Dutchess County,36027,1699459.0,1847129.0,-147670.0
3610,1514,2021-02-20,       Erie County,36029,5871383.0,5904429.0,-33046.0
3611,1618,2021-02-20,       Essex County,36031,311005.0,203469.0,107536.0
3612,1722,2021-02-20,       Franklin County,36033,263445.0,312447.0,-49002.0
3613,1826,2021-02-20,       Fulton County,36035,260693.0,353267.0,-92574.0
3614,1930,2021-02-20,       Genesee County,36037,394159.0,356346.0,37813.0
3615,2034,2021-02-20,       Greene County,36039,371374.0,293549.0,77825.0
3616,2138,2021-02-20,       Hamilton County,36041,24336.0,27924.0,-3588.0
3617,2242,2021-02-20,       Herkimer County,36043,329048.0,449815.0,-120767.0
3618,2346,2021-02-20,       Jefferson County,36045,776978.0,776228.0,750.0
3619,2450,2021-02-20,       Kings County,36047,12823201.0,14989681.0,-2166480.0
3620,2554,2021-02-20,       Lewis County,36049,125766.0,185489.0,-59723.0
3621,2658,2021-02-20,       Livingston County,36051,366940.0,434306.0,-67366.0
3622,2762,2021-02-20,       Madison County,36053,341599.0,471366.0,-129767.0
3623,2866,2021-02-20,       Monroe County,36055,4856289.0,4802574.0,53715.0
3624,2970,2021-02-20,       Montgomery County,36057,323355.0,316390.0,6965.0
3625,3074,2021-02-20,       Nassau County,36059,9758417.0,10490009.0,-731592.0
3626,3178,2021-02-20,       New York County,36061,10464298.0,7090787.0,3373511.0
3627,3282,2021-02-20,       Niagara County,36063,1259799.0,1450643.0,-190844.0
3628,3386,2021-02-20,       Oneida County,36065,1736679.0,1624027.0,112652.0
3629,3490,2021-02-20,       Onondaga County,36067,3345080.0,2985418.0,359662.0
3630,3594,2021-02-20,       Ontario County,36069,925650.0,719330.0,206320.0
3631,3698,2021-02-20,       Orange County,36071,2628378.0,2600762.0,27616.0
3632,3802,2021-02-20,       Orleans County,36073,129867.0,264812.0,-134945.0
3633,3906,2021-02-20,       Oswego County,36075,569248.0,833958.0,-264710.0
3634,4010,2021-02-20,       Otsego County,36077,349747.0,320012.0,29735.0
3635,4114,2021-02-20,       Putnam County,36079,541994.0,743339.0,-201345.0
3636,4218,2021-02-20,       Queens County,36081,11712018.0,14115066.0,-2403048.0
3637,4322,2021-02-20,       Rensselaer County,36083,852404.0,986713.0,-134309.0
3638,4426,2021-02-20,       Richmond County,36085,2712383.0,3495176.0,-782793.0
3639,4530,2021-02-20,       Rockland County,36087,1867421.0,2336172.0,-468751.0
3640,4738,2021-02-20,       Saratoga County,36091,1375580.0,1555287.0,-179707.0
3641,4842,2021-02-20,       Schenectady County,36093,818177.0,892151.0,-73974.0
3642,4946,2021-02-20,       Schoharie County,36095,130448.0,187142.0,-56694.0
3643,5050,2021-02-20,       Schuyler County,36097,69279.0,100675.0,-31396.0
3644,5154,2021-02-20,       Seneca County,36099,212115.0,203632.0,8483.0
3645,4634,2021-02-20,       St. Lawrence County,36089,520719.0,581225.0,-60506.0
3646,5258,2021-02-20,       Steuben County,36101,560163.0,646242.0,-86079.0
3647,5362,2021-02-20,       Suffolk County,36103,10072270.0,11642888.0,-1570618.0
3648,5466,2021-02-20,       Sullivan County,36105,293210.0,419448.0,-126238.0
3649,5570,2021-02-20,       Tioga County,36107,185130.0,331600.0,-146470.0
3650,5674,2021-02-20,       Tompkins County,36109,647201.0,560809.0,86392.0
3651,5778,2021-02-20,       Ulster County,36111,957563.0,1092908.0,-135345.0
3652,5882,2021-02-20,       Warren County,36113,750636.0,383820.0,366816.0
3653,5986,2021-02-20,       Washington County,36115,219033.0,442816.0,-223783.0
3654,6090,2021-02-20,       Wayne County,36117,338806.0,595217.0,-256411.0
3655,6194,2021-02-20,       Westchester County,36119,5875913.0,6454372.0,-578459.0
3656,6298,2021-02-20,       Wyoming County,36121,156620.0,252809.0,-96189.0
3657,6402,2021-02-20,       Yates County,36123,99311.0,170034.0,-70723.0
3658,59,2021-02-27,       Albany County,36001,2436019.0,1891757.0,544262.0
3659,163,2021-02-27,       Allegany County,36003,222757.0,336154.0,-113397.0
3660,267,2021-02-27,       Bronx County,36005,7101477.0,8289852.0,-1188375.0
3661,371,2021-02-27,       Broome County,36007,1613577.0,1327578.0,285999.0
3662,475,2021-02-27,       Cattaraugus County,36009,643664.0,553160.0,90504.0
3663,579,2021-02-27,       Cayuga County,36011,456457.0,564200.0,-107743.0
3664,683,2021-02-27,       Chautauqua County,36013,902675.0,946816.0,-44141.0
3665,787,2021-02-27,       Chemung County,36015,733889.0,615197.0,118692.0
3666,891,2021-02-27,       Chenango County,36017,237085.0,320071.0,-82986.0
3667,995,2021-02-27,       Clinton County,36019,481549.0,427227.0,54322.0
3668,1099,2021-02-27,       Columbia County,36021,337932.0,452792.0,-114860.0
3669,1203,2021-02-27,       Cortland County,36023,425400.0,321310.0,104090.0
3670,1307,2021-02-27,       Delaware County,36025,190230.0,266962.0,-76732.0
3671,1411,2021-02-27,       Dutchess County,36027,1911764.0,2116378.0,-204614.0
3672,1515,2021-02-27,       Erie County,36029,6519847.0,6297398.0,222449.0
3673,1619,2021-02-27,       Essex County,36031,240969.0,200371.0,40598.0
3674,1723,2021-02-27,       Franklin County,36033,278544.0,333097.0,-54553.0
3675,1827,2021-02-27,       Fulton County,36035,291930.0,378830.0,-86900.0
3676,1931,2021-02-27,       Genesee County,36037,434030.0,397328.0,36702.0
3677,2035,2021-02-27,       Greene County,36039,290422.0,308374.0,-17952.0
3678,2139,2021-02-27,       Hamilton County,36041,16553.0,30064.0,-13511.0
3679,2243,2021-02-27,       Herkimer County,36043,349256.0,458206.0,-108950.0
3680,2347,2021-02-27,       Jefferson County,36045,855290.0,843184.0,12106.0
3681,2451,2021-02-27,       Kings County,36047,14590658.0,16131754.0,-1541096.0
3682,2555,2021-02-27,       Lewis County,36049,127799.0,198258.0,-70459.0
3683,2659,2021-02-27,       Livingston County,36051,398450.0,454164.0,-55714.0
3684,2763,2021-02-27,       Madison County,36053,367773.0,469788.0,-102015.0
3685,2867,2021-02-27,       Monroe County,36055,5389879.0,5099823.0,290056.0
3686,2971,2021-02-27,       Montgomery County,36057,364788.0,334520.0,30268.0
3687,3075,2021-02-27,       Nassau County,36059,11129528.0,10720603.0,408925.0
3688,3179,2021-02-27,       New York County,36061,11944558.0,7613189.0,4331369.0
3689,3283,2021-02-27,       Niagara County,36063,1374820.0,1557233.0,-182413.0
3690,3387,2021-02-27,       Oneida County,36065,1801296.0,1653833.0,147463.0
3691,3491,2021-02-27,       Onondaga County,36067,3578530.0,3133214.0,445316.0
3692,3595,2021-02-27,       Ontario County,36069,986828.0,777441.0,209387.0
3693,3699,2021-02-27,       Orange County,36071,2898129.0,2853363.0,44766.0
3694,3803,2021-02-27,       Orleans County,36073,157948.0,294707.0,-136759.0
3695,3907,2021-02-27,       Oswego County,36075,615418.0,867507.0,-252089.0
3696,4011,2021-02-27,       Otsego County,36077,363659.0,338307.0,25352.0
3697,4115,2021-02-27,       Putnam County,36079,607149.0,789195.0,-182046.0
3698,4219,2021-02-27,       Queens County,36081,13021481.0,15261182.0,-2239701.0
3699,4323,2021-02-27,       Rensselaer County,36083,924217.0,1078779.0,-154562.0
3700,4427,2021-02-27,       Richmond County,36085,3167972.0,3732821.0,-564849.0
3701,4531,2021-02-27,       Rockland County,36087,2029348.0,2406568.0,-377220.0
3702,4739,2021-02-27,       Saratoga County,36091,1451101.0,1602302.0,-151201.0
3703,4843,2021-02-27,       Schenectady County,36093,895753.0,955780.0,-60027.0
3704,4947,2021-02-27,       Schoharie County,36095,148973.0,191138.0,-42165.0
3705,5051,2021-02-27,       Schuyler County,36097,78983.0,115153.0,-36170.0
3706,5155,2021-02-27,       Seneca County,36099,223601.0,223559.0,42.0
3707,4635,2021-02-27,       St. Lawrence County,36089,585621.0,609925.0,-24304.0
3708,5259,2021-02-27,       Steuben County,36101,621279.0,692549.0,-71270.0
3709,5363,2021-02-27,       Suffolk County,36103,11404703.0,12199994.0,-795291.0
3710,5467,2021-02-27,       Sullivan County,36105,313882.0,478897.0,-165015.0
3711,5571,2021-02-27,       Tioga County,36107,206229.0,374935.0,-168706.0
3712,5675,2021-02-27,       Tompkins County,36109,685344.0,599306.0,86038.0
3713,5779,2021-02-27,       Ulster County,36111,998789.0,1215721.0,-216932.0
3714,5883,2021-02-27,       Warren County,36113,676567.0,414816.0,261751.0
3715,5987,2021-02-27,       Washington County,36115,239451.0,476535.0,-237084.0
3716,6091,2021-02-27,       Wayne County,36117,394961.0,650322.0,-255361.0
3717,6195,2021-02-27,       Westchester County,36119,6708184.0,6593480.0,114704.0
3718,6299,2021-02-27,       Wyoming County,36121,161292.0,274651.0,-113359.0
3719,6403,2021-02-27,       Yates County,36123,107431.0,183295.0,-75864.0
3720,60,2021-03-06,       Albany County,36001,2489606.0,2005076.0,484530.0
3721,164,2021-03-06,       Allegany County,36003,206359.0,323415.0,-117056.0
3722,268,2021-03-06,       Bronx County,36005,7466309.0,8677989.0,-1211680.0
3723,372,2021-03-06,       Broome County,36007,1592378.0,1379846.0,212532.0
3724,476,2021-03-06,       Cattaraugus County,36009,646561.0,547597.0,98964.0
3725,580,2021-03-06,       Cayuga County,36011,458742.0,559661.0,-100919.0
3726,684,2021-03-06,       Chautauqua County,36013,932098.0,968728.0,-36630.0
3727,788,2021-03-06,       Chemung County,36015,732381.0,626111.0,106270.0
3728,892,2021-03-06,       Chenango County,36017,224825.0,312221.0,-87396.0
3729,996,2021-03-06,       Clinton County,36019,549355.0,489309.0,60046.0
3730,1100,2021-03-06,       Columbia County,36021,328978.0,429600.0,-100622.0
3731,1204,2021-03-06,       Cortland County,36023,403926.0,345948.0,57978.0
3732,1308,2021-03-06,       Delaware County,36025,192124.0,279371.0,-87247.0
3733,1412,2021-03-06,       Dutchess County,36027,1956349.0,2141436.0,-185087.0
3734,1516,2021-03-06,       Erie County,36029,6833380.0,6677472.0,155908.0
3735,1620,2021-03-06,       Essex County,36031,216810.0,221116.0,-4306.0
3736,1724,2021-03-06,       Franklin County,36033,291518.0,337878.0,-46360.0
3737,1828,2021-03-06,       Fulton County,36035,300038.0,382639.0,-82601.0
3738,1932,2021-03-06,       Genesee County,36037,439936.0,398714.0,41222.0
3739,2036,2021-03-06,       Greene County,36039,297013.0,320418.0,-23405.0
3740,2140,2021-03-06,       Hamilton County,36041,15501.0,32201.0,-16700.0
3741,2244,2021-03-06,       Herkimer County,36043,354393.0,477278.0,-122885.0
3742,2348,2021-03-06,       Jefferson County,36045,896419.0,864676.0,31743.0
3743,2452,2021-03-06,       Kings County,36047,15032446.0,16550853.0,-1518407.0
3744,2556,2021-03-06,       Lewis County,36049,138174.0,210948.0,-72774.0
3745,2660,2021-03-06,       Livingston County,36051,375201.0,455929.0,-80728.0
3746,2764,2021-03-06,       Madison County,36053,379540.0,460895.0,-81355.0
3747,2868,2021-03-06,       Monroe County,36055,5378821.0,5151713.0,227108.0
3748,2972,2021-03-06,       Montgomery County,36057,366508.0,344173.0,22335.0
3749,3076,2021-03-06,       Nassau County,36059,11627813.0,10945477.0,682336.0
3750,3180,2021-03-06,       New York County,36061,12507791.0,8125249.0,4382542.0
3751,3284,2021-03-06,       Niagara County,36063,1439562.0,1640850.0,-201288.0
3752,3388,2021-03-06,       Oneida County,36065,1849721.0,1686048.0,163673.0
3753,3492,2021-03-06,       Onondaga County,36067,3569361.0,3203471.0,365890.0
3754,3596,2021-03-06,       Ontario County,36069,960177.0,755556.0,204621.0
3755,3700,2021-03-06,       Orange County,36071,3020255.0,2897927.0,122328.0
3756,3804,2021-03-06,       Orleans County,36073,158063.0,291702.0,-133639.0
3757,3908,2021-03-06,       Oswego County,36075,614098.0,848656.0,-234558.0
3758,4012,2021-03-06,       Otsego County,36077,356215.0,343520.0,12695.0
3759,4116,2021-03-06,       Putnam County,36079,625719.0,791729.0,-166010.0
3760,4220,2021-03-06,       Queens County,36081,13492404.0,15892777.0,-2400373.0
3761,4324,2021-03-06,       Rensselaer County,36083,966564.0,1123685.0,-157121.0
3762,4428,2021-03-06,       Richmond County,36085,3267831.0,3785080.0,-517249.0
3763,4532,2021-03-06,       Rockland County,36087,2077990.0,2420476.0,-342486.0
3764,4740,2021-03-06,       Saratoga County,36091,1487727.0,1635353.0,-147626.0
3765,4844,2021-03-06,       Schenectady County,36093,915340.0,981005.0,-65665.0
3766,4948,2021-03-06,       Schoharie County,36095,145572.0,188937.0,-43365.0
3767,5052,2021-03-06,       Schuyler County,36097,77776.0,112619.0,-34843.0
3768,5156,2021-03-06,       Seneca County,36099,236340.0,229332.0,7008.0
3769,4636,2021-03-06,       St. Lawrence County,36089,567851.0,617444.0,-49593.0
3770,5260,2021-03-06,       Steuben County,36101,626956.0,694138.0,-67182.0
3771,5364,2021-03-06,       Suffolk County,36103,11782941.0,12407373.0,-624432.0
3772,5468,2021-03-06,       Sullivan County,36105,347348.0,519388.0,-172040.0
3773,5572,2021-03-06,       Tioga County,36107,203201.0,384640.0,-181439.0
3774,5676,2021-03-06,       Tompkins County,36109,677524.0,635276.0,42248.0
3775,5780,2021-03-06,       Ulster County,36111,1051951.0,1296592.0,-244641.0
3776,5884,2021-03-06,       Warren County,36113,705810.0,436381.0,269429.0
3777,5988,2021-03-06,       Washington County,36115,238317.0,464903.0,-226586.0
3778,6092,2021-03-06,       Wayne County,36117,395769.0,645963.0,-250194.0
3779,6196,2021-03-06,       Westchester County,36119,7027095.0,6748841.0,278254.0
3780,6300,2021-03-06,       Wyoming County,36121,164827.0,277579.0,-112752.0
3781,6404,2021-03-06,       Yates County,36123,111667.0,176934.0,-65267.0
3782,61,2021-03-13,       Albany County,36001,2645623.0,2093050.0,552573.0
3783,165,2021-03-13,       Allegany County,36003,220443.0,368713.0,-148270.0
3784,269,2021-03-13,       Bronx County,36005,7834578.0,9099534.0,-1264956.0
3785,373,2021-03-13,       Broome County,36007,1690975.0,1470403.0,220572.0
3786,477,2021-03-13,       Cattaraugus County,36009,662845.0,625492.0,37353.0
3787,581,2021-03-13,       Cayuga County,36011,526309.0,633310.0,-107001.0
3788,685,2021-03-13,       Chautauqua County,36013,970923.0,1055448.0,-84525.0
3789,789,2021-03-13,       Chemung County,36015,814958.0,698242.0,116716.0
3790,893,2021-03-13,       Chenango County,36017,260074.0,349018.0,-88944.0
3791,997,2021-03-13,       Clinton County,36019,570623.0,521995.0,48628.0
3792,1101,2021-03-13,       Columbia County,36021,360882.0,476146.0,-115264.0
3793,1205,2021-03-13,       Cortland County,36023,415800.0,355732.0,60068.0
3794,1309,2021-03-13,       Delaware County,36025,198161.0,294767.0,-96606.0
3795,1413,2021-03-13,       Dutchess County,36027,2079982.0,2279742.0,-199760.0
3796,1517,2021-03-13,       Erie County,36029,6990529.0,6743165.0,247364.0
3797,1621,2021-03-13,       Essex County,36031,224868.0,251041.0,-26173.0
3798,1725,2021-03-13,       Franklin County,36033,305881.0,358675.0,-52794.0
3799,1829,2021-03-13,       Fulton County,36035,318190.0,419896.0,-101706.0
3800,1933,2021-03-13,       Genesee County,36037,450180.0,423771.0,26409.0
3801,2037,2021-03-13,       Greene County,36039,316078.0,357746.0,-41668.0
3802,2141,2021-03-13,       Hamilton County,36041,14013.0,39154.0,-25141.0
3803,2245,2021-03-13,       Herkimer County,36043,364352.0,503246.0,-138894.0
3804,2349,2021-03-13,       Jefferson County,36045,954882.0,914373.0,40509.0
3805,2453,2021-03-13,       Kings County,36047,15779844.0,17388061.0,-1608217.0
3806,2557,2021-03-13,       Lewis County,36049,124654.0,212530.0,-87876.0
3807,2661,2021-03-13,       Livingston County,36051,404710.0,495099.0,-90389.0
3808,2765,2021-03-13,       Madison County,36053,398330.0,520170.0,-121840.0
3809,2869,2021-03-13,       Monroe County,36055,5783447.0,5526725.0,256722.0
3810,2973,2021-03-13,       Montgomery County,36057,397147.0,393442.0,3705.0
3811,3077,2021-03-13,       Nassau County,36059,12213176.0,11529738.0,683438.0
3812,3181,2021-03-13,       New York County,36061,13418907.0,8524648.0,4894259.0
3813,3285,2021-03-13,       Niagara County,36063,1492859.0,1717170.0,-224311.0
3814,3389,2021-03-13,       Oneida County,36065,2059771.0,1863264.0,196507.0
3815,3493,2021-03-13,       Onondaga County,36067,3861533.0,3423851.0,437682.0
3816,3597,2021-03-13,       Ontario County,36069,1038447.0,812866.0,225581.0
3817,3701,2021-03-13,       Orange County,36071,3258877.0,3084345.0,174532.0
3818,3805,2021-03-13,       Orleans County,36073,167841.0,313601.0,-145760.0
3819,3909,2021-03-13,       Oswego County,36075,662106.0,938980.0,-276874.0
3820,4013,2021-03-13,       Otsego County,36077,401521.0,392316.0,9205.0
3821,4117,2021-03-13,       Putnam County,36079,649844.0,824684.0,-174840.0
3822,4221,2021-03-13,       Queens County,36081,14121951.0,16464172.0,-2342221.0
3823,4325,2021-03-13,       Rensselaer County,36083,991635.0,1168384.0,-176749.0
3824,4429,2021-03-13,       Richmond County,36085,3477178.0,4026892.0,-549714.0
3825,4533,2021-03-13,       Rockland County,36087,2232923.0,2553644.0,-320721.0
3826,4741,2021-03-13,       Saratoga County,36091,1600446.0,1748442.0,-147996.0
3827,4845,2021-03-13,       Schenectady County,36093,981081.0,1051360.0,-70279.0
3828,4949,2021-03-13,       Schoharie County,36095,155986.0,207739.0,-51753.0
3829,5053,2021-03-13,       Schuyler County,36097,95568.0,125949.0,-30381.0
3830,5157,2021-03-13,       Seneca County,36099,270010.0,245024.0,24986.0
3831,4637,2021-03-13,       St. Lawrence County,36089,615009.0,678979.0,-63970.0
3832,5261,2021-03-13,       Steuben County,36101,677048.0,738428.0,-61380.0
3833,5365,2021-03-13,       Suffolk County,36103,12482295.0,12962378.0,-480083.0
3834,5469,2021-03-13,       Sullivan County,36105,350597.0,528674.0,-178077.0
3835,5573,2021-03-13,       Tioga County,36107,231117.0,427463.0,-196346.0
3836,5677,2021-03-13,       Tompkins County,36109,749339.0,714563.0,34776.0
3837,5781,2021-03-13,       Ulster County,36111,1088585.0,1342665.0,-254080.0
3838,5885,2021-03-13,       Warren County,36113,764464.0,477008.0,287456.0
3839,5989,2021-03-13,       Washington County,36115,253362.0,500586.0,-247224.0
3840,6093,2021-03-13,       Wayne County,36117,401576.0,689312.0,-287736.0
3841,6197,2021-03-13,       Westchester County,36119,7528680.0,7111835.0,416845.0
3842,6301,2021-03-13,       Wyoming County,36121,171949.0,295613.0,-123664.0
3843,6405,2021-03-13,       Yates County,36123,120644.0,202485.0,-81841.0
3844,62,2021-03-20,       Albany County,36001,2714844.0,2174615.0,540229.0
3845,166,2021-03-20,       Allegany County,36003,234019.0,381863.0,-147844.0
3846,270,2021-03-20,       Bronx County,36005,7895096.0,9289821.0,-1394725.0
3847,374,2021-03-20,       Broome County,36007,1774194.0,1534848.0,239346.0
3848,478,2021-03-20,       Cattaraugus County,36009,681349.0,648158.0,33191.0
3849,582,2021-03-20,       Cayuga County,36011,532077.0,665309.0,-133232.0
3850,686,2021-03-20,       Chautauqua County,36013,1010481.0,1114197.0,-103716.0
3851,790,2021-03-20,       Chemung County,36015,864176.0,717606.0,146570.0
3852,894,2021-03-20,       Chenango County,36017,255762.0,362895.0,-107133.0
3853,998,2021-03-20,       Clinton County,36019,590797.0,533638.0,57159.0
3854,1102,2021-03-20,       Columbia County,36021,374198.0,491516.0,-117318.0
3855,1206,2021-03-20,       Cortland County,36023,443158.0,368576.0,74582.0
3856,1310,2021-03-20,       Delaware County,36025,206638.0,304933.0,-98295.0
3857,1414,2021-03-20,       Dutchess County,36027,2112710.0,2301720.0,-189010.0
3858,1518,2021-03-20,       Erie County,36029,7455215.0,7127742.0,327473.0
3859,1622,2021-03-20,       Essex County,36031,219989.0,265268.0,-45279.0
3860,1726,2021-03-20,       Franklin County,36033,315119.0,388731.0,-73612.0
3861,1830,2021-03-20,       Fulton County,36035,330465.0,442882.0,-112417.0
3862,1934,2021-03-20,       Genesee County,36037,476446.0,434308.0,42138.0
3863,2038,2021-03-20,       Greene County,36039,307863.0,355208.0,-47345.0
3864,2142,2021-03-20,       Hamilton County,36041,12209.0,32368.0,-20159.0
3865,2246,2021-03-20,       Herkimer County,36043,374075.0,531859.0,-157784.0
3866,2350,2021-03-20,       Jefferson County,36045,1007666.0,964143.0,43523.0
3867,2454,2021-03-20,       Kings County,36047,15889591.0,17724475.0,-1834884.0
3868,2558,2021-03-20,       Lewis County,36049,134491.0,223618.0,-89127.0
3869,2662,2021-03-20,       Livingston County,36051,428321.0,512109.0,-83788.0
3870,2766,2021-03-20,       Madison County,36053,419475.0,550238.0,-130763.0
3871,2870,2021-03-20,       Monroe County,36055,5965135.0,5745945.0,219190.0
3872,2974,2021-03-20,       Montgomery County,36057,415632.0,385467.0,30165.0
3873,3078,2021-03-20,       Nassau County,36059,12567358.0,11845681.0,721677.0
3874,3182,2021-03-20,       New York County,36061,13525385.0,8775726.0,4749659.0
3875,3286,2021-03-20,       Niagara County,36063,1678403.0,1841247.0,-162844.0
3876,3390,2021-03-20,       Oneida County,36065,2167836.0,1960107.0,207729.0
3877,3494,2021-03-20,       Onondaga County,36067,4007654.0,3486065.0,521589.0
3878,3598,2021-03-20,       Ontario County,36069,1123508.0,898667.0,224841.0
3879,3702,2021-03-20,       Orange County,36071,3394377.0,3172682.0,221695.0
3880,3806,2021-03-20,       Orleans County,36073,180406.0,340300.0,-159894.0
3881,3910,2021-03-20,       Oswego County,36075,709360.0,1013023.0,-303663.0
3882,4014,2021-03-20,       Otsego County,36077,424474.0,405270.0,19204.0
3883,4118,2021-03-20,       Putnam County,36079,651093.0,867717.0,-216624.0
3884,4222,2021-03-20,       Queens County,36081,14501062.0,16752633.0,-2251571.0
3885,4326,2021-03-20,       Rensselaer County,36083,996329.0,1181260.0,-184931.0
3886,4430,2021-03-20,       Richmond County,36085,3514845.0,4073384.0,-558539.0
3887,4534,2021-03-20,       Rockland County,36087,2286725.0,2576945.0,-290220.0
3888,4742,2021-03-20,       Saratoga County,36091,1661802.0,1826624.0,-164822.0
3889,4846,2021-03-20,       Schenectady County,36093,1018392.0,1075878.0,-57486.0
3890,4950,2021-03-20,       Schoharie County,36095,162140.0,213495.0,-51355.0
3891,5054,2021-03-20,       Schuyler County,36097,97702.0,133790.0,-36088.0
3892,5158,2021-03-20,       Seneca County,36099,285241.0,251844.0,33397.0
3893,4638,2021-03-20,       St. Lawrence County,36089,615103.0,692695.0,-77592.0
3894,5262,2021-03-20,       Steuben County,36101,693615.0,779369.0,-85754.0
3895,5366,2021-03-20,       Suffolk County,36103,12688658.0,13243982.0,-555324.0
3896,5470,2021-03-20,       Sullivan County,36105,379560.0,560637.0,-181077.0
3897,5574,2021-03-20,       Tioga County,36107,242009.0,424368.0,-182359.0
3898,5678,2021-03-20,       Tompkins County,36109,723252.0,702160.0,21092.0
3899,5782,2021-03-20,       Ulster County,36111,1097070.0,1368410.0,-271340.0
3900,5886,2021-03-20,       Warren County,36113,808430.0,484956.0,323474.0
3901,5990,2021-03-20,       Washington County,36115,268865.0,547039.0,-278174.0
3902,6094,2021-03-20,       Wayne County,36117,418891.0,707193.0,-288302.0
3903,6198,2021-03-20,       Westchester County,36119,7630172.0,7238162.0,392010.0
3904,6302,2021-03-20,       Wyoming County,36121,184556.0,317686.0,-133130.0
3905,6406,2021-03-20,       Yates County,36123,125712.0,202752.0,-77040.0
3906,63,2021-03-27,       Albany County,36001,2624160.0,2093453.0,530707.0
3907,167,2021-03-27,       Allegany County,36003,230899.0,364570.0,-133671.0
3908,271,2021-03-27,       Bronx County,36005,7827853.0,9230759.0,-1402906.0
3909,375,2021-03-27,       Broome County,36007,1689591.0,1475173.0,214418.0
3910,479,2021-03-27,       Cattaraugus County,36009,619979.0,622066.0,-2087.0
3911,583,2021-03-27,       Cayuga County,36011,500488.0,644968.0,-144480.0
3912,687,2021-03-27,       Chautauqua County,36013,976494.0,1058995.0,-82501.0
3913,791,2021-03-27,       Chemung County,36015,830869.0,715250.0,115619.0
3914,895,2021-03-27,       Chenango County,36017,257310.0,348617.0,-91307.0
3915,999,2021-03-27,       Clinton County,36019,566440.0,519432.0,47008.0
3916,1103,2021-03-27,       Columbia County,36021,376196.0,484787.0,-108591.0
3917,1207,2021-03-27,       Cortland County,36023,399113.0,370231.0,28882.0
3918,1311,2021-03-27,       Delaware County,36025,215132.0,295640.0,-80508.0
3919,1415,2021-03-27,       Dutchess County,36027,2063822.0,2325307.0,-261485.0
3920,1519,2021-03-27,       Erie County,36029,7246877.0,7012692.0,234185.0
3921,1623,2021-03-27,       Essex County,36031,236338.0,266546.0,-30208.0
3922,1727,2021-03-27,       Franklin County,36033,311255.0,384104.0,-72849.0
3923,1831,2021-03-27,       Fulton County,36035,317432.0,424411.0,-106979.0
3924,1935,2021-03-27,       Genesee County,36037,446895.0,422572.0,24323.0
3925,2039,2021-03-27,       Greene County,36039,271035.0,338371.0,-67336.0
3926,2143,2021-03-27,       Hamilton County,36041,10784.0,36968.0,-26184.0
3927,2247,2021-03-27,       Herkimer County,36043,362589.0,515832.0,-153243.0
3928,2351,2021-03-27,       Jefferson County,36045,965062.0,914932.0,50130.0
3929,2455,2021-03-27,       Kings County,36047,15521353.0,17708107.0,-2186754.0
3930,2559,2021-03-27,       Lewis County,36049,121297.0,213163.0,-91866.0
3931,2663,2021-03-27,       Livingston County,36051,401155.0,509642.0,-108487.0
3932,2767,2021-03-27,       Madison County,36053,396261.0,508931.0,-112670.0
3933,2871,2021-03-27,       Monroe County,36055,5688214.0,5723256.0,-35042.0
3934,2975,2021-03-27,       Montgomery County,36057,401083.0,356488.0,44595.0
3935,3079,2021-03-27,       Nassau County,36059,12105482.0,12020157.0,85325.0
3936,3183,2021-03-27,       New York County,36061,13060153.0,8932331.0,4127822.0
3937,3287,2021-03-27,       Niagara County,36063,1582019.0,1750975.0,-168956.0
3938,3391,2021-03-27,       Oneida County,36065,2057316.0,1855900.0,201416.0
3939,3495,2021-03-27,       Onondaga County,36067,3808171.0,3498572.0,309599.0
3940,3599,2021-03-27,       Ontario County,36069,1011853.0,854451.0,157402.0
3941,3703,2021-03-27,       Orange County,36071,3251901.0,3147795.0,104106.0
3942,3807,2021-03-27,       Orleans County,36073,165686.0,310437.0,-144751.0
3943,3911,2021-03-27,       Oswego County,36075,667963.0,956374.0,-288411.0
3944,4015,2021-03-27,       Otsego County,36077,426733.0,401910.0,24823.0
