,date,county,census_fips_code,retail_and_recreation_percent_change,grocery_and_pharmacy_percent_change,parks_percent_change,transit_stations_percent_change,workplaces_percent_change,residential_percent_change
3772,2021-04-24,Albany County,36001.0,-20.428571428571427,-2.2857142857142856,55.142857142857146,-34.857142857142854,-34.142857142857146,9.0
3833,2021-05-01,Albany County,36001.0,-20.0,-0.5714285714285714,46.285714285714285,-33.857142857142854,-34.0,8.857142857142858
3894,2021-05-08,Albany County,36001.0,-17.714285714285715,3.2857142857142856,101.0,-31.428571428571427,-33.714285714285715,8.0
3955,2021-05-15,Albany County,36001.0,-16.428571428571427,1.5714285714285714,116.0,-28.428571428571427,-35.42857142857143,6.571428571428571
4016,2021-05-22,Albany County,36001.0,-15.857142857142858,2.4285714285714284,122.0,-30.571428571428573,-35.714285714285715,6.285714285714286
4077,2021-05-29,Albany County,36001.0,-17.285714285714285,3.2857142857142856,91.85714285714286,-35.42857142857143,-37.142857142857146,7.0
4138,2021-06-05,Albany County,36001.0,-18.714285714285715,1.2857142857142858,64.57142857142857,-37.42857142857143,-41.57142857142857,7.714285714285714
4199,2021-06-12,Albany County,36001.0,-16.857142857142858,2.7142857142857144,93.0,-34.42857142857143,-35.0,5.857142857142857
4260,2021-06-19,Albany County,36001.0,-16.285714285714285,5.142857142857143,104.42857142857143,-32.0,-36.0,5.714285714285714
4321,2021-06-26,Albany County,36001.0,-14.142857142857142,4.142857142857143,109.71428571428571,-33.142857142857146,-36.0,5.0
4382,2021-07-03,Albany County,36001.0,-16.0,3.5714285714285716,89.42857142857143,-34.714285714285715,-40.0,6.285714285714286
4443,2021-07-10,Albany County,36001.0,-18.714285714285715,-0.42857142857142855,99.42857142857143,-32.142857142857146,-44.57142857142857,6.285714285714286
4504,2021-07-17,Albany County,36001.0,-15.142857142857142,1.2857142857142858,103.28571428571429,-31.571428571428573,-38.857142857142854,6.142857142857143
4565,2021-07-24,Albany County,36001.0,-14.428571428571429,2.4285714285714284,109.85714285714286,-29.857142857142858,-37.714285714285715,5.428571428571429
4626,2021-07-31,Albany County,36001.0,-14.428571428571429,2.4285714285714284,103.42857142857143,-30.285714285714285,-37.42857142857143,5.428571428571429
4687,2021-08-07,Albany County,36001.0,-14.714285714285714,4.142857142857143,139.85714285714286,-29.428571428571427,-37.857142857142854,5.0
4748,2021-08-14,Albany County,36001.0,-15.285714285714286,2.2857142857142856,124.71428571428571,-29.285714285714285,-38.142857142857146,5.571428571428571
4809,2021-08-21,Albany County,36001.0,-11.285714285714286,2.0,111.71428571428571,-28.0,-38.42857142857143,5.714285714285714
4870,2021-08-28,Albany County,36001.0,-14.571428571428571,-0.2857142857142857,96.85714285714286,-27.857142857142858,-38.857142857142854,6.0
4931,2021-09-04,Albany County,36001.0,-12.857142857142858,4.428571428571429,108.71428571428571,-27.142857142857142,-38.0,5.428571428571429
4992,2021-09-11,Albany County,36001.0,-14.428571428571429,3.857142857142857,76.71428571428571,-31.714285714285715,-41.57142857142857,6.285714285714286
5053,2021-09-18,Albany County,36001.0,-15.142857142857142,4.285714285714286,99.85714285714286,-29.857142857142858,-36.42857142857143,5.285714285714286
5114,2021-09-25,Albany County,36001.0,-16.142857142857142,3.857142857142857,91.14285714285714,-30.428571428571427,-33.57142857142857,5.0
5175,2021-10-02,Albany County,36001.0,-15.428571428571429,5.428571428571429,105.28571428571429,-29.571428571428573,-31.285714285714285,5.0
5236,2021-10-09,Albany County,36001.0,-17.142857142857142,4.142857142857143,74.57142857142857,-29.571428571428573,-31.571428571428573,5.857142857142857
5297,2021-10-16,Albany County,36001.0,-15.285714285714286,3.2857142857142856,97.0,-27.571428571428573,-33.857142857142854,5.714285714285714
5358,2021-10-23,Albany County,36001.0,-13.714285714285714,3.4285714285714284,86.42857142857143,-28.0,-30.285714285714285,5.285714285714286
5419,2021-10-30,Albany County,36001.0,-14.571428571428571,4.571428571428571,54.714285714285715,-31.0,-30.428571428571427,6.142857142857143
5480,2021-11-06,Albany County,36001.0,-15.428571428571429,3.857142857142857,52.142857142857146,-33.714285714285715,-29.857142857142858,6.142857142857143
5541,2021-11-13,Albany County,36001.0,-13.714285714285714,2.2857142857142856,37.42857142857143,-33.285714285714285,-32.857142857142854,7.285714285714286
5602,2021-11-20,Albany County,36001.0,-13.714285714285714,4.142857142857143,26.714285714285715,-33.142857142857146,-28.857142857142858,6.428571428571429
5663,2021-11-27,Albany County,36001.0,-20.857142857142858,4.285714285714286,9.0,-37.0,-45.142857142857146,9.571428571428571
5724,2021-12-04,Albany County,36001.0,-16.285714285714285,2.5714285714285716,15.857142857142858,-32.142857142857146,-29.714285714285715,6.714285714285714
5785,2021-12-11,Albany County,36001.0,-15.285714285714286,4.0,14.428571428571429,-37.285714285714285,-28.714285714285715,7.428571428571429
5846,2021-12-18,Albany County,36001.0,-11.428571428571429,10.285714285714286,23.285714285714285,-34.0,-29.0,6.714285714285714
5907,2021-12-25,Albany County,36001.0,-18.142857142857142,13.0,3.7142857142857144,-40.0,-44.42857142857143,9.285714285714286
5968,2022-01-01,Albany County,36001.0,-22.285714285714285,0.7142857142857143,9.285714285714286,-43.285714285714285,-49.57142857142857,12.428571428571429
6029,2022-01-08,Albany County,36001.0,-29.428571428571427,-0.7142857142857143,-4.142857142857143,-45.142857142857146,-36.0,11.571428571428571
6090,2022-01-15,Albany County,36001.0,-33.142857142857146,-6.0,-18.0,-49.285714285714285,-37.285714285714285,12.285714285714286
6151,2022-01-22,Albany County,36001.0,-31.428571428571427,-9.142857142857142,-7.142857142857143,-48.142857142857146,-36.714285714285715,11.428571428571429
6212,2022-01-29,Albany County,36001.0,-29.428571428571427,-8.0,-6.714285714285714,-44.142857142857146,-30.714285714285715,9.285714285714286
6273,2022-02-05,Albany County,36001.0,-32.142857142857146,-8.142857142857142,-7.428571428571429,-45.714285714285715,-33.57142857142857,11.0
6334,2022-02-12,Albany County,36001.0,-22.428571428571427,-0.5714285714285714,10.285714285714286,-39.57142857142857,-28.428571428571427,7.142857142857143
6395,2022-02-19,Albany County,36001.0,-23.428571428571427,-3.5714285714285716,-3.4285714285714284,-41.0,-28.571428571428573,7.285714285714286
6456,2022-02-26,Albany County,36001.0,-22.857142857142858,-10.0,5.714285714285714,-42.0,-40.857142857142854,10.285714285714286
6517,2022-03-05,Albany County,36001.0,-20.857142857142858,-6.0,5.857142857142857,-36.714285714285715,-28.0,6.285714285714286
6578,2022-03-12,Albany County,36001.0,-28.857142857142858,-11.0,5.571428571428571,-40.57142857142857,-30.0,7.857142857142857
