,date,county,census_fips_code,retail_and_recreation_percent_change,grocery_and_pharmacy_percent_change,parks_percent_change,transit_stations_percent_change,workplaces_percent_change,residential_percent_change
1110,2020-06-20,Delaware County,36025.0,-7.285714285714286,21.285714285714285,0.0,0.0,-19.142857142857142,6.428571428571429
1171,2020-06-27,Delaware County,36025.0,-3.4285714285714284,17.857142857142858,0.0,0.0,-20.571428571428573,5.857142857142857
1232,2020-07-04,Delaware County,36025.0,-4.142857142857143,27.571428571428573,0.0,0.0,-27.0,5.285714285714286
1293,2020-07-11,Delaware County,36025.0,-6.0,24.0,0.0,0.0,-25.142857142857142,5.285714285714286
1354,2020-07-18,Delaware County,36025.0,-1.4285714285714286,17.285714285714285,0.0,0.0,-23.714285714285715,5.714285714285714
1415,2020-07-25,Delaware County,36025.0,2.142857142857143,14.0,0.0,0.0,-24.428571428571427,6.142857142857143
1476,2020-08-01,Delaware County,36025.0,2.4285714285714284,13.142857142857142,0.0,0.0,-26.0,6.285714285714286
1537,2020-08-08,Delaware County,36025.0,7.0,14.285714285714286,0.0,0.0,-23.714285714285715,5.142857142857143
1598,2020-08-15,Delaware County,36025.0,5.285714285714286,15.857142857142858,0.0,0.0,-23.428571428571427,4.857142857142857
1659,2020-08-22,Delaware County,36025.0,7.0,29.0,0.0,0.0,-10.0,5.0
1720,2020-08-29,Delaware County,36025.0,7.0,29.0,0.0,0.0,-10.0,6.0
1776,2020-09-05,Delaware County,36025.0,7.0,29.0,0.0,0.0,-10.0,5.0
1832,2020-09-12,Delaware County,36025.0,6.2,21.0,0.0,0.0,-13.6,3.6
1893,2020-09-19,Delaware County,36025.0,2.7142857142857144,6.857142857142857,0.0,0.0,-20.714285714285715,3.7142857142857144
1954,2020-09-26,Delaware County,36025.0,5.571428571428571,8.714285714285714,0.0,0.0,-19.285714285714285,4.857142857142857
2015,2020-10-03,Delaware County,36025.0,-0.42857142857142855,7.857142857142857,0.0,0.0,-17.428571428571427,5.0
2076,2020-10-10,Delaware County,36025.0,6.428571428571429,9.571428571428571,0.0,0.0,-16.142857142857142,3.7142857142857144
2137,2020-10-17,Delaware County,36025.0,7.428571428571429,5.428571428571429,0.0,0.0,-20.142857142857142,7.285714285714286
2198,2020-10-24,Delaware County,36025.0,-2.5714285714285716,3.5714285714285716,0.0,0.0,-16.571428571428573,6.571428571428571
2259,2020-10-31,Delaware County,36025.0,-5.0,-0.5714285714285714,0.0,0.0,-15.714285714285714,6.857142857142857
2320,2020-11-07,Delaware County,36025.0,-9.857142857142858,-0.42857142857142855,0.0,0.0,-19.142857142857142,7.285714285714286
2381,2020-11-14,Delaware County,36025.0,-13.0,-4.428571428571429,0.0,0.0,-21.0,8.142857142857142
2442,2020-11-21,Delaware County,36025.0,-15.714285714285714,-3.2857142857142856,0.0,0.0,-18.571428571428573,7.857142857142857
2503,2020-11-28,Delaware County,36025.0,-25.142857142857142,0.7142857142857143,0.0,0.0,-35.714285714285715,11.571428571428571
2564,2020-12-05,Delaware County,36025.0,-17.285714285714285,-4.571428571428571,0.0,0.0,-21.142857142857142,9.571428571428571
2625,2020-12-12,Delaware County,36025.0,-19.571428571428573,-4.857142857142857,0.0,0.0,-21.571428571428573,8.714285714285714
2686,2020-12-19,Delaware County,36025.0,-25.285714285714285,-7.285714285714286,0.0,0.0,-27.142857142857142,12.571428571428571
2747,2020-12-26,Delaware County,36025.0,-27.714285714285715,-1.7142857142857142,0.0,0.0,-35.285714285714285,14.142857142857142
2808,2021-01-02,Delaware County,36025.0,-45.142857142857146,-5.285714285714286,0.0,0.0,-38.57142857142857,18.0
2869,2021-01-09,Delaware County,36025.0,-33.857142857142854,-10.428571428571429,0.0,0.0,-21.571428571428573,12.428571428571429
2930,2021-01-16,Delaware County,36025.0,-31.285714285714285,-15.0,0.0,0.0,-21.285714285714285,10.142857142857142
2991,2021-01-23,Delaware County,36025.0,-36.857142857142854,-18.857142857142858,0.0,0.0,-25.0,10.428571428571429
3052,2021-01-30,Delaware County,36025.0,-35.142857142857146,-20.714285714285715,0.0,0.0,-22.714285714285715,11.0
3113,2021-02-06,Delaware County,36025.0,-31.285714285714285,-16.714285714285715,0.0,0.0,-26.0,11.714285714285714
3174,2021-02-13,Delaware County,36025.0,-26.857142857142858,-12.142857142857142,0.0,0.0,-22.714285714285715,9.857142857142858
3235,2021-02-20,Delaware County,36025.0,-27.857142857142858,-10.714285714285714,0.0,0.0,-26.714285714285715,12.0
3296,2021-02-27,Delaware County,36025.0,-25.428571428571427,-14.142857142857142,0.0,0.0,-19.428571428571427,8.857142857142858
3357,2021-03-06,Delaware County,36025.0,-22.571428571428573,-8.857142857142858,0.0,0.0,-20.857142857142858,8.285714285714286
3418,2021-03-13,Delaware County,36025.0,-25.571428571428573,-6.142857142857143,0.0,0.0,-18.0,7.571428571428571
3479,2021-03-20,Delaware County,36025.0,-13.142857142857142,-7.0,0.0,0.0,-19.142857142857142,7.857142857142857
3540,2021-03-27,Delaware County,36025.0,-8.142857142857142,-5.714285714285714,0.0,0.0,-18.857142857142858,7.0
3601,2021-04-03,Delaware County,36025.0,-6.285714285714286,2.142857142857143,0.0,0.0,-23.571428571428573,7.857142857142857
3662,2021-04-10,Delaware County,36025.0,-9.285714285714286,-2.2857142857142856,0.0,0.0,-27.142857142857142,6.857142857142857
3723,2021-04-17,Delaware County,36025.0,1.7142857142857142,-3.5714285714285716,0.0,0.0,-18.0,6.571428571428571
3784,2021-04-24,Delaware County,36025.0,1.2857142857142858,-1.5714285714285714,0.0,0.0,-16.857142857142858,6.0
3845,2021-05-01,Delaware County,36025.0,0.8571428571428571,1.1428571428571428,0.0,0.0,-18.285714285714285,5.428571428571429
3906,2021-05-08,Delaware County,36025.0,1.5714285714285714,4.714285714285714,0.0,0.0,-17.571428571428573,4.428571428571429
3967,2021-05-15,Delaware County,36025.0,-2.7142857142857144,7.428571428571429,0.0,0.0,-18.571428571428573,4.142857142857143
4028,2021-05-22,Delaware County,36025.0,11.0,8.428571428571429,0.0,0.0,-19.142857142857142,3.0
4089,2021-05-29,Delaware County,36025.0,15.714285714285714,10.857142857142858,0.0,0.0,-23.0,4.0
4150,2021-06-05,Delaware County,36025.0,15.142857142857142,12.714285714285714,0.0,0.0,-25.714285714285715,5.428571428571429
4211,2021-06-12,Delaware County,36025.0,14.285714285714286,14.142857142857142,0.0,0.0,-16.571428571428573,3.7142857142857144
4272,2021-06-19,Delaware County,36025.0,18.0,12.428571428571429,0.0,0.0,-18.571428571428573,3.5714285714285716
4333,2021-06-26,Delaware County,36025.0,18.285714285714285,17.428571428571427,0.0,0.0,-20.571428571428573,4.0
4394,2021-07-03,Delaware County,36025.0,23.571428571428573,26.714285714285715,0.0,0.0,-28.428571428571427,4.571428571428571
4455,2021-07-10,Delaware County,36025.0,21.714285714285715,25.428571428571427,0.0,0.0,-33.857142857142854,5.857142857142857
4516,2021-07-17,Delaware County,36025.0,19.142857142857142,13.428571428571429,0.0,0.0,-27.0,4.142857142857143
4577,2021-07-24,Delaware County,36025.0,22.0,20.714285714285715,0.0,0.0,-24.285714285714285,3.857142857142857
4638,2021-07-31,Delaware County,36025.0,22.0,20.857142857142858,0.0,0.0,-23.0,4.428571428571429
4699,2021-08-07,Delaware County,36025.0,23.714285714285715,23.857142857142858,0.0,0.0,-24.142857142857142,3.857142857142857
4760,2021-08-14,Delaware County,36025.0,26.0,23.428571428571427,0.0,0.0,-24.285714285714285,5.0
4821,2021-08-21,Delaware County,36025.0,52.42857142857143,19.0,0.0,0.0,-27.0,4.714285714285714
4882,2021-08-28,Delaware County,36025.0,27.285714285714285,12.0,0.0,0.0,-25.0,4.428571428571429
4943,2021-09-04,Delaware County,36025.0,19.142857142857142,13.0,0.0,0.0,-26.0,4.571428571428571
5004,2021-09-11,Delaware County,36025.0,17.0,11.714285714285714,0.0,0.0,-29.0,4.571428571428571
5065,2021-09-18,Delaware County,36025.0,13.714285714285714,6.428571428571429,0.0,0.0,-24.0,4.0
5126,2021-09-25,Delaware County,36025.0,15.285714285714286,5.857142857142857,0.0,0.0,-21.0,4.142857142857143
5187,2021-10-02,Delaware County,36025.0,14.857142857142858,6.571428571428571,0.0,0.0,-18.285714285714285,3.2857142857142856
5248,2021-10-09,Delaware County,36025.0,18.428571428571427,7.142857142857143,0.0,0.0,-20.285714285714285,3.2857142857142856
5309,2021-10-16,Delaware County,36025.0,21.285714285714285,7.142857142857143,0.0,0.0,-22.285714285714285,3.5714285714285716
5370,2021-10-23,Delaware County,36025.0,10.571428571428571,-1.7142857142857142,0.0,0.0,-19.0,4.571428571428571
5431,2021-10-30,Delaware County,36025.0,9.428571428571429,-3.0,0.0,0.0,-16.714285714285715,4.857142857142857
5492,2021-11-06,Delaware County,36025.0,10.285714285714286,-2.857142857142857,0.0,0.0,-15.857142857142858,4.285714285714286
5553,2021-11-13,Delaware County,36025.0,6.857142857142857,-5.571428571428571,0.0,0.0,-19.714285714285715,5.857142857142857
5614,2021-11-20,Delaware County,36025.0,8.285714285714286,-2.7142857142857144,0.0,0.0,-15.714285714285714,5.285714285714286
5675,2021-11-27,Delaware County,36025.0,-2.0,0.14285714285714285,0.0,0.0,-35.142857142857146,9.857142857142858
5736,2021-12-04,Delaware County,36025.0,1.4285714285714286,-4.857142857142857,0.0,0.0,-15.0,7.285714285714286
5797,2021-12-11,Delaware County,36025.0,-4.142857142857143,-6.857142857142857,0.0,0.0,-15.142857142857142,6.428571428571429
5858,2021-12-18,Delaware County,36025.0,-2.0,-4.714285714285714,0.0,0.0,-14.0,5.428571428571429
5919,2021-12-25,Delaware County,36025.0,-8.714285714285714,-7.142857142857143,0.0,0.0,-34.857142857142854,8.857142857142858
5980,2022-01-01,Delaware County,36025.0,-12.571428571428571,-7.285714285714286,0.0,0.0,-42.57142857142857,12.714285714285714
6041,2022-01-08,Delaware County,36025.0,-20.142857142857142,-12.0,0.0,0.0,-19.285714285714285,10.714285714285714
6102,2022-01-15,Delaware County,36025.0,-16.0,-17.0,0.0,0.0,-22.714285714285715,9.714285714285714
6163,2022-01-22,Delaware County,36025.0,-14.285714285714286,-19.571428571428573,0.0,0.0,-23.285714285714285,10.0
6224,2022-01-29,Delaware County,36025.0,-13.571428571428571,-19.571428571428573,0.0,0.0,-15.0,8.142857142857142
6285,2022-02-05,Delaware County,36025.0,-18.285714285714285,-17.428571428571427,0.0,0.0,-19.428571428571427,10.857142857142858
6346,2022-02-12,Delaware County,36025.0,-10.714285714285714,-13.0,0.0,0.0,-13.0,7.571428571428571
6407,2022-02-19,Delaware County,36025.0,-8.571428571428571,-13.714285714285714,0.0,0.0,-14.428571428571429,6.142857142857143
6468,2022-02-26,Delaware County,36025.0,-7.428571428571429,-14.714285714285714,0.0,0.0,-24.142857142857142,9.428571428571429
6529,2022-03-05,Delaware County,36025.0,-8.0,-16.142857142857142,0.0,0.0,-12.714285714285714,7.0
6590,2022-03-12,Delaware County,36025.0,-16.571428571428573,-18.428571428571427,0.0,0.0,-16.857142857142858,5.714285714285714
6651,2022-03-19,Delaware County,36025.0,-19.142857142857142,-12.142857142857142,0.0,0.0,-15.857142857142858,5.142857142857143
6712,2022-03-26,Delaware County,36025.0,-3.857142857142857,-16.0,0.0,0.0,-14.571428571428571,5.285714285714286
6773,2022-04-02,Delaware County,36025.0,-6.285714285714286,-16.285714285714285,0.0,0.0,-14.0,5.571428571428571
6834,2022-04-09,Delaware County,36025.0,-3.5714285714285716,-14.857142857142858,0.0,0.0,-15.428571428571429,4.857142857142857
6895,2022-04-16,Delaware County,36025.0,0.2857142857142857,-7.142857142857143,0.0,0.0,-26.0,5.142857142857143
6956,2022-04-23,Delaware County,36025.0,6.714285714285714,-7.428571428571429,0.0,0.0,-21.428571428571427,4.714285714285714
7017,2022-04-30,Delaware County,36025.0,6.428571428571429,-3.5714285714285716,0.0,0.0,-11.428571428571429,3.4285714285714284
7078,2022-05-07,Delaware County,36025.0,8.714285714285714,-3.0,0.0,0.0,-12.571428571428571,2.5714285714285716
7139,2022-05-14,Delaware County,36025.0,16.142857142857142,0.42857142857142855,0.0,0.0,-14.857142857142858,2.142857142857143
