SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,36,87,New York,Rockland County,9,323258,158486,164772,24935,12534,12401,44883,22965,21918,19972,10255,9717,30106,15406,14700,243539,117872,125667,233468,112732,120736,117834,59829,58005,72691,36735,35956,81130,39377,41753,49541,21214,28327,24935,12534,12401,24774,12660,12114,25044,12872,12172,23617,12141,11476,21526,10953,10573,19127,9990,9137,18123,9164,8959,18018,9017,9001,17423,8564,8859,19962,9680,10282,21912,10634,11278,21101,10243,10858,18155,8820,9335,15724,7245,8479,11528,5066,6462,8450,3668,4782,6474,2698,3776,7365,2537,4828,36.2,34.4,38
50,36,87,New York,Rockland County,10,324622,159274,165348,25638,12917,12721,45106,23072,22034,20164,10368,9796,30010,15404,14606,243829,118086,125743,233714,112917,120797,118227,60170,58057,73120,36990,36130,80164,38903,41261,50420,21620,28800,25638,12917,12721,24862,12728,12134,25311,12936,12375,23560,12187,11373,21547,10993,10554,19224,9932,9292,18205,9344,8861,18271,9099,9172,17420,8615,8805,19338,9398,9940,21359,10325,11034,21174,10262,10912,18293,8918,9375,15306,7129,8177,12284,5398,6886,8689,3740,4949,6564,2732,3832,7577,2621,4956,36.1,34.3,37.9
50,36,89,New York,St. Lawrence County,4,112277,57022,55255,6434,3346,3088,11787,5982,5805,5318,2683,2635,17141,9226,7915,91468,46389,45079,88738,45011,43727,46741,24854,21887,25570,13593,11977,30313,15245,15068,15714,6947,8767,6434,3346,3088,6620,3376,3244,6455,3254,3201,9945,5166,4779,11226,6095,5131,6709,3726,2983,5993,3130,2863,5946,3094,2852,6922,3643,3279,7779,3892,3887,8271,4183,4088,7452,3761,3691,6811,3409,3402,4802,2375,2427,3725,1724,2001,2821,1257,1564,2326,904,1422,2040,687,1353,37.4,35.6,39.2
50,36,89,New York,St. Lawrence County,5,112355,57179,55176,6372,3291,3081,11851,6041,5810,5239,2637,2602,16891,9130,7761,91597,46562,45035,88893,45210,43683,46643,24845,21798,25751,13707,12044,30033,15167,14866,16218,7206,9012,6372,3291,3081,6619,3408,3211,6470,3262,3208,9788,5068,4720,11104,6070,5034,6953,3840,3113,6081,3197,2884,5821,3087,2734,6896,3583,3313,7557,3857,3700,8252,4135,4117,7529,3836,3693,6695,3339,3356,5226,2564,2662,3742,1742,2000,2926,1317,1609,2246,875,1371,2078,708,1370,37.4,35.7,39.3
50,36,89,New York,St. Lawrence County,6,111931,56986,54945,6240,3261,2979,11886,6059,5827,5127,2602,2525,16456,8848,7608,91272,46366,44906,88678,45064,43614,46000,24441,21559,25690,13651,12039,29828,15087,14741,16704,7478,9226,6240,3261,2979,6598,3417,3181,6561,3302,3259,9563,4925,4638,10747,5865,4882,6948,3835,3113,6205,3241,2964,5819,3100,2719,6718,3475,3243,7262,3731,3531,8132,4070,4062,7662,3909,3753,6772,3377,3395,5418,2678,2740,3898,1840,2058,3045,1382,1663,2172,840,1332,2171,738,1433,37.6,36,39.5
50,36,89,New York,St. Lawrence County,7,111437,56885,54552,6161,3190,2971,11723,6005,5718,5110,2604,2506,16119,8712,7407,90983,46375,44608,88443,45086,43357,45524,24317,21207,25603,13659,11944,29645,15016,14629,17076,7699,9377,6161,3190,2971,6519,3372,3147,6512,3291,3221,9463,4906,4557,10458,5752,4706,7006,3899,3107,6245,3292,2953,5911,3151,2760,6441,3317,3124,7003,3665,3338,8076,4003,4073,7690,3884,3806,6876,3464,3412,5602,2765,2837,4025,1928,2097,3094,1419,1675,2172,866,1306,2183,721,1462,37.8,36.2,39.7
50,36,89,New York,St. Lawrence County,8,110348,56350,53998,5985,3091,2894,11533,5929,5604,5131,2600,2531,15323,8289,7034,90210,46016,44194,87699,44730,42969,44482,23784,20698,25335,13542,11793,29500,14906,14594,17541,7993,9548,5985,3091,2894,6413,3282,3131,6427,3294,3133,9266,4796,4470,9881,5446,4435,6984,3870,3114,6268,3333,2935,5931,3146,2785,6152,3193,2959,6831,3593,3238,7815,3861,3954,7802,3920,3882,7052,3532,3520,5839,2898,2941,4130,2018,2112,3118,1418,1700,2182,911,1271,2272,748,1524,38.3,36.7,40.2
50,36,89,New York,St. Lawrence County,9,109449,55836,53613,5812,2966,2846,11446,5886,5560,5160,2609,2551,14881,8015,6866,89607,45688,43919,87031,44375,42656,43704,23342,20362,24948,13371,11577,29152,14745,14407,18050,8244,9806,5812,2966,2846,6287,3246,3041,6444,3293,3151,9202,4745,4457,9554,5226,4328,6862,3816,3046,6278,3398,2880,5946,3086,2860,5862,3071,2791,6671,3506,3165,7553,3749,3804,7904,3962,3942,7024,3528,3496,6152,3024,3128,4200,2080,2120,3150,1429,1721,2165,921,1244,2383,790,1593,38.6,37,40.4
50,36,89,New York,St. Lawrence County,10,108699,55471,53228,5708,2926,2782,11277,5814,5463,5206,2623,2583,14320,7725,6595,89134,45420,43714,86508,44108,42400,43008,22995,20013,24770,13294,11476,28901,14594,14307,18517,8495,10022,5708,2926,2782,6118,3146,2972,6447,3315,3132,9079,4693,4386,9159,5008,4151,6725,3732,2993,6354,3421,2933,5957,3113,2844,5734,3028,2706,6618,3417,3201,7321,3690,3631,7839,3889,3950,7123,3598,3525,6039,2983,3056,4617,2252,2365,3185,1480,1705,2290,991,1299,2386,789,1597,39,37.4,40.8
50,36,91,New York,Saratoga County,4,221111,108773,112338,12015,6128,5887,25366,13045,12321,11760,5934,5826,17862,9133,8729,177963,86671,91292,171970,83666,88304,82757,41505,41252,55995,27903,28092,66968,32839,34129,31145,13791,17354,12015,6128,5887,13469,6847,6622,14757,7663,7094,14431,7292,7139,12331,6310,6021,12414,6352,6062,12840,6404,6436,13673,6669,7004,17068,8478,8590,18544,9138,9406,17924,8781,9143,15759,7767,7992,14741,7153,7588,10407,4990,5417,7174,3420,3754,5157,2287,2870,4197,1738,2459,4210,1356,2854,41.4,40.4,42.3
50,36,91,New York,Saratoga County,5,222483,109732,112751,11858,6025,5833,25068,12903,12165,11691,5919,5772,18368,9467,8901,179704,87822,91882,173866,84885,88981,82989,41800,41189,55910,27940,27970,66715,32800,33915,32873,14678,18195,11858,6025,5833,13346,6810,6536,14702,7619,7083,14374,7235,7139,12705,6625,6080,12651,6521,6130,13094,6562,6532,13388,6544,6844,16777,8313,8464,18248,9020,9228,18035,8879,9156,16037,7894,8143,14395,7007,7388,11502,5535,5967,7560,3616,3944,5275,2362,2913,4215,1747,2468,4321,1418,2903,41.6,40.6,42.5
50,36,91,New York,Saratoga County,6,224087,110723,113364,11773,5978,5795,24641,12703,11938,11691,5957,5734,18715,9747,8968,181738,89010,92728,175982,86085,89897,83413,42210,41203,55981,28029,27952,67054,33000,34054,34232,15309,18923,11773,5978,5795,13117,6736,6381,14498,7490,7008,14253,7186,7067,13179,6995,6184,12970,6726,6244,13243,6623,6620,13355,6580,6775,16413,8100,8313,17921,8864,9057,18230,8962,9268,16414,8094,8320,14489,7080,7409,11943,5708,6235,8220,3945,4275,5487,2462,3025,4126,1717,2409,4456,1477,2979,41.9,40.7,42.9
50,36,91,New York,Saratoga County,7,224513,110807,113706,11752,5964,5788,24080,12324,11756,11794,6053,5741,18765,9802,8963,182680,89390,93290,176887,86466,90421,82778,41933,40845,55225,27663,27562,67044,32906,34138,35853,16095,19758,11752,5964,5788,12897,6593,6304,14189,7316,6873,14150,7127,7023,13403,7143,6260,12849,6699,6150,13257,6607,6650,13481,6635,6846,15638,7722,7916,17418,8595,8823,18162,8921,9241,16936,8273,8663,14528,7117,7411,12560,6002,6558,8797,4177,4620,5770,2618,3152,4139,1740,2399,4587,1558,3029,42.2,41,43.3
50,36,91,New York,Saratoga County,8,226078,111814,114264,11866,6063,5803,23699,12077,11622,11837,6114,5723,18866,9861,9005,184607,90582,94025,178676,87560,91116,83105,42275,40830,55311,27830,27481,67299,33112,34187,37200,16757,20443,11866,6063,5803,12823,6579,6244,13785,7028,6757,14172,7197,6975,13622,7248,6374,13107,6892,6215,13465,6776,6689,13759,6758,7001,14980,7404,7576,17061,8498,8563,18325,9043,9282,17148,8361,8787,14765,7210,7555,13232,6337,6895,9171,4335,4836,5976,2737,3239,4145,1744,2401,4676,1604,3072,42.3,41,43.5
50,36,91,New York,Saratoga County,9,227122,112363,114759,11889,6088,5801,23406,11930,11476,11695,6033,5662,18854,9809,9045,186110,91404,94706,180132,88312,91820,82991,42372,40619,55228,27937,27291,67337,33123,34214,38713,17443,21270,11889,6088,5801,12657,6479,6178,13535,6858,6677,14197,7245,6952,13566,7190,6376,13250,7014,6236,13746,6913,6833,14081,7042,7039,14151,6968,7183,16959,8501,8458,18073,8870,9203,17385,8510,8875,14920,7242,7678,13839,6631,7208,9565,4503,5062,6287,2895,3392,4152,1740,2412,4870,1674,3196,42.4,41.1,43.8
50,36,91,New York,Saratoga County,10,229276,113550,115726,11890,6067,5823,23357,11981,11376,11488,5894,5594,18938,9780,9158,188452,92707,95745,182541,89608,92933,83515,42699,40816,55907,28437,27470,67434,33183,34251,40262,18208,22054,11890,6067,5823,12740,6505,6235,13435,6888,6547,14079,7185,6894,13529,7077,6452,13595,7243,6352,14087,7090,6997,14315,7261,7054,13910,6843,7067,16721,8377,8344,17883,8793,9090,17548,8593,8955,15282,7420,7862,13671,6542,7129,10690,5049,5641,6711,3086,3625,4314,1851,2463,4876,1680,3196,42.5,41.1,43.9
50,36,93,New York,Schenectady County,4,154864,74994,79870,9100,4695,4405,17358,8857,8501,8424,4308,4116,14633,7460,7173,124374,59376,64998,119982,57134,62848,59475,29568,29907,38383,18805,19578,43848,21294,22554,23118,9575,13543,9100,4695,4405,9510,4870,4640,9813,4992,4821,10785,5569,5216,10307,5194,5113,9623,4725,4898,9372,4596,4776,9067,4435,4632,10321,5049,5272,11640,5599,6041,12177,5948,6229,10794,5297,5497,9237,4450,4787,6393,3045,3348,4507,2007,2500,3974,1606,2368,3793,1493,2300,4451,1424,3027,39.9,38.3,41.3
50,36,93,New York,Schenectady County,5,155016,75215,79801,9181,4805,4376,17073,8688,8385,8237,4217,4020,14858,7593,7265,124806,59695,65111,120525,57505,63020,59431,29658,29773,38325,18863,19462,43688,21181,22507,23654,9868,13786,9181,4805,4376,9395,4833,4562,9667,4870,4797,10584,5450,5134,10522,5345,5177,9584,4764,4820,9631,4728,4903,8921,4358,4563,10189,5013,5176,11395,5470,5925,11952,5793,6159,11008,5419,5589,9333,4499,4834,6911,3314,3597,4748,2115,2633,3837,1535,2302,3663,1439,2224,4495,1465,3030,40,38.3,41.5
50,36,93,New York,Schenectady County,6,154944,75333,79611,9200,4783,4417,16940,8618,8322,8055,4150,3905,14729,7541,7188,124827,59878,64949,120749,57782,62967,59302,29623,29679,38505,18969,19536,43502,21164,22338,24013,10108,13905,9200,4783,4417,9295,4780,4515,9632,4875,4757,10353,5312,5041,10444,5342,5102,9770,4871,4899,9865,4816,5049,8976,4419,4557,9894,4863,5031,11003,5301,5702,11863,5743,6120,11205,5531,5674,9431,4589,4842,7165,3422,3743,5123,2268,2855,3794,1571,2223,3506,1389,2117,4425,1458,2967,40,38.3,41.6
50,36,93,New York,Schenectady County,7,155016,75458,79558,9236,4810,4426,16792,8592,8200,7943,4083,3860,14611,7487,7124,125055,60030,65025,121045,57973,63072,59232,29631,29601,38642,19076,19566,43217,21017,22200,24575,10393,14182,9236,4810,4426,9234,4774,4460,9522,4833,4689,10098,5193,4905,10492,5362,5130,9915,4956,4959,9908,4878,5030,9154,4498,4656,9665,4744,4921,10526,5088,5438,11812,5683,6129,11321,5597,5724,9558,4649,4909,7495,3569,3926,5374,2404,2970,3795,1602,2193,3384,1276,2108,4527,1542,2985,40,38.2,41.7
50,36,93,New York,Schenectady County,8,154733,75349,79384,9132,4757,4375,16762,8630,8132,7821,3940,3881,14507,7388,7119,125000,60066,64934,121018,58022,62996,59122,29610,29512,38655,19172,19483,42838,20810,22028,25018,10652,14366,9132,4757,4375,9188,4742,4446,9435,4778,4657,9969,5118,4851,10498,5320,5178,10014,5047,4967,9919,4869,5050,9349,4643,4706,9373,4613,4760,10153,4923,5230,11522,5572,5950,11397,5558,5839,9766,4757,5009,7889,3786,4103,5529,2504,3025,3840,1616,2224,3244,1209,2035,4516,1537,2979,39.9,38.2,41.6
50,36,93,New York,Schenectady County,9,154475,75260,79215,9090,4668,4422,16760,8672,8088,7642,3831,3811,14245,7278,6967,124957,60101,64856,120983,58089,62894,58740,29469,29271,38658,19269,19389,42467,20586,21881,25613,10956,14657,9090,4668,4422,9110,4701,4409,9455,4880,4575,9830,5005,4825,10252,5195,5057,10032,5097,4935,10078,5011,5067,9542,4713,4829,9006,4448,4558,10033,4951,5082,11160,5335,5825,11386,5514,5872,9888,4786,5102,8296,3960,4336,5680,2620,3060,3892,1647,2245,3192,1200,1992,4553,1529,3024,39.9,38.2,41.7
50,36,93,New York,Schenectady County,10,154710,75448,79262,9051,4668,4383,16723,8671,8052,7631,3856,3775,14195,7257,6938,125196,60199,64997,121305,58253,63052,58808,29481,29327,38899,19357,19542,42134,20405,21729,26077,11234,14843,9051,4668,4383,9134,4767,4367,9506,4893,4613,9687,4938,4749,10222,5186,5036,10113,5091,5022,10083,5037,5046,9775,4797,4978,8928,4432,4496,9928,4939,4989,10940,5213,5727,11261,5402,5859,10005,4851,5154,8312,3954,4358,6137,2856,3281,4075,1735,2340,3075,1163,1912,4478,1526,2952,39.9,38.2,41.6
50,36,95,New York,Schoharie County,4,32618,16321,16297,1588,804,784,3166,1594,1572,1655,825,830,3725,1920,1805,27044,13503,13541,26209,13098,13111,12101,6170,5931,7124,3633,3491,9999,4996,5003,5361,2549,2812,1588,804,784,1660,828,832,1909,974,935,2637,1306,1331,2340,1231,1109,1727,930,797,1593,816,777,1712,846,866,2092,1041,1051,2425,1200,1225,2603,1317,1286,2573,1273,1300,2398,1206,1192,1780,875,905,1240,625,615,1030,495,535,694,326,368,617,228,389,42.8,42.1,43.5
50,36,95,New York,Schoharie County,5,32039,15997,16042,1487,741,746,3074,1564,1510,1633,826,807,3546,1800,1746,26678,13289,13389,25845,12866,12979,11595,5872,5723,6808,3446,3362,9891,4920,4971,5600,2700,2900,1487,741,746,1609,817,792,1857,947,910,2586,1278,1308,2201,1148,1053,1642,893,749,1564,777,787,1626,802,824,1976,974,1002,2374,1197,1177,2561,1294,1267,2560,1241,1319,2396,1188,1208,1938,983,955,1283,646,637,1036,499,537,724,333,391,619,239,380,43.7,43.1,44.3
50,36,95,New York,Schoharie County,6,31900,15908,15992,1462,718,744,3040,1533,1507,1577,808,769,3579,1817,1762,26618,13252,13366,25821,12849,12972,11447,5805,5642,6675,3385,3290,9712,4813,4899,5855,2834,3021,1462,718,744,1618,820,798,1806,918,888,2552,1266,1286,2220,1154,1066,1586,865,721,1576,790,786,1577,760,817,1936,970,966,2262,1146,1116,2504,1244,1260,2559,1259,1300,2387,1164,1223,2011,1029,982,1407,699,708,1028,517,511,757,342,415,652,247,405,44.1,43.6,44.6
50,36,95,New York,Schoharie County,7,31767,15865,15902,1423,723,700,2980,1494,1486,1526,793,733,3622,1832,1790,26605,13241,13364,25838,12855,12983,11360,5778,5582,6591,3353,3238,9596,4765,4831,6029,2905,3124,1423,723,700,1572,798,774,1787,896,891,2540,1291,1249,2229,1134,1095,1585,846,739,1590,809,781,1568,766,802,1848,932,916,2165,1089,1076,2501,1240,1261,2525,1249,1276,2405,1187,1218,2047,1025,1022,1523,765,758,1013,501,512,778,358,420,668,256,412,44.4,43.8,45
50,36,95,New York,Schoharie County,8,31405,15706,15699,1326,704,622,2951,1472,1479,1498,773,725,3511,1783,1728,26400,13169,13231,25630,12757,12873,11123,5662,5461,6462,3267,3195,9483,4714,4769,6174,2993,3181,1326,704,622,1570,794,776,1729,839,890,2476,1287,1189,2185,1108,1077,1590,834,756,1581,779,802,1576,795,781,1715,859,856,2124,1073,1051,2405,1206,1199,2508,1223,1285,2446,1212,1234,2140,1080,1060,1553,780,773,1011,504,507,790,365,425,680,264,416,44.9,44.3,45.5
50,36,95,New York,Schoharie County,9,31304,15694,15610,1282,703,579,2910,1463,1447,1463,732,731,3371,1698,1673,26400,13198,13202,25649,12796,12853,10966,5580,5386,6491,3321,3170,9395,4683,4712,6392,3094,3298,1282,703,579,1575,801,774,1694,833,861,2376,1215,1161,2099,1044,1055,1659,887,772,1590,809,781,1560,803,757,1682,822,860,2068,1058,1010,2361,1162,1199,2522,1260,1262,2444,1203,1241,2232,1117,1115,1586,782,804,1060,531,529,794,377,417,720,287,433,45.3,44.6,46.1
50,36,95,New York,Schoharie County,10,31255,15678,15577,1281,687,594,2860,1445,1415,1403,695,708,3305,1691,1614,26421,13203,13218,25711,12851,12860,10873,5539,5334,6507,3328,3179,9281,4623,4658,6618,3209,3409,1281,687,594,1599,813,786,1603,807,796,2319,1171,1148,2047,1040,1007,1671,868,803,1615,859,756,1590,799,791,1631,802,829,1965,998,967,2335,1160,1175,2515,1254,1261,2466,1211,1255,2219,1093,1126,1731,863,868,1118,559,559,806,392,414,744,302,442,45.8,45,46.5
50,36,97,New York,Schuyler County,4,18413,9194,9219,920,474,446,1853,949,904,1013,517,496,1495,836,659,15175,7532,7643,14627,7254,7373,6401,3319,3082,4120,2078,2042,5905,2930,2975,3107,1410,1697,920,474,446,962,493,469,1118,568,550,1236,660,576,1045,581,464,980,513,467,904,440,464,934,478,456,1302,647,655,1459,722,737,1575,773,802,1490,737,753,1381,698,683,943,472,471,755,378,377,610,269,341,382,165,217,417,126,291,44.3,43,45.5
50,36,97,New York,Schuyler County,5,18498,9254,9244,910,480,430,1878,955,923,971,489,482,1512,857,655,15248,7596,7652,14739,7330,7409,6386,3315,3071,4138,2079,2059,5879,2932,2947,3210,1462,1748,910,480,430,955,484,471,1158,581,577,1207,643,564,1041,593,448,1000,531,469,936,458,478,949,469,480,1253,621,632,1435,721,714,1535,748,787,1529,771,758,1380,692,688,1028,509,519,763,385,378,615,275,340,406,176,230,398,117,281,44.3,43.1,45.5
50,36,97,New York,Schuyler County,6,18382,9194,9188,890,454,436,1831,932,899,951,483,468,1537,866,671,15196,7574,7622,14710,7325,7385,6316,3266,3050,4055,2042,2013,5819,2906,2913,3299,1511,1788,890,454,436,938,482,456,1120,575,545,1168,600,568,1093,624,469,945,500,445,973,468,505,967,471,496,1170,603,567,1355,682,673,1529,750,779,1551,768,783,1384,706,678,1087,538,549,804,404,400,596,265,331,432,187,245,380,117,263,44.7,43.6,45.9
50,36,97,New York,Schuyler County,7,18176,9028,9148,873,447,426,1794,920,874,941,483,458,1423,762,661,15045,7413,7632,14568,7178,7390,6083,3088,2995,3958,1965,1993,5774,2887,2887,3413,1564,1849,873,447,426,955,486,469,1078,556,522,1084,566,518,1041,557,484,940,494,446,962,449,513,940,450,490,1116,572,544,1301,650,651,1503,746,757,1565,776,789,1405,715,690,1129,558,571,861,435,426,585,256,329,443,198,245,395,117,278,45.4,44.5,46.3
50,36,97,New York,Schuyler County,8,18027,8984,9043,865,435,430,1721,895,826,935,472,463,1373,726,647,14959,7412,7547,14506,7182,7324,5961,3029,2932,3891,1948,1943,5746,2867,2879,3496,1641,1855,865,435,430,939,478,461,1020,534,486,1060,548,512,1010,533,477,951,492,459,938,472,466,956,454,502,1046,530,516,1268,635,633,1488,733,755,1539,769,770,1451,730,721,1197,611,586,860,428,432,584,272,312,454,196,258,401,134,267,45.8,45.1,46.6
50,36,97,New York,Schuyler County,9,17967,8980,8987,881,468,413,1685,889,796,910,458,452,1320,695,625,14959,7408,7551,14491,7165,7326,5905,2965,2940,3885,1918,1967,5683,2850,2833,3603,1702,1901,881,468,413,935,486,449,960,509,451,1045,525,520,975,522,453,984,501,483,970,472,498,944,453,491,987,492,495,1261,635,626,1402,701,701,1579,789,790,1441,725,716,1298,665,633,834,408,426,594,296,298,451,184,267,426,149,277,46.2,45.5,46.9
50,36,97,New York,Schuyler County,10,17913,8939,8974,889,470,419,1702,870,832,857,441,416,1267,663,604,14941,7391,7550,14465,7158,7307,5852,2940,2912,3906,1941,1965,5609,2810,2799,3683,1744,1939,889,470,419,960,478,482,920,497,423,1022,513,509,924,486,438,1026,553,473,947,464,483,962,454,508,971,470,501,1232,612,620,1361,700,661,1519,738,781,1497,760,737,1302,657,645,895,432,463,616,314,302,445,186,259,425,155,270,46.5,45.8,47.2
50,36,99,New York,Seneca County,4,35380,18539,16841,1938,1015,923,3587,1816,1771,1848,916,932,3359,2009,1350,28998,15278,13720,28007,14792,13215,13445,7595,5850,8670,4893,3777,10391,5350,5041,5587,2540,3047,1938,1015,923,1965,990,975,2054,1049,1005,2255,1181,1074,2520,1521,999,2428,1482,946,1991,1119,872,1961,1080,881,2290,1212,1078,2541,1356,1185,2860,1485,1375,2630,1370,1260,2360,1139,1221,1708,830,878,1237,603,634,976,453,523,854,373,481,812,281,531,41.2,39.3,43.5
50,36,99,New York,Seneca County,5,35388,18543,16845,1924,1007,917,3586,1810,1776,1766,876,890,3364,2024,1340,29027,15294,13733,28112,14850,13262,13424,7606,5818,8702,4919,3783,10264,5267,4997,5782,2640,3142,1924,1007,917,1952,978,974,2042,1045,997,2206,1134,1072,2516,1553,963,2490,1496,994,2082,1182,900,1885,1035,850,2245,1206,1039,2451,1273,1178,2838,1482,1356,2630,1363,1267,2345,1149,1196,1859,903,956,1304,630,674,957,440,517,815,359,456,847,308,539,41.4,39.3,43.7
50,36,99,New York,Seneca County,6,35250,18448,16802,1888,976,912,3607,1853,1754,1719,858,861,3339,1987,1352,28909,15197,13712,28036,14761,13275,13257,7483,5774,8628,4851,3777,10141,5193,4948,5928,2730,3198,1888,976,912,1962,994,968,2074,1072,1002,2117,1087,1030,2512,1545,967,2500,1478,1022,2060,1182,878,1868,1022,846,2200,1169,1031,2346,1229,1117,2765,1436,1329,2662,1387,1275,2368,1141,1227,1950,944,1006,1369,673,696,985,461,524,779,337,442,845,315,530,41.6,39.4,43.8
50,36,99,New York,Seneca County,7,34879,18270,16609,1887,993,894,3463,1786,1677,1728,869,859,3243,1906,1337,28653,15057,13596,27801,14622,13179,12969,7328,5641,8436,4773,3663,10040,5148,4892,6082,2795,3287,1887,993,894,1898,972,926,2003,1034,969,2034,1049,985,2499,1506,993,2475,1485,990,2058,1168,890,1804,1003,801,2099,1117,982,2244,1187,1057,2677,1387,1290,2740,1411,1329,2379,1163,1216,2045,983,1062,1411,681,730,988,465,523,778,342,436,860,324,536,42,39.6,44.4
50,36,99,New York,Seneca County,8,34801,18194,16607,1902,967,935,3458,1784,1674,1685,852,833,3206,1882,1324,28590,15013,13577,27756,14591,13165,12923,7287,5636,8432,4766,3666,9956,5137,4819,6162,2806,3356,1902,967,935,1911,992,919,1947,1005,942,1988,1026,962,2503,1495,1008,2502,1480,1022,2103,1196,907,1851,1025,826,1976,1065,911,2227,1175,1052,2535,1312,1223,2763,1411,1352,2431,1239,1192,2087,966,1121,1443,695,748,1026,491,535,753,337,416,853,317,536,41.9,39.5,44.4
50,36,99,New York,Seneca County,9,34710,18182,16528,1889,978,911,3453,1779,1674,1696,862,834,3085,1807,1278,28545,14994,13551,27672,14563,13109,12790,7221,5569,8427,4770,3657,9837,5094,4743,6323,2892,3431,1889,978,911,1862,983,879,2009,1014,995,1954,1028,926,2409,1423,986,2470,1455,1015,2185,1261,924,1929,1068,861,1843,986,857,2191,1163,1028,2439,1266,1173,2736,1389,1347,2471,1276,1195,2174,1017,1157,1509,720,789,1035,493,542,744,319,425,861,343,518,41.9,39.4,44.5
50,36,99,New York,Seneca County,10,34246,17923,16323,1798,961,837,3395,1748,1647,1681,871,810,2994,1729,1265,28215,14778,13437,27372,14343,13029,12600,7090,5510,8337,4704,3633,9614,4962,4652,6427,2948,3479,1798,961,837,1856,975,881,1951,987,964,1945,1028,917,2318,1358,960,2431,1437,994,2194,1269,925,1957,1066,891,1755,932,823,2126,1150,976,2326,1176,1150,2666,1358,1308,2496,1278,1218,2115,1010,1105,1676,797,879,1077,504,573,728,313,415,831,324,507,42,39.5,44.8
50,36,101,New York,Steuben County,4,99148,49176,49972,5802,2935,2867,11436,5834,5602,5666,2849,2817,7895,4110,3785,79197,39041,40156,76244,37558,38686,35233,17773,17460,22994,11483,11511,29411,14793,14618,15944,7172,8772,5802,2935,2867,6163,3167,2996,6595,3336,3259,6669,3441,3228,5570,2849,2721,5487,2711,2776,5655,2879,2776,5353,2642,2711,6499,3251,3248,7471,3781,3690,7939,3992,3947,7380,3737,3643,6621,3283,3338,4719,2318,2401,3709,1774,1935,2949,1362,1587,2348,966,1382,2219,752,1467,41.7,41,42.5
50,36,101,New York,Steuben County,5,98925,49113,49812,5723,2873,2850,11297,5762,5535,5468,2753,2715,8001,4191,3810,79269,39134,40135,76437,37725,38712,34968,17715,17253,22828,11443,11385,29146,14673,14473,16462,7418,9044,5723,2873,2850,6147,3139,3008,6479,3295,3184,6432,3306,3126,5708,2966,2742,5497,2757,2740,5694,2900,2794,5249,2610,2639,6388,3176,3212,7218,3609,3609,7840,3980,3860,7412,3744,3668,6676,3340,3336,5125,2484,2641,3756,1810,1946,2945,1380,1565,2353,981,1372,2283,763,1520,42.1,41.2,42.8
50,36,101,New York,Steuben County,6,98843,49102,49741,5682,2860,2822,11226,5730,5496,5338,2717,2621,8228,4236,3992,79285,39165,40120,76597,37795,38802,34919,17688,17231,22678,11418,11260,28859,14527,14332,16832,7614,9218,5682,2860,2822,6089,3091,2998,6462,3322,3140,6356,3240,3116,5885,3030,2855,5450,2781,2669,5742,2926,2816,5262,2631,2631,6224,3080,3144,6912,3459,3453,7680,3885,3795,7453,3757,3696,6814,3426,3388,5270,2547,2723,3919,1885,2034,2982,1421,1561,2346,985,1361,2315,776,1539,42.2,41.2,43
