SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
50,36,15,New York,Chemung County,14,83456,41328,42128,4618,2356,2262,8992,4541,4451,4073,2052,2021,6764,3500,3264,67855,33397,34458,65773,32379,33394,30103,15602,14501,20264,10560,9704,22461,11070,11391,16284,7249,9035,4618,2356,2262,4931,2494,2437,5059,2557,2502,5030,2530,2500,4809,2512,2297,5218,2758,2460,5178,2747,2431,5140,2593,2547,4728,2462,2266,4867,2498,2369,5385,2654,2731,6151,2993,3158,6058,2925,3133,5218,2502,2716,4049,1875,2174,2746,1224,1522,2017,864,1153,2254,784,1470,41.9,40.2,43.6
50,36,17,New York,Chenango County,11,47445,23774,23671,2536,1287,1249,4847,2495,2352,2423,1231,1192,3537,1832,1705,38916,19389,19527,37639,18761,18878,15830,8146,7684,10444,5385,5059,14001,6965,7036,9657,4579,5078,2536,1287,1249,2643,1316,1327,2778,1481,1297,2793,1422,1371,2593,1339,1254,2873,1510,1363,2491,1307,1184,2570,1295,1275,2510,1273,1237,3011,1463,1548,3351,1678,1673,3845,1939,1906,3794,1885,1909,3018,1510,1508,2561,1242,1319,1789,881,908,1129,502,627,1160,444,716,44.9,43.5,46.1
50,36,17,New York,Chenango County,14,47207,23657,23550,2521,1272,1249,4919,2520,2399,2277,1180,1097,3461,1804,1657,38661,19285,19376,37490,18685,18805,15743,8101,7642,10540,5403,5137,13639,6776,6863,9850,4702,5148,2521,1272,1249,2682,1350,1332,2772,1456,1316,2705,1392,1313,2498,1306,1192,2869,1485,1384,2493,1288,1205,2609,1332,1277,2569,1298,1271,2847,1393,1454,3191,1613,1578,3769,1868,1901,3832,1902,1930,3094,1554,1540,2603,1263,1340,1879,923,956,1163,530,633,1111,432,679,44.8,43.6,46
50,36,19,New York,Clinton County,11,80679,41494,39185,3898,1983,1915,7307,3717,3590,3276,1682,1594,10503,5252,5251,67883,34979,32904,66198,34112,32086,32633,17577,15056,19664,11047,8617,22240,11437,10803,13791,6376,7415,3898,1983,1915,4062,2063,1999,4055,2058,1997,5480,2761,2719,7489,3769,3720,5124,2881,2243,5046,2911,2135,4962,2711,2251,4532,2544,1988,5028,2708,2320,5578,2846,2732,6082,3077,3005,5552,2806,2746,4540,2244,2296,3426,1644,1782,2373,1085,1288,1748,756,992,1704,647,1057,40.2,39.3,41.6
50,36,19,New York,Clinton County,14,80485,41357,39128,3890,1958,1932,7317,3750,3567,3214,1653,1561,10275,5118,5157,67686,34848,32838,66064,33996,32068,32438,17439,14999,19732,11068,8664,21836,11209,10627,14221,6601,7620,3890,1958,1932,4055,2083,1972,4045,2067,1978,5425,2711,2714,7281,3660,3621,5151,2880,2271,4990,2895,2095,4993,2734,2259,4598,2559,2039,4837,2621,2216,5254,2709,2545,6074,3070,3004,5671,2809,2862,4605,2291,2314,3683,1766,1917,2471,1139,1332,1736,752,984,1726,653,1073,40.4,39.5,41.7
50,36,21,New York,Columbia County,11,59785,29921,29864,2498,1276,1222,5050,2677,2373,2772,1525,1247,4117,2197,1920,50931,25268,25663,49465,24443,25022,18982,9757,9225,12729,6368,6361,18415,9246,9169,14204,6632,7572,2498,1276,1222,2691,1404,1287,2995,1606,1389,3236,1787,1449,3017,1602,1415,3353,1733,1620,3121,1531,1590,3152,1541,1611,3103,1563,1540,3838,1950,1888,4556,2264,2292,5044,2558,2486,4977,2474,2503,4476,2172,2304,3692,1821,1871,2577,1217,1360,1597,693,904,1862,729,1133,48.6,47.5,49.8
50,36,21,New York,Columbia County,14,59461,29736,29725,2496,1313,1183,4897,2569,2328,2693,1456,1237,3945,2139,1806,50753,25145,25608,49375,24398,24977,18890,9700,9190,12884,6439,6445,18046,9059,8987,14500,6761,7739,2496,1313,1183,2648,1356,1292,2881,1547,1334,3131,1731,1400,2875,1530,1345,3401,1730,1671,3148,1581,1567,3203,1579,1624,3132,1549,1583,3665,1838,1827,4361,2190,2171,5039,2549,2490,4981,2482,2499,4485,2167,2318,3812,1866,1946,2695,1288,1407,1640,696,944,1868,744,1124,49,47.8,50.1
50,36,23,New York,Cortland County,11,47722,23340,24382,2511,1324,1187,4527,2307,2220,2189,1112,1077,8624,4007,4617,39584,19136,20448,38495,18597,19898,20492,10029,10463,10204,5194,5010,11821,5866,5955,7846,3530,4316,2511,1324,1187,2408,1229,1179,2644,1362,1282,4514,2126,2388,5774,2709,3065,2811,1439,1372,2496,1247,1249,2527,1288,1239,2370,1220,1150,2692,1344,1348,2941,1465,1476,3233,1602,1631,2955,1455,1500,2554,1239,1315,1975,945,1030,1382,614,768,944,399,545,991,333,658,36.3,35.8,36.9
50,36,23,New York,Cortland County,14,47581,23288,24293,2464,1302,1162,4471,2267,2204,2190,1110,1080,8543,3986,4557,39574,19140,20434,38456,18609,19847,20476,10046,10430,10285,5240,5045,11593,5740,5853,8035,3643,4392,2464,1302,1162,2354,1208,1146,2659,1349,1310,4470,2088,2382,5721,2718,3003,2810,1403,1407,2567,1320,1247,2498,1260,1238,2410,1257,1153,2539,1251,1288,2830,1429,1401,3241,1567,1674,2983,1493,1490,2572,1246,1326,2037,985,1052,1444,649,795,972,420,552,1010,343,667,36.6,36.2,37
50,36,25,New York,Delaware County,11,44526,22505,22021,1759,897,862,3801,1909,1892,1849,973,876,4309,2349,1960,38092,19254,18838,37117,18726,18391,14554,7618,6936,8804,4502,4302,13038,6540,6498,10966,5335,5631,1759,897,862,2025,1033,992,2184,1082,1102,3110,1712,1398,2640,1404,1236,2350,1263,1087,2178,1125,1053,2153,1044,1109,2123,1070,1053,2590,1316,1274,3001,1494,1507,3638,1786,1852,3809,1944,1865,3363,1716,1647,2843,1453,1390,2053,995,1058,1335,628,707,1372,543,829,48.5,47.5,49.4
50,36,25,New York,Delaware County,14,44135,22347,21788,1750,887,863,3652,1845,1807,1807,946,861,4182,2305,1877,37888,19183,18705,36926,18669,18257,14374,7531,6843,8811,4494,4317,12817,6440,6377,11116,5430,5686,1750,887,863,1905,974,931,2173,1085,1088,3013,1677,1336,2550,1360,1190,2281,1226,1055,2244,1160,1084,2175,1073,1102,2111,1035,1076,2513,1286,1227,2842,1415,1427,3585,1769,1816,3877,1970,1907,3380,1719,1661,2916,1495,1421,2113,1034,1079,1353,627,726,1354,555,799,48.9,47.9,49.8
50,36,27,New York,Dutchess County,11,293939,146282,147657,13459,6865,6594,27326,14097,13229,14564,7416,7148,31411,15694,15717,246081,121691,124390,238590,117904,120686,111296,57145,54151,68769,35814,32955,86644,43174,43470,51766,23222,28544,13459,6865,6594,14598,7530,7068,16176,8346,7830,21072,10530,10542,21455,10801,10654,18237,9819,8418,16720,8744,7976,17099,8713,8386,16713,8538,8175,19579,9864,9715,22378,11030,11348,23869,11921,11948,20818,10359,10459,16170,7828,8342,12972,5963,7009,9031,4086,4945,6366,2763,3603,7227,2582,4645,42.5,41,43.9
50,36,27,New York,Dutchess County,14,294218,146237,147981,13561,6878,6683,27065,13925,13140,14264,7340,6924,31062,15378,15684,246742,121897,124845,239328,118094,121234,111598,57228,54370,69569,36215,33354,85298,42476,42822,53399,24025,29374,13561,6878,6683,14639,7576,7063,15723,8054,7669,20863,10425,10438,21166,10588,10578,18157,9732,8425,17195,9013,8182,17252,8771,8481,16965,8699,8266,18856,9477,9379,21546,10651,10895,23742,11775,11967,21154,10573,10581,16740,8092,8648,13365,6220,7145,9425,4219,5206,6517,2800,3717,7352,2694,4658,42.5,41.2,44
50,36,29,New York,Erie County,11,919717,445019,474698,50277,25733,24544,91838,46696,45142,44283,22438,21845,84600,42484,42116,755842,361688,394154,733319,350152,383167,352678,176630,176048,234547,117110,117437,249220,119865,129355,164952,70693,94259,50277,25733,24544,50809,25750,25059,51781,26348,25433,57900,29475,28425,60231,30045,30186,68194,34626,33568,63531,31819,31712,54833,27008,27825,47989,23657,24332,55221,26822,28399,61376,29797,31579,67674,32356,35318,64949,30890,34059,52360,24536,27824,39767,18093,21674,28721,12255,16466,20131,7950,12181,23973,7859,16114,40.2,38.4,42.1
50,36,29,New York,Erie County,14,918702,444635,474067,50101,25639,24462,91859,46774,45085,43313,21876,21437,83518,41902,41616,755597,361538,394059,733429,350346,383083,353063,176704,176359,236607,118189,118418,244369,117514,126855,168935,72741,96194,50101,25639,24462,51190,26030,25160,51044,26007,25037,57118,28988,28130,59338,29527,29811,66682,33776,32906,65067,32648,32419,56254,27846,28408,48604,23919,24685,52647,25613,27034,59715,28972,30743,66089,31660,34429,65918,31269,34649,53651,25164,28487,41567,19027,22540,29605,12706,16899,20157,7937,12220,23955,7907,16048,40.3,38.5,42.1
50,36,31,New York,Essex County,11,37288,19220,18068,1488,767,721,3062,1539,1523,1554,850,704,2584,1423,1161,32011,16520,15491,31184,16064,15120,12344,6863,5481,8559,4779,3780,11285,5692,5593,8756,4170,4586,1488,767,721,1656,812,844,1759,916,843,1905,1027,878,1880,1057,823,2186,1279,907,2235,1265,970,2105,1180,925,2033,1055,978,2333,1231,1102,2691,1339,1352,3119,1553,1566,3142,1569,1573,2851,1435,1416,2182,1083,1099,1608,794,814,1007,455,552,1108,403,705,48.1,46.1,50.2
50,36,31,New York,Essex County,14,36885,19063,17822,1479,745,734,2877,1450,1427,1552,858,694,2461,1371,1090,31774,16459,15315,30977,16010,14967,12132,6791,5341,8495,4769,3726,11072,5586,5486,8949,4284,4665,1479,745,734,1562,778,784,1691,879,812,1841,1004,837,1796,1018,778,2152,1255,897,2214,1270,944,2111,1192,919,2018,1052,966,2256,1197,1059,2588,1298,1290,3070,1493,1577,3158,1598,1560,2912,1472,1440,2226,1087,1139,1651,813,838,1048,476,572,1112,436,676,48.6,46.6,50.7
50,36,33,New York,Franklin County,11,50279,27657,22622,2381,1211,1170,5089,2640,2449,2253,1171,1082,4849,3061,1788,41695,23218,18477,40556,22635,17921,19929,12137,7792,13372,8198,5174,13824,7344,6480,8511,4032,4479,2381,1211,1170,2748,1445,1303,2886,1488,1398,3037,1681,1356,3520,2258,1262,3668,2363,1305,3467,2146,1321,3255,1903,1352,2982,1786,1196,3199,1813,1386,3532,1923,1609,3672,1885,1787,3421,1723,1698,2802,1447,1355,2220,1093,1127,1474,686,788,987,415,572,1028,391,637,40.3,38.2,43.6
50,36,33,New York,Franklin County,14,50022,27540,22482,2348,1202,1146,5022,2614,2408,2225,1171,1054,4723,2982,1741,41526,23133,18393,40427,22553,17874,19789,12062,7727,13418,8203,5215,13561,7226,6335,8725,4142,4583,2348,1202,1146,2714,1441,1273,2885,1467,1418,2970,1666,1304,3401,2193,1208,3678,2361,1317,3465,2146,1319,3313,1911,1402,2962,1785,1177,3096,1760,1336,3389,1866,1523,3605,1846,1759,3471,1754,1717,2861,1459,1402,2286,1141,1145,1563,735,828,989,407,582,1026,400,626,40.4,38.5,43.7
50,36,35,New York,Fulton County,11,53633,26656,26977,2740,1387,1353,5487,2820,2667,2611,1345,1266,3993,2093,1900,44170,21799,22371,42795,21104,21691,18716,9672,9044,12727,6561,6166,15601,7793,7808,10474,4657,5817,2740,1387,1353,2970,1562,1408,3132,1585,1547,3040,1578,1462,2949,1533,1416,3356,1783,1573,3169,1612,1557,3295,1690,1605,2907,1476,1431,3589,1807,1782,3941,1969,1972,4200,2117,2083,3871,1900,1971,3377,1620,1757,2692,1295,1397,1760,757,1003,1231,546,685,1414,439,975,43.7,42,45.4
50,36,35,New York,Fulton County,14,53383,26523,26860,2685,1382,1303,5534,2827,2707,2531,1301,1230,3897,2053,1844,43941,21678,22263,42633,21013,21620,18475,9533,8942,12664,6497,6167,15320,7647,7673,10752,4816,5936,2685,1382,1303,2987,1547,1440,3164,1598,1566,2969,1549,1420,2842,1487,1355,3261,1701,1560,3125,1614,1511,3284,1676,1608,2994,1506,1488,3410,1731,1679,3783,1890,1893,4170,2089,2081,3957,1937,2020,3406,1659,1747,2816,1336,1480,1861,811,1050,1279,566,713,1390,444,946,43.9,42.3,45.7
50,36,37,New York,Genesee County,11,57487,28624,28863,2983,1484,1499,6013,3015,2998,2752,1430,1322,4753,2415,2338,47133,23421,23712,45739,22695,23044,20249,10553,9696,13422,7049,6373,16764,8359,8405,10800,4872,5928,2983,1484,1499,3255,1600,1655,3436,1756,1680,3438,1732,1706,3389,1772,1617,3667,1999,1668,3413,1807,1606,3361,1724,1637,2981,1519,1462,3685,1842,1843,4196,2081,2115,4546,2283,2263,4337,2153,2184,3316,1606,1710,2606,1248,1358,1937,895,1042,1380,600,780,1561,523,1038,43.1,41.4,44.7
50,36,37,New York,Genesee County,14,57280,28538,28742,2936,1459,1477,5915,2960,2955,2755,1445,1310,4616,2325,2291,47030,23404,23626,45674,22674,23000,20241,10555,9686,13578,7153,6425,16430,8178,8252,11050,5018,6032,2936,1459,1477,3205,1580,1625,3418,1748,1670,3376,1719,1657,3287,1683,1604,3757,2042,1715,3404,1819,1585,3414,1739,1675,3003,1553,1450,3506,1758,1748,4014,1977,2037,4536,2275,2261,4374,2168,2206,3455,1706,1749,2703,1290,1413,1928,897,1031,1397,591,806,1567,534,1033,43.1,41.5,44.7
50,36,39,New York,Greene County,11,47381,24798,22583,1969,1000,969,3870,2011,1859,1929,1039,890,4303,2821,1482,40650,21317,19333,39613,20748,18865,16500,9360,7140,10709,5739,4970,14100,7184,6916,10501,5004,5497,1969,1000,969,2147,1103,1044,2164,1147,1017,2708,1635,1073,3083,1986,1097,2851,1583,1268,2706,1448,1258,2543,1378,1165,2609,1330,1279,3019,1558,1461,3456,1783,1673,3964,1994,1970,3661,1849,1812,3299,1604,1695,2869,1396,1473,1891,955,936,1188,556,632,1254,493,761,46.6,44.2,48.8
50,36,39,New York,Greene County,14,47188,24580,22608,1955,981,974,3819,1938,1881,1872,1025,847,4115,2682,1433,40534,21178,19356,39542,20636,18906,16326,9241,7085,10776,5777,4999,13926,7056,6870,10725,5121,5604,1955,981,974,2108,1065,1043,2148,1116,1032,2585,1560,1025,2965,1904,1061,2867,1583,1284,2774,1478,1296,2581,1389,1192,2554,1327,1227,2940,1480,1460,3310,1736,1574,3947,1975,1972,3729,1865,1864,3329,1631,1698,2908,1412,1496,2033,1015,1018,1199,554,645,1256,509,747,47,44.6,49.1
50,36,41,New York,Hamilton County,11,4432,2221,2211,133,58,75,292,155,137,163,78,85,258,141,117,3927,1971,1956,3844,1930,1914,1098,553,545,718,358,360,1492,744,748,1376,687,689,133,58,75,151,76,75,182,103,79,188,92,96,192,103,89,181,83,98,157,84,73,204,101,103,176,90,86,247,121,126,323,168,155,417,204,213,505,251,254,496,252,244,359,183,176,242,130,112,128,62,66,151,60,91,55.9,55.7,56.2
50,36,41,New York,Hamilton County,14,4416,2208,2208,147,71,76,277,141,136,179,90,89,243,129,114,3902,1944,1958,3813,1906,1907,1100,554,546,721,358,363,1442,722,720,1407,697,710,147,71,76,141,69,72,179,95,84,195,100,95,184,96,88,192,94,98,154,75,79,187,89,98,188,100,88,242,119,123,294,150,144,411,205,206,495,248,247,516,258,258,384,204,180,236,125,111,121,57,64,150,53,97,56.3,56.1,56.5
50,36,43,New York,Herkimer County,11,61713,30560,31153,3117,1643,1474,6519,3295,3224,3089,1569,1520,5094,2568,2526,50521,24857,25664,48988,24053,24935,21081,10728,10353,13668,6946,6722,17490,8667,8823,12736,5872,6864,3117,1643,1474,3537,1804,1733,3752,1846,1906,3954,2054,1900,3459,1728,1731,3670,1892,1778,3356,1675,1681,3482,1805,1677,3160,1574,1586,3772,1846,1926,4242,2134,2108,4864,2405,2459,4612,2282,2330,4132,2038,2094,3142,1575,1567,2236,1006,1230,1518,659,859,1708,594,1114,44.1,42.8,45.3
50,36,43,New York,Herkimer County,14,61319,30392,30927,3060,1598,1462,6391,3244,3147,3075,1567,1508,4953,2547,2406,50334,24804,25530,48793,23983,24810,20972,10646,10326,13702,6921,6781,17121,8496,8625,13017,6019,6998,3060,1598,1462,3440,1755,1685,3709,1878,1831,3925,2017,1908,3345,1708,1637,3683,1878,1805,3426,1703,1723,3440,1775,1665,3153,1565,1588,3664,1829,1835,3988,2001,1987,4821,2368,2453,4648,2298,2350,4148,2025,2123,3307,1670,1637,2317,1056,1261,1565,681,884,1680,587,1093,44.2,42.8,45.5
50,36,45,New York,Jefferson County,11,111866,58799,53067,8885,4541,4344,13066,6704,6362,5025,2507,2518,13692,8551,5141,87386,46326,41060,84890,45047,39843,49521,28296,21225,32104,17872,14232,23806,11698,12108,15288,6926,8362,8885,4541,4344,7626,3925,3701,6740,3413,3327,6382,3415,2967,11035,7009,4026,10572,6162,4410,8524,4704,3820,7418,4033,3385,5590,2973,2617,5607,2811,2796,6009,2985,3024,6392,3120,3272,5798,2782,3016,4913,2389,2524,4006,1930,2076,2644,1241,1403,1789,771,1018,1936,595,1341,32.6,30.9,34.9
50,36,45,New York,Jefferson County,14,109834,57648,52186,8586,4442,4144,12845,6560,6285,4918,2451,2467,13230,8268,4962,85901,45391,40510,83485,44195,39290,48252,27482,20770,31340,17395,13945,23304,11444,11860,15611,7088,8523,8586,4442,4144,7419,3784,3635,6662,3408,3254,6180,3300,2880,10732,6787,3945,10185,5981,4204,8152,4462,3690,7317,3949,3368,5686,3003,2683,5360,2692,2668,5788,2896,2892,6268,3012,3256,5888,2844,3044,4955,2389,2566,4161,2010,2151,2838,1328,1510,1747,742,1005,1910,619,1291,33.1,31.3,35.5
50,36,47,New York,Kings County,11,2578074,1221692,1356382,186612,96015,90597,285021,145668,139353,116333,59083,57250,207580,100960,106620,2047930,950129,1097801,1990108,920926,1069182,1126661,546728,579933,832059,401734,430325,589976,270839,319137,360493,147393,213100,186612,96015,90597,164548,84440,80108,149784,76277,73507,136609,69151,67458,157993,75843,82150,242564,117002,125562,230933,112617,118316,195447,94648,100799,163115,77467,85648,154536,72269,82267,147935,68341,79594,149017,68014,81003,138488,62215,76273,116922,51462,65460,87949,37617,50332,60728,24381,36347,44268,17024,27244,50626,16909,33717,35.5,34,36.9
50,36,47,New York,Kings County,14,2559903,1212194,1347709,182926,94121,88805,282851,144574,138277,114894,58353,56541,202220,97870,104350,2036062,943859,1092203,1979232,915146,1064086,1116011,541173,574838,828027,399773,428254,581101,266825,314276,367884,150678,217206,182926,94121,88805,164344,84166,80178,147637,75231,72406,135057,68469,66588,152927,72931,79996,235955,113136,122819,234086,114520,119566,194788,94489,100299,163198,77628,85570,151467,70763,80704,143899,66533,77366,146976,67060,79916,138759,62469,76290,117164,51428,65736,93079,39838,53241,60848,24545,36303,45813,17719,28094,50980,17148,33832,35.7,34.2,37.1
50,36,49,New York,Lewis County,11,26486,13438,13048,1657,856,801,3032,1595,1437,1396,709,687,1992,1009,983,21123,10631,10492,20401,10278,10123,9030,4621,4409,5981,3077,2904,7554,3877,3677,4874,2315,2559,1657,856,801,1691,876,815,1680,893,787,1611,813,798,1438,731,707,1531,810,721,1510,788,722,1549,776,773,1391,703,688,1615,840,775,1772,899,873,2124,1085,1039,2043,1053,990,1622,817,805,1130,557,573,860,420,440,619,281,338,643,240,403,42,41.3,42.8
50,36,49,New York,Lewis County,14,26296,13338,12958,1632,850,782,3038,1577,1461,1338,684,654,1970,1006,964,20968,10576,10392,20288,10227,10061,8929,4583,4346,5954,3062,2892,7364,3802,3562,5000,2357,2643,1632,850,782,1699,880,819,1672,866,806,1547,795,752,1428,726,702,1523,788,735,1492,797,695,1542,780,762,1397,697,700,1558,807,751,1664,871,793,2124,1084,1040,2018,1040,978,1681,812,869,1193,592,601,858,424,434,633,282,351,635,247,388,42.2,41.3,43
50,36,51,New York,Livingston County,11,63213,31776,31437,2686,1406,1280,5717,2900,2817,2749,1400,1349,9612,4604,5008,53443,26784,26659,52061,26070,25991,25114,13040,12074,13429,7372,6057,17798,8946,8852,11222,5148,6074,2686,1406,1280,3069,1571,1498,3324,1665,1659,5246,2560,2686,6439,3108,3331,3494,2038,1456,3350,1821,1529,3457,1810,1647,3128,1703,1425,3865,2011,1854,4386,2197,2189,4974,2465,2509,4573,2273,2300,3712,1818,1894,2858,1362,1496,1913,864,1049,1301,590,711,1438,514,924,40.8,39.8,42.2
50,36,51,New York,Livingston County,14,62914,31613,31301,2662,1368,1294,5621,2876,2745,2766,1402,1364,9504,4555,4949,53250,26667,26583,51865,25967,25898,25121,13026,12095,13552,7433,6119,17273,8703,8570,11536,5276,6260,2662,1368,1294,3023,1549,1474,3299,1691,1608,5181,2493,2688,6388,3100,3288,3497,2002,1495,3357,1841,1516,3484,1805,1679,3214,1785,1429,3603,1914,1689,4174,2063,2111,4848,2415,2433,4648,2311,2337,3761,1825,1936,2980,1430,1550,2035,922,1113,1299,588,711,1461,511,950,40.8,39.9,42.1
50,36,53,New York,Madison County,11,71117,35074,36043,3398,1838,1560,6851,3488,3363,3353,1626,1727,9194,4449,4745,59237,28957,30280,57515,28122,29393,26712,13235,13477,14969,7562,7407,20373,10077,10296,12979,6034,6945,3398,1838,1560,3634,1878,1756,4021,2012,2009,6042,2854,3188,5701,2819,2882,3757,1926,1831,3749,1901,1848,3874,1962,1912,3589,1773,1816,4230,2061,2169,5128,2569,2559,5682,2821,2861,5333,2626,2707,4287,2133,2154,3226,1586,1640,2361,1062,1299,1530,668,862,1575,585,990,42,41,42.9
50,36,53,New York,Madison County,14,70941,35016,35925,3438,1811,1627,6720,3443,3277,3296,1631,1665,9066,4404,4662,59173,28927,30246,57487,28131,29356,26529,13155,13374,14971,7550,7421,20056,9930,10126,13394,6247,7147,3438,1811,1627,3602,1888,1714,3922,1985,1937,5940,2822,3118,5618,2783,2835,3736,1893,1843,3718,1866,1852,3895,1986,1909,3622,1805,1817,4060,1998,2062,4843,2435,2408,5621,2735,2886,5532,2762,2770,4410,2191,2219,3380,1666,1714,2454,1122,1332,1577,689,888,1573,579,994,42.2,41.2,43.2
50,36,55,New York,Monroe County,11,742864,358328,384536,40852,20960,19892,77375,39293,38082,36165,18504,17661,73413,36961,36452,606822,288884,317938,588472,279571,308901,290185,143659,146526,189450,92744,96706,196784,94118,102666,128825,55748,73077,40852,20960,19892,42467,21495,20972,43751,22348,21403,50138,25711,24427,50597,25204,25393,54399,27225,27174,50913,24971,25942,44908,21786,23122,39230,18762,20468,44846,21424,23422,49146,23583,25563,53589,25503,28086,49203,23608,25595,40883,19015,21868,32104,14512,17592,22192,9695,12497,15043,6257,8786,18603,6269,12334,39.2,37.5,41
50,36,55,New York,Monroe County,14,741770,357579,384191,40401,20687,19714,76980,39099,37881,35554,18218,17336,71971,36118,35853,606933,288866,318067,588835,279575,309260,290322,143749,146573,191426,93803,97623,192943,92157,100786,132495,57497,74998,40401,20687,19714,42431,21462,20969,43178,22027,21151,49536,25429,24107,49360,24517,24843,53653,26691,26962,52108,25683,26425,45777,22377,23400,39888,19052,20836,42598,20260,22338,47766,22907,24859,52818,25144,27674,49761,23846,25915,41751,19491,22260,33489,15098,18391,23163,10131,13032,15493,6409,9084,18599,6368,12231,39.4,37.7,41
50,36,57,New York,Montgomery County,11,49394,24362,25032,3155,1606,1549,5568,2873,2695,2602,1379,1223,3913,1994,1919,39360,19174,20186,38069,18504,19565,17694,8942,8752,11828,5918,5910,13197,6453,6744,9131,4139,4992,3155,1606,1549,3030,1570,1460,3187,1652,1535,3031,1580,1451,2835,1444,1391,3015,1573,1442,3140,1531,1609,3012,1459,1553,2661,1355,1306,2944,1443,1501,3240,1606,1634,3511,1657,1854,3502,1747,1755,2888,1462,1426,2283,1127,1156,1491,667,824,1031,417,614,1438,466,972,40.5,39.2,42
50,36,57,New York,Montgomery County,14,49221,24277,24944,3146,1602,1544,5514,2838,2676,2620,1375,1245,3800,1949,1851,39246,19159,20087,37941,18462,19479,17620,8934,8686,11872,5938,5934,12960,6319,6641,9309,4256,5053,3146,1602,1544,3024,1549,1475,3162,1617,1545,2990,1581,1409,2758,1415,1343,3063,1576,1487,3034,1492,1542,3083,1514,1569,2692,1356,1336,2919,1433,1486,3113,1530,1583,3465,1652,1813,3463,1704,1759,2953,1494,1459,2345,1152,1193,1581,728,853,1017,420,597,1413,462,951,40.6,39.3,42
50,36,59,New York,Nassau County,11,1357534,661241,696293,74390,38129,36261,146992,75357,71635,70750,36256,34494,118826,60615,58211,1101050,529806,571244,1065402,511499,553903,493611,248637,244974,321521,160624,160897,383456,185125,198331,241599,105135,136464,74390,38129,36261,79883,40984,38899,84595,43231,41364,86277,44458,41819,85813,43555,42258,81218,41588,39630,77366,38597,38769,81245,40056,41189,81692,40383,41309,89727,43673,46054,99081,47684,51397,102578,49583,52995,92070,44185,47885,74921,35391,39530,58097,26999,31098,40347,17419,22928,29709,11930,17779,38525,13396,25129,41.7,40,43.4
50,36,59,New York,Nassau County,14,1356924,661741,695183,74099,37916,36183,146850,75416,71434,70007,35905,34102,116998,59626,57372,1101115,530610,570505,1065968,512504,553464,493512,248767,244745,323778,162126,161652,378502,182959,195543,246690,107793,138897,74099,37916,36183,80166,41200,38966,83955,43106,40849,85407,43859,41548,84327,42782,41545,82263,42136,40127,77683,39005,38678,81657,40335,41322,82175,40650,41525,87200,42662,44538,96033,46291,49742,102220,49375,52845,93049,44631,48418,76248,36026,40222,60569,28249,32320,41661,18051,23610,29790,11997,17793,38422,13470,24952,41.8,40.1,43.5
50,36,61,New York,New York County,11,1629055,771374,857681,77430,39385,38045,111282,56103,55179,45041,22454,22587,145391,65118,80273,1417572,664465,753107,1395302,653432,741870,774290,372140,402150,595372,290349,305023,383679,187213,196466,270860,110752,160108,77430,39385,38045,64802,32756,32046,57994,29128,28866,68084,31674,36410,110834,50117,60717,188038,89098,98940,174362,85676,88686,128921,64088,64833,104051,51487,52564,101383,50403,50980,97829,48850,48979,94707,46300,48407,89760,41660,48100,80174,35133,45041,66750,27637,39113,49859,20268,29591,34270,13641,20629,39807,14073,25734,37.7,37,38.3
