,Week Ending Date,County,Season,FIPS,Count
1668,2021-01-30,GREENE,2020-2021,36039,0
1669,2021-01-30,WAYNE,2020-2021,36117,0
1670,2021-01-30,LIVINGSTON,2020-2021,36051,0
1671,2021-01-30,SUFFOLK,2020-2021,36103,33
1672,2021-01-30,MONROE,2020-2021,36055,1
1673,2021-01-30,SULLIVAN,2020-2021,36105,3
1674,2021-02-06,SENECA,2020-2021,36099,0
1675,2021-02-06,NASSAU,2020-2021,36059,22
1676,2021-02-06,NEW YORK,2020-2021,36061,57
1677,2021-02-06,TIOGA,2020-2021,36107,0
1678,2021-02-06,DUTCHESS,2020-2021,36027,2
1679,2021-02-06,WESTCHESTER,2020-2021,36119,5
1680,2021-02-06,NIAGARA,2020-2021,36063,4
1681,2021-02-06,ERIE,2020-2021,36029,12
1682,2021-02-06,WARREN,2020-2021,36113,3
1683,2021-02-06,DELAWARE,2020-2021,36025,2
1684,2021-02-06,ONONDAGA,2020-2021,36067,0
1685,2021-02-06,JEFFERSON,2020-2021,36045,5
1686,2021-02-06,ONTARIO,2020-2021,36069,0
1687,2021-02-06,CORTLAND,2020-2021,36023,0
1688,2021-02-06,ORANGE,2020-2021,36071,3
1689,2021-02-06,COLUMBIA,2020-2021,36021,0
1690,2021-02-06,ONEIDA,2020-2021,36065,0
1691,2021-02-06,YATES,2020-2021,36123,0
1692,2021-02-06,MONTGOMERY,2020-2021,36057,1
1693,2021-02-06,ESSEX,2020-2021,36031,4
1694,2021-02-06,KINGS,2020-2021,36047,38
1695,2021-02-06,HAMILTON,2020-2021,36041,0
1696,2021-02-06,LEWIS,2020-2021,36049,0
1697,2021-02-06,GREENE,2020-2021,36039,0
1698,2021-02-06,WAYNE,2020-2021,36117,0
1699,2021-02-06,LIVINGSTON,2020-2021,36051,1
1700,2021-02-06,WASHINGTON,2020-2021,36115,1
1701,2021-02-06,STEUBEN,2020-2021,36101,1
1702,2021-02-06,GENESEE,2020-2021,36037,0
1703,2021-02-06,MADISON,2020-2021,36053,0
1704,2021-02-06,FULTON,2020-2021,36035,3
1705,2021-02-06,ALBANY,2020-2021,36001,2
1706,2021-02-06,SULLIVAN,2020-2021,36105,0
1707,2021-02-06,FRANKLIN,2020-2021,36033,0
1708,2021-02-06,MONROE,2020-2021,36055,1
1709,2021-02-06,ST LAWRENCE,2020-2021,36089,1
1710,2021-02-06,ORLEANS,2020-2021,36073,1
1711,2021-02-06,HERKIMER,2020-2021,36043,0
1712,2021-02-06,CAYUGA,2020-2021,36011,0
1713,2021-02-06,CATTARAUGUS,2020-2021,36009,8
1714,2021-02-06,ROCKLAND,2020-2021,36087,0
1715,2021-02-06,CLINTON,2020-2021,36019,1
1716,2021-02-06,BROOME,2020-2021,36007,0
1717,2021-02-06,RICHMOND,2020-2021,36085,1
1718,2021-02-06,SCHENECTADY,2020-2021,36093,0
1719,2021-02-06,CHAUTAUQUA,2020-2021,36013,1
1720,2021-02-06,SCHOHARIE,2020-2021,36095,1
1721,2021-02-06,RENSSELAER,2020-2021,36083,3
1722,2021-02-06,TOMPKINS,2020-2021,36109,1
1723,2021-02-06,BRONX,2020-2021,36005,11
1724,2021-02-06,ALLEGANY,2020-2021,36003,0
1725,2021-02-06,PUTNAM,2020-2021,36079,1
1726,2021-02-06,QUEENS,2020-2021,36081,19
1727,2021-02-06,SARATOGA,2020-2021,36091,1
1728,2021-02-06,WYOMING,2020-2021,36121,0
1729,2021-02-06,OSWEGO,2020-2021,36075,0
1730,2021-02-06,CHEMUNG,2020-2021,36015,0
1731,2021-02-06,OTSEGO,2020-2021,36077,3
1732,2021-02-06,ULSTER,2020-2021,36111,2
1733,2021-02-06,SUFFOLK,2020-2021,36103,22
1734,2021-02-06,CHENANGO,2020-2021,36017,1
1735,2021-02-06,SCHUYLER,2020-2021,36097,0
1736,2021-02-13,ALBANY,2020-2021,36001,1
1737,2021-02-13,SARATOGA,2020-2021,36091,5
1738,2021-02-13,MADISON,2020-2021,36053,2
1739,2021-02-13,JEFFERSON,2020-2021,36045,5
1740,2021-02-13,SCHUYLER,2020-2021,36097,0
1741,2021-02-13,LEWIS,2020-2021,36049,0
1742,2021-02-13,SCHOHARIE,2020-2021,36095,0
1743,2021-02-13,SCHENECTADY,2020-2021,36093,0
1744,2021-02-13,SENECA,2020-2021,36099,0
1745,2021-02-13,WASHINGTON,2020-2021,36115,2
1746,2021-02-13,LIVINGSTON,2020-2021,36051,1
1747,2021-02-13,SULLIVAN,2020-2021,36105,1
1748,2021-02-13,KINGS,2020-2021,36047,22
1749,2021-02-13,ORLEANS,2020-2021,36073,1
1750,2021-02-13,MONROE,2020-2021,36055,0
1751,2021-02-13,ST LAWRENCE,2020-2021,36089,0
1752,2021-02-13,OSWEGO,2020-2021,36075,0
1753,2021-02-13,ORANGE,2020-2021,36071,3
1754,2021-02-13,ONTARIO,2020-2021,36069,1
1755,2021-02-13,ULSTER,2020-2021,36111,0
1756,2021-02-13,ONEIDA,2020-2021,36065,0
1757,2021-02-13,OTSEGO,2020-2021,36077,2
1758,2021-02-13,WARREN,2020-2021,36113,0
1759,2021-02-13,TOMPKINS,2020-2021,36109,0
1760,2021-02-13,NIAGARA,2020-2021,36063,0
1761,2021-02-13,QUEENS,2020-2021,36081,6
1762,2021-02-13,NEW YORK,2020-2021,36061,3
1763,2021-02-13,YATES,2020-2021,36123,0
1764,2021-02-13,NASSAU,2020-2021,36059,7
1765,2021-02-13,RENSSELAER,2020-2021,36083,2
1766,2021-02-13,RICHMOND,2020-2021,36085,1
1767,2021-02-13,MONTGOMERY,2020-2021,36057,0
1768,2021-02-13,ROCKLAND,2020-2021,36087,0
1769,2021-02-13,PUTNAM,2020-2021,36079,0
1770,2021-02-13,ONONDAGA,2020-2021,36067,0
1771,2021-02-13,STEUBEN,2020-2021,36101,0
1772,2021-02-13,CHENANGO,2020-2021,36017,1
1773,2021-02-13,CHAUTAUQUA,2020-2021,36013,3
1774,2021-02-13,WESTCHESTER,2020-2021,36119,17
1775,2021-02-13,GENESEE,2020-2021,36037,0
1776,2021-02-13,CAYUGA,2020-2021,36011,0
1777,2021-02-13,ERIE,2020-2021,36029,6
1778,2021-02-13,COLUMBIA,2020-2021,36021,0
1779,2021-02-13,FRANKLIN,2020-2021,36033,0
1780,2021-02-13,FULTON,2020-2021,36035,7
1781,2021-02-13,CATTARAUGUS,2020-2021,36009,9
1782,2021-02-13,WAYNE,2020-2021,36117,1
1783,2021-02-13,CORTLAND,2020-2021,36023,1
1784,2021-02-13,ESSEX,2020-2021,36031,3
1785,2021-02-13,BROOME,2020-2021,36007,2
1786,2021-02-13,GREENE,2020-2021,36039,0
1787,2021-02-13,WYOMING,2020-2021,36121,0
1788,2021-02-13,HERKIMER,2020-2021,36043,2
1789,2021-02-13,BRONX,2020-2021,36005,5
1790,2021-02-13,ALLEGANY,2020-2021,36003,1
1791,2021-02-13,HAMILTON,2020-2021,36041,0
1792,2021-02-13,TIOGA,2020-2021,36107,0
1793,2021-02-13,SUFFOLK,2020-2021,36103,29
1794,2021-02-13,CHEMUNG,2020-2021,36015,0
1795,2021-02-13,DELAWARE,2020-2021,36025,0
1796,2021-02-13,DUTCHESS,2020-2021,36027,3
1797,2021-02-13,CLINTON,2020-2021,36019,2
1798,2021-02-20,ORLEANS,2020-2021,36073,1
1799,2021-02-20,CHENANGO,2020-2021,36017,0
1800,2021-02-20,HERKIMER,2020-2021,36043,0
1801,2021-02-20,ST LAWRENCE,2020-2021,36089,0
1802,2021-02-20,ORANGE,2020-2021,36071,1
1803,2021-02-20,ONTARIO,2020-2021,36069,0
1804,2021-02-20,ONONDAGA,2020-2021,36067,1
1805,2021-02-20,ONEIDA,2020-2021,36065,3
1806,2021-02-20,DELAWARE,2020-2021,36025,1
1807,2021-02-20,CLINTON,2020-2021,36019,0
1808,2021-02-20,COLUMBIA,2020-2021,36021,0
1809,2021-02-20,WYOMING,2020-2021,36121,0
1810,2021-02-20,ULSTER,2020-2021,36111,1
1811,2021-02-20,SENECA,2020-2021,36099,0
1812,2021-02-20,SCHUYLER,2020-2021,36097,0
1813,2021-02-20,SUFFOLK,2020-2021,36103,19
1814,2021-02-20,SCHOHARIE,2020-2021,36095,2
1815,2021-02-20,SCHENECTADY,2020-2021,36093,1
1816,2021-02-20,BRONX,2020-2021,36005,1
1817,2021-02-20,SARATOGA,2020-2021,36091,0
1818,2021-02-20,BROOME,2020-2021,36007,2
1819,2021-02-20,TOMPKINS,2020-2021,36109,0
1820,2021-02-20,ROCKLAND,2020-2021,36087,0
1821,2021-02-20,CATTARAUGUS,2020-2021,36009,10
1822,2021-02-20,RICHMOND,2020-2021,36085,0
1823,2021-02-20,CAYUGA,2020-2021,36011,0
1824,2021-02-20,RENSSELAER,2020-2021,36083,0
1825,2021-02-20,QUEENS,2020-2021,36081,19
1826,2021-02-20,CHAUTAUQUA,2020-2021,36013,4
1827,2021-02-20,PUTNAM,2020-2021,36079,0
1828,2021-02-20,OTSEGO,2020-2021,36077,2
1829,2021-02-20,CHEMUNG,2020-2021,36015,0
1830,2021-02-20,OSWEGO,2020-2021,36075,0
1831,2021-02-20,WARREN,2020-2021,36113,1
1832,2021-02-20,CORTLAND,2020-2021,36023,1
1833,2021-02-20,ALLEGANY,2020-2021,36003,0
1834,2021-02-20,ERIE,2020-2021,36029,5
1835,2021-02-20,LEWIS,2020-2021,36049,0
1836,2021-02-20,WAYNE,2020-2021,36117,0
1837,2021-02-20,MONROE,2020-2021,36055,1
1838,2021-02-20,ESSEX,2020-2021,36031,1
1839,2021-02-20,WASHINGTON,2020-2021,36115,0
1840,2021-02-20,MONTGOMERY,2020-2021,36057,0
1841,2021-02-20,FRANKLIN,2020-2021,36033,0
1842,2021-02-20,FULTON,2020-2021,36035,3
1843,2021-02-20,NIAGARA,2020-2021,36063,0
1844,2021-02-20,ALBANY,2020-2021,36001,0
1845,2021-02-20,STEUBEN,2020-2021,36101,0
1846,2021-02-20,GENESEE,2020-2021,36037,0
1847,2021-02-20,SULLIVAN,2020-2021,36105,1
1848,2021-02-20,MADISON,2020-2021,36053,0
1849,2021-02-20,GREENE,2020-2021,36039,0
1850,2021-02-20,LIVINGSTON,2020-2021,36051,0
1851,2021-02-20,HAMILTON,2020-2021,36041,0
1852,2021-02-20,NEW YORK,2020-2021,36061,5
1853,2021-02-20,NASSAU,2020-2021,36059,8
1854,2021-02-20,JEFFERSON,2020-2021,36045,2
1855,2021-02-20,WESTCHESTER,2020-2021,36119,3
1856,2021-02-20,KINGS,2020-2021,36047,9
1857,2021-02-20,TIOGA,2020-2021,36107,0
1858,2021-02-20,DUTCHESS,2020-2021,36027,0
1859,2021-02-20,YATES,2020-2021,36123,0
1860,2021-02-27,RICHMOND,2020-2021,36085,2
1861,2021-02-27,KINGS,2020-2021,36047,38
1862,2021-02-27,HAMILTON,2020-2021,36041,0
1863,2021-02-27,SCHUYLER,2020-2021,36097,0
1864,2021-02-27,RENSSELAER,2020-2021,36083,1
1865,2021-02-27,HERKIMER,2020-2021,36043,0
1866,2021-02-27,GENESEE,2020-2021,36037,0
1867,2021-02-27,CATTARAUGUS,2020-2021,36009,1
1868,2021-02-27,JEFFERSON,2020-2021,36045,2
1869,2021-02-27,WAYNE,2020-2021,36117,0
1870,2021-02-27,ROCKLAND,2020-2021,36087,0
1871,2021-02-27,TOMPKINS,2020-2021,36109,0
1872,2021-02-27,WASHINGTON,2020-2021,36115,0
1873,2021-02-27,GREENE,2020-2021,36039,0
1874,2021-02-27,BROOME,2020-2021,36007,0
1875,2021-02-27,SULLIVAN,2020-2021,36105,2
1876,2021-02-27,CAYUGA,2020-2021,36011,0
1877,2021-02-27,SCHENECTADY,2020-2021,36093,0
1878,2021-02-27,SARATOGA,2020-2021,36091,2
1879,2021-02-27,BRONX,2020-2021,36005,2
1880,2021-02-27,SCHOHARIE,2020-2021,36095,0
1881,2021-02-27,LEWIS,2020-2021,36049,0
1882,2021-02-27,NIAGARA,2020-2021,36063,0
1883,2021-02-27,LIVINGSTON,2020-2021,36051,0
1884,2021-02-27,WARREN,2020-2021,36113,4
1885,2021-02-27,WESTCHESTER,2020-2021,36119,3
1886,2021-02-27,DELAWARE,2020-2021,36025,0
1887,2021-02-27,YATES,2020-2021,36123,0
1888,2021-02-27,NEW YORK,2020-2021,36061,10
1889,2021-02-27,ONEIDA,2020-2021,36065,1
1890,2021-02-27,CORTLAND,2020-2021,36023,1
1891,2021-02-27,ONONDAGA,2020-2021,36067,4
1892,2021-02-27,NASSAU,2020-2021,36059,18
1893,2021-02-27,COLUMBIA,2020-2021,36021,0
1894,2021-02-27,ONTARIO,2020-2021,36069,0
1895,2021-02-27,DUTCHESS,2020-2021,36027,1
1896,2021-02-27,MONTGOMERY,2020-2021,36057,0
1897,2021-02-27,CLINTON,2020-2021,36019,2
1898,2021-02-27,QUEENS,2020-2021,36081,22
1899,2021-02-27,ORANGE,2020-2021,36071,2
1900,2021-02-27,CHENANGO,2020-2021,36017,0
1901,2021-02-27,MONROE,2020-2021,36055,0
1902,2021-02-27,ORLEANS,2020-2021,36073,0
1903,2021-02-27,ESSEX,2020-2021,36031,3
1904,2021-02-27,OSWEGO,2020-2021,36075,3
1905,2021-02-27,ULSTER,2020-2021,36111,2
1906,2021-02-27,ALLEGANY,2020-2021,36003,0
1907,2021-02-27,CHEMUNG,2020-2021,36015,0
1908,2021-02-27,FRANKLIN,2020-2021,36033,0
1909,2021-02-27,OTSEGO,2020-2021,36077,0
1910,2021-02-27,FULTON,2020-2021,36035,1
1911,2021-02-27,PUTNAM,2020-2021,36079,0
1912,2021-02-27,CHAUTAUQUA,2020-2021,36013,1
1913,2021-02-27,ALBANY,2020-2021,36001,1
1914,2021-02-27,ERIE,2020-2021,36029,6
1915,2021-02-27,WYOMING,2020-2021,36121,0
1916,2021-02-27,SUFFOLK,2020-2021,36103,12
1917,2021-02-27,MADISON,2020-2021,36053,0
1918,2021-02-27,TIOGA,2020-2021,36107,0
1919,2021-02-27,SENECA,2020-2021,36099,0
1920,2021-02-27,STEUBEN,2020-2021,36101,0
1921,2021-02-27,ST LAWRENCE,2020-2021,36089,0
1922,2021-03-06,WYOMING,2020-2021,36121,0
1923,2021-03-06,LEWIS,2020-2021,36049,0
1924,2021-03-06,FRANKLIN,2020-2021,36033,0
1925,2021-03-06,QUEENS,2020-2021,36081,6
1926,2021-03-06,SULLIVAN,2020-2021,36105,0
1927,2021-03-06,SARATOGA,2020-2021,36091,1
1928,2021-03-06,SENECA,2020-2021,36099,0
1929,2021-03-06,PUTNAM,2020-2021,36079,1
1930,2021-03-06,OSWEGO,2020-2021,36075,0
1931,2021-03-06,COLUMBIA,2020-2021,36021,0
1932,2021-03-06,ESSEX,2020-2021,36031,9
1933,2021-03-06,WASHINGTON,2020-2021,36115,2
1934,2021-03-06,ONTARIO,2020-2021,36069,0
1935,2021-03-06,STEUBEN,2020-2021,36101,0
1936,2021-03-06,CAYUGA,2020-2021,36011,0
1937,2021-03-06,SCHUYLER,2020-2021,36097,0
1938,2021-03-06,CHAUTAUQUA,2020-2021,36013,0
1939,2021-03-06,CLINTON,2020-2021,36019,0
1940,2021-03-06,ROCKLAND,2020-2021,36087,1
1941,2021-03-06,CHENANGO,2020-2021,36017,0
1942,2021-03-06,HERKIMER,2020-2021,36043,4
1943,2021-03-06,GREENE,2020-2021,36039,1
1944,2021-03-06,WAYNE,2020-2021,36117,0
1945,2021-03-06,CHEMUNG,2020-2021,36015,0
1946,2021-03-06,ONONDAGA,2020-2021,36067,1
1947,2021-03-06,ORANGE,2020-2021,36071,3
1948,2021-03-06,ONEIDA,2020-2021,36065,0
1949,2021-03-06,JEFFERSON,2020-2021,36045,2
1950,2021-03-06,WARREN,2020-2021,36113,1
1951,2021-03-06,GENESEE,2020-2021,36037,0
1952,2021-03-06,KINGS,2020-2021,36047,22
1953,2021-03-06,TOMPKINS,2020-2021,36109,0
1954,2021-03-06,SCHOHARIE,2020-2021,36095,1
1955,2021-03-06,FULTON,2020-2021,36035,0
1956,2021-03-06,NEW YORK,2020-2021,36061,7
1957,2021-03-06,LIVINGSTON,2020-2021,36051,0
1958,2021-03-06,HAMILTON,2020-2021,36041,0
1959,2021-03-06,TIOGA,2020-2021,36107,0
1960,2021-03-06,DELAWARE,2020-2021,36025,1
1961,2021-03-06,RICHMOND,2020-2021,36085,2
1962,2021-03-06,ALLEGANY,2020-2021,36003,2
1963,2021-03-06,CORTLAND,2020-2021,36023,0
1964,2021-03-06,BROOME,2020-2021,36007,0
1965,2021-03-06,BRONX,2020-2021,36005,6
1966,2021-03-06,DUTCHESS,2020-2021,36027,1
1967,2021-03-06,ORLEANS,2020-2021,36073,1
1968,2021-03-06,ST LAWRENCE,2020-2021,36089,0
1969,2021-03-06,MADISON,2020-2021,36053,0
1970,2021-03-06,MONROE,2020-2021,36055,1
1971,2021-03-06,ALBANY,2020-2021,36001,0
1972,2021-03-06,SCHENECTADY,2020-2021,36093,0
1973,2021-03-06,SUFFOLK,2020-2021,36103,7
1974,2021-03-06,ULSTER,2020-2021,36111,0
1975,2021-03-06,NASSAU,2020-2021,36059,5
1976,2021-03-06,YATES,2020-2021,36123,0
1977,2021-03-06,ERIE,2020-2021,36029,7
1978,2021-03-06,NIAGARA,2020-2021,36063,0
1979,2021-03-06,OTSEGO,2020-2021,36077,0
1980,2021-03-06,RENSSELAER,2020-2021,36083,3
1981,2021-03-06,MONTGOMERY,2020-2021,36057,2
1982,2021-03-06,CATTARAUGUS,2020-2021,36009,7
1983,2021-03-06,WESTCHESTER,2020-2021,36119,3
1984,2021-03-13,CHENANGO,2020-2021,36017,0
1985,2021-03-13,ST LAWRENCE,2020-2021,36089,0
1986,2021-03-13,ORANGE,2020-2021,36071,4
1987,2021-03-13,SCHENECTADY,2020-2021,36093,0
1988,2021-03-13,GENESEE,2020-2021,36037,0
1989,2021-03-13,WAYNE,2020-2021,36117,1
1990,2021-03-13,OSWEGO,2020-2021,36075,1
1991,2021-03-13,WESTCHESTER,2020-2021,36119,7
1992,2021-03-13,ONONDAGA,2020-2021,36067,2
1993,2021-03-13,CORTLAND,2020-2021,36023,2
1994,2021-03-13,DELAWARE,2020-2021,36025,3
1995,2021-03-13,ERIE,2020-2021,36029,6
1996,2021-03-13,ONTARIO,2020-2021,36069,0
1997,2021-03-13,DUTCHESS,2020-2021,36027,1
1998,2021-03-13,GREENE,2020-2021,36039,0
1999,2021-03-13,NEW YORK,2020-2021,36061,3
2000,2021-03-13,COLUMBIA,2020-2021,36021,0
2001,2021-03-13,TOMPKINS,2020-2021,36109,0
2002,2021-03-13,SARATOGA,2020-2021,36091,1
2003,2021-03-13,QUEENS,2020-2021,36081,9
2004,2021-03-13,FRANKLIN,2020-2021,36033,0
2005,2021-03-13,CLINTON,2020-2021,36019,0
2006,2021-03-13,TIOGA,2020-2021,36107,0
2007,2021-03-13,FULTON,2020-2021,36035,0
2008,2021-03-13,SCHOHARIE,2020-2021,36095,2
2009,2021-03-13,ORLEANS,2020-2021,36073,0
2010,2021-03-13,ESSEX,2020-2021,36031,4
2011,2021-03-13,NASSAU,2020-2021,36059,12
2012,2021-03-13,HAMILTON,2020-2021,36041,0
2013,2021-03-13,LEWIS,2020-2021,36049,0
2014,2021-03-13,SENECA,2020-2021,36099,0
2015,2021-03-13,ALLEGANY,2020-2021,36003,0
2016,2021-03-13,SCHUYLER,2020-2021,36097,0
2017,2021-03-13,WASHINGTON,2020-2021,36115,0
2018,2021-03-13,STEUBEN,2020-2021,36101,0
2019,2021-03-13,CAYUGA,2020-2021,36011,0
2020,2021-03-13,ULSTER,2020-2021,36111,0
2021,2021-03-13,LIVINGSTON,2020-2021,36051,1
2022,2021-03-13,NIAGARA,2020-2021,36063,1
2023,2021-03-13,CATTARAUGUS,2020-2021,36009,7
2024,2021-03-13,OTSEGO,2020-2021,36077,1
2025,2021-03-13,RENSSELAER,2020-2021,36083,3
2026,2021-03-13,BROOME,2020-2021,36007,0
2027,2021-03-13,RICHMOND,2020-2021,36085,2
2028,2021-03-13,MADISON,2020-2021,36053,0
2029,2021-03-13,MONROE,2020-2021,36055,4
2030,2021-03-13,BRONX,2020-2021,36005,3
2031,2021-03-13,YATES,2020-2021,36123,0
2032,2021-03-13,SUFFOLK,2020-2021,36103,19
2033,2021-03-13,MONTGOMERY,2020-2021,36057,0
2034,2021-03-13,SULLIVAN,2020-2021,36105,3
2035,2021-03-13,CHAUTAUQUA,2020-2021,36013,0
2036,2021-03-13,ALBANY,2020-2021,36001,0
2037,2021-03-13,ROCKLAND,2020-2021,36087,0
2038,2021-03-13,WARREN,2020-2021,36113,1
2039,2021-03-13,HERKIMER,2020-2021,36043,0
2040,2021-03-13,KINGS,2020-2021,36047,10
2041,2021-03-13,CHEMUNG,2020-2021,36015,0
2042,2021-03-13,ONEIDA,2020-2021,36065,0
2043,2021-03-13,PUTNAM,2020-2021,36079,0
2044,2021-03-13,JEFFERSON,2020-2021,36045,1
2045,2021-03-13,WYOMING,2020-2021,36121,0
2046,2021-03-20,SULLIVAN,2020-2021,36105,0
2047,2021-03-20,GENESEE,2020-2021,36037,0
2048,2021-03-20,ONONDAGA,2020-2021,36067,0
2049,2021-03-20,RENSSELAER,2020-2021,36083,1
2050,2021-03-20,RICHMOND,2020-2021,36085,0
2051,2021-03-20,STEUBEN,2020-2021,36101,0
2052,2021-03-20,MADISON,2020-2021,36053,0
2053,2021-03-20,NASSAU,2020-2021,36059,14
2054,2021-03-20,MONROE,2020-2021,36055,1
2055,2021-03-20,WESTCHESTER,2020-2021,36119,5
2056,2021-03-20,HERKIMER,2020-2021,36043,0
2057,2021-03-20,HAMILTON,2020-2021,36041,0
2058,2021-03-20,SCHENECTADY,2020-2021,36093,0
2059,2021-03-20,MONTGOMERY,2020-2021,36057,1
2060,2021-03-20,WAYNE,2020-2021,36117,0
2061,2021-03-20,DUTCHESS,2020-2021,36027,0
2062,2021-03-20,JEFFERSON,2020-2021,36045,2
2063,2021-03-20,FRANKLIN,2020-2021,36033,0
2064,2021-03-20,QUEENS,2020-2021,36081,9
2065,2021-03-20,LEWIS,2020-2021,36049,0
2066,2021-03-20,YATES,2020-2021,36123,0
2067,2021-03-20,ROCKLAND,2020-2021,36087,1
2068,2021-03-20,KINGS,2020-2021,36047,12
2069,2021-03-20,SARATOGA,2020-2021,36091,1
2070,2021-03-20,ALBANY,2020-2021,36001,1
2071,2021-03-20,GREENE,2020-2021,36039,0
2072,2021-03-20,TIOGA,2020-2021,36107,0
2073,2021-03-20,NIAGARA,2020-2021,36063,0
2074,2021-03-20,WASHINGTON,2020-2021,36115,0
2075,2021-03-20,FULTON,2020-2021,36035,0
2076,2021-03-20,ST LAWRENCE,2020-2021,36089,0
2077,2021-03-20,WARREN,2020-2021,36113,2
2078,2021-03-20,ONTARIO,2020-2021,36069,0
2079,2021-03-20,TOMPKINS,2020-2021,36109,0
2080,2021-03-20,ERIE,2020-2021,36029,4
2081,2021-03-20,LIVINGSTON,2020-2021,36051,0
2082,2021-03-20,ESSEX,2020-2021,36031,4
2083,2021-03-20,ONEIDA,2020-2021,36065,0
2084,2021-03-20,NEW YORK,2020-2021,36061,0
2085,2021-03-20,COLUMBIA,2020-2021,36021,0
2086,2021-03-20,CHAUTAUQUA,2020-2021,36013,0
2087,2021-03-20,SCHOHARIE,2020-2021,36095,1
2088,2021-03-20,BROOME,2020-2021,36007,0
2089,2021-03-20,ORLEANS,2020-2021,36073,0
2090,2021-03-20,PUTNAM,2020-2021,36079,3
2091,2021-03-20,CORTLAND,2020-2021,36023,2
2092,2021-03-20,BRONX,2020-2021,36005,2
2093,2021-03-20,CLINTON,2020-2021,36019,0
2094,2021-03-20,DELAWARE,2020-2021,36025,1
2095,2021-03-20,CATTARAUGUS,2020-2021,36009,2
2096,2021-03-20,SUFFOLK,2020-2021,36103,21
2097,2021-03-20,OSWEGO,2020-2021,36075,1
2098,2021-03-20,OTSEGO,2020-2021,36077,2
2099,2021-03-20,WYOMING,2020-2021,36121,0
2100,2021-03-20,ALLEGANY,2020-2021,36003,0
2101,2021-03-20,CHENANGO,2020-2021,36017,2
2102,2021-03-20,CAYUGA,2020-2021,36011,1
2103,2021-03-20,SCHUYLER,2020-2021,36097,0
2104,2021-03-20,CHEMUNG,2020-2021,36015,0
2105,2021-03-20,ULSTER,2020-2021,36111,0
2106,2021-03-20,SENECA,2020-2021,36099,0
2107,2021-03-20,ORANGE,2020-2021,36071,3
2108,2021-03-27,YATES,2020-2021,36123,0
2109,2021-03-27,FRANKLIN,2020-2021,36033,0
2110,2021-03-27,ALBANY,2020-2021,36001,3
2111,2021-03-27,NIAGARA,2020-2021,36063,1
2112,2021-03-27,SCHUYLER,2020-2021,36097,0
2113,2021-03-27,CLINTON,2020-2021,36019,0
2114,2021-03-27,CHAUTAUQUA,2020-2021,36013,0
2115,2021-03-27,CAYUGA,2020-2021,36011,0
2116,2021-03-27,LEWIS,2020-2021,36049,0
2117,2021-03-27,SARATOGA,2020-2021,36091,2
2118,2021-03-27,SCHOHARIE,2020-2021,36095,0
2119,2021-03-27,ROCKLAND,2020-2021,36087,0
2120,2021-03-27,GREENE,2020-2021,36039,0
2121,2021-03-27,WAYNE,2020-2021,36117,0
2122,2021-03-27,HAMILTON,2020-2021,36041,0
2123,2021-03-27,ONEIDA,2020-2021,36065,0
2124,2021-03-27,CHEMUNG,2020-2021,36015,0
2125,2021-03-27,ONONDAGA,2020-2021,36067,0
2126,2021-03-27,HERKIMER,2020-2021,36043,0
2127,2021-03-27,WYOMING,2020-2021,36121,0
2128,2021-03-27,GENESEE,2020-2021,36037,0
2129,2021-03-27,OSWEGO,2020-2021,36075,0
2130,2021-03-27,JEFFERSON,2020-2021,36045,2
2131,2021-03-27,PUTNAM,2020-2021,36079,0
2132,2021-03-27,WARREN,2020-2021,36113,2
2133,2021-03-27,SULLIVAN,2020-2021,36105,0
2134,2021-03-27,KINGS,2020-2021,36047,8
2135,2021-03-27,TOMPKINS,2020-2021,36109,1
2136,2021-03-27,ST LAWRENCE,2020-2021,36089,0
2137,2021-03-27,FULTON,2020-2021,36035,7
2138,2021-03-27,SENECA,2020-2021,36099,0
2139,2021-03-27,QUEENS,2020-2021,36081,7
2140,2021-03-27,WASHINGTON,2020-2021,36115,0
2141,2021-03-27,CHENANGO,2020-2021,36017,1
2142,2021-03-27,BROOME,2020-2021,36007,0
2143,2021-03-27,WESTCHESTER,2020-2021,36119,5
2144,2021-03-27,MADISON,2020-2021,36053,0
2145,2021-03-27,DELAWARE,2020-2021,36025,2
2146,2021-03-27,OTSEGO,2020-2021,36077,1
2147,2021-03-27,ESSEX,2020-2021,36031,6
2148,2021-03-27,RICHMOND,2020-2021,36085,1
2149,2021-03-27,RENSSELAER,2020-2021,36083,2
2150,2021-03-27,TIOGA,2020-2021,36107,0
2151,2021-03-27,STEUBEN,2020-2021,36101,1
2152,2021-03-27,ALLEGANY,2020-2021,36003,0
2153,2021-03-27,NASSAU,2020-2021,36059,12
2154,2021-03-27,CORTLAND,2020-2021,36023,0
2155,2021-03-27,ERIE,2020-2021,36029,4
2156,2021-03-27,CATTARAUGUS,2020-2021,36009,1
2157,2021-03-27,BRONX,2020-2021,36005,3
2158,2021-03-27,MONROE,2020-2021,36055,2
2159,2021-03-27,ONTARIO,2020-2021,36069,0
2160,2021-03-27,ORLEANS,2020-2021,36073,0
2161,2021-03-27,LIVINGSTON,2020-2021,36051,0
2162,2021-03-27,ORANGE,2020-2021,36071,3
2163,2021-03-27,SUFFOLK,2020-2021,36103,11
2164,2021-03-27,ULSTER,2020-2021,36111,1
2165,2021-03-27,SCHENECTADY,2020-2021,36093,0
2166,2021-03-27,NEW YORK,2020-2021,36061,3
