Week Ending Date,County,Season,FIPS,Count
2021-02-20,ORANGE,2020-2021,36071,1
2021-02-20,ONTARIO,2020-2021,36069,0
2021-02-20,ONONDAGA,2020-2021,36067,1
2021-02-20,ONEIDA,2020-2021,36065,3
2021-02-20,DELAWARE,2020-2021,36025,1
2021-02-20,CLINTON,2020-2021,36019,0
2021-02-20,COLUMBIA,2020-2021,36021,0
2021-02-20,WYOMING,2020-2021,36121,0
2021-02-20,ULSTER,2020-2021,36111,1
2021-02-20,SENECA,2020-2021,36099,0
2021-02-20,SCHUYLER,2020-2021,36097,0
2021-02-20,SUFFOLK,2020-2021,36103,19
2021-02-20,SCHOHARIE,2020-2021,36095,2
2021-02-20,SCHENECTADY,2020-2021,36093,1
2021-02-20,BRONX,2020-2021,36005,1
2021-02-20,SARATOGA,2020-2021,36091,0
2021-02-20,BROOME,2020-2021,36007,2
2021-02-20,TOMPKINS,2020-2021,36109,0
2021-02-20,ROCKLAND,2020-2021,36087,0
2021-02-20,CATTARAUGUS,2020-2021,36009,10
2021-02-20,RICHMOND,2020-2021,36085,0
2021-02-20,CAYUGA,2020-2021,36011,0
2021-02-20,RENSSELAER,2020-2021,36083,0
2021-02-20,QUEENS,2020-2021,36081,19
2021-02-20,CHAUTAUQUA,2020-2021,36013,4
2021-02-20,PUTNAM,2020-2021,36079,0
2021-02-20,OTSEGO,2020-2021,36077,2
2021-02-20,CHEMUNG,2020-2021,36015,0
2021-02-20,OSWEGO,2020-2021,36075,0
2021-02-20,WARREN,2020-2021,36113,1
2021-02-20,CORTLAND,2020-2021,36023,1
2021-02-20,ALLEGANY,2020-2021,36003,0
2021-02-20,ERIE,2020-2021,36029,5
2021-02-20,LEWIS,2020-2021,36049,0
2021-02-20,WAYNE,2020-2021,36117,0
2021-02-20,MONROE,2020-2021,36055,1
2021-02-20,ESSEX,2020-2021,36031,1
2021-02-20,WASHINGTON,2020-2021,36115,0
2021-02-20,MONTGOMERY,2020-2021,36057,0
2021-02-20,FRANKLIN,2020-2021,36033,0
2021-02-20,FULTON,2020-2021,36035,3
2021-02-20,NIAGARA,2020-2021,36063,0
2021-02-20,ALBANY,2020-2021,36001,0
2021-02-20,STEUBEN,2020-2021,36101,0
2021-02-20,GENESEE,2020-2021,36037,0
2021-02-20,SULLIVAN,2020-2021,36105,1
2021-02-20,MADISON,2020-2021,36053,0
2021-02-20,GREENE,2020-2021,36039,0
2021-02-20,LIVINGSTON,2020-2021,36051,0
2021-02-20,HAMILTON,2020-2021,36041,0
2021-02-20,NEW YORK,2020-2021,36061,5
2021-02-20,NASSAU,2020-2021,36059,8
2021-02-20,JEFFERSON,2020-2021,36045,2
2021-02-20,WESTCHESTER,2020-2021,36119,3
2021-02-20,KINGS,2020-2021,36047,9
2021-02-20,TIOGA,2020-2021,36107,0
2021-02-20,DUTCHESS,2020-2021,36027,0
2021-02-20,YATES,2020-2021,36123,0
2021-02-27,RICHMOND,2020-2021,36085,2
2021-02-27,KINGS,2020-2021,36047,38
2021-02-27,HAMILTON,2020-2021,36041,0
2021-02-27,SCHUYLER,2020-2021,36097,0
2021-02-27,RENSSELAER,2020-2021,36083,1
2021-02-27,HERKIMER,2020-2021,36043,0
2021-02-27,GENESEE,2020-2021,36037,0
2021-02-27,CATTARAUGUS,2020-2021,36009,1
2021-02-27,JEFFERSON,2020-2021,36045,2
2021-02-27,WAYNE,2020-2021,36117,0
2021-02-27,ROCKLAND,2020-2021,36087,0
2021-02-27,TOMPKINS,2020-2021,36109,0
2021-02-27,WASHINGTON,2020-2021,36115,0
2021-02-27,GREENE,2020-2021,36039,0
2021-02-27,BROOME,2020-2021,36007,0
2021-02-27,SULLIVAN,2020-2021,36105,2
2021-02-27,CAYUGA,2020-2021,36011,0
2021-02-27,SCHENECTADY,2020-2021,36093,0
2021-02-27,SARATOGA,2020-2021,36091,2
2021-02-27,BRONX,2020-2021,36005,2
2021-02-27,SCHOHARIE,2020-2021,36095,0
2021-02-27,LEWIS,2020-2021,36049,0
2021-02-27,NIAGARA,2020-2021,36063,0
2021-02-27,LIVINGSTON,2020-2021,36051,0
2021-02-27,WARREN,2020-2021,36113,4
2021-02-27,WESTCHESTER,2020-2021,36119,3
2021-02-27,DELAWARE,2020-2021,36025,0
2021-02-27,YATES,2020-2021,36123,0
2021-02-27,NEW YORK,2020-2021,36061,10
2021-02-27,ONEIDA,2020-2021,36065,1
2021-02-27,CORTLAND,2020-2021,36023,1
2021-02-27,ONONDAGA,2020-2021,36067,4
2021-02-27,NASSAU,2020-2021,36059,18
2021-02-27,COLUMBIA,2020-2021,36021,0
2021-02-27,ONTARIO,2020-2021,36069,0
2021-02-27,DUTCHESS,2020-2021,36027,1
2021-02-27,MONTGOMERY,2020-2021,36057,0
2021-02-27,CLINTON,2020-2021,36019,2
2021-02-27,QUEENS,2020-2021,36081,22
2021-02-27,ORANGE,2020-2021,36071,2
2021-02-27,CHENANGO,2020-2021,36017,0
2021-02-27,MONROE,2020-2021,36055,0
2021-02-27,ORLEANS,2020-2021,36073,0
2021-02-27,ESSEX,2020-2021,36031,3
2021-02-27,OSWEGO,2020-2021,36075,3
2021-02-27,ULSTER,2020-2021,36111,2
2021-02-27,ALLEGANY,2020-2021,36003,0
2021-02-27,CHEMUNG,2020-2021,36015,0
2021-02-27,FRANKLIN,2020-2021,36033,0
2021-02-27,OTSEGO,2020-2021,36077,0
2021-02-27,FULTON,2020-2021,36035,1
2021-02-27,PUTNAM,2020-2021,36079,0
2021-02-27,CHAUTAUQUA,2020-2021,36013,1
2021-02-27,ALBANY,2020-2021,36001,1
2021-02-27,ERIE,2020-2021,36029,6
2021-02-27,WYOMING,2020-2021,36121,0
2021-02-27,SUFFOLK,2020-2021,36103,12
2021-02-27,MADISON,2020-2021,36053,0
2021-02-27,TIOGA,2020-2021,36107,0
2021-02-27,SENECA,2020-2021,36099,0
2021-02-27,STEUBEN,2020-2021,36101,0
2021-02-27,ST LAWRENCE,2020-2021,36089,0
2021-03-06,WYOMING,2020-2021,36121,0
2021-03-06,LEWIS,2020-2021,36049,0
2021-03-06,FRANKLIN,2020-2021,36033,0
2021-03-06,QUEENS,2020-2021,36081,6
2021-03-06,SULLIVAN,2020-2021,36105,0
2021-03-06,SARATOGA,2020-2021,36091,1
2021-03-06,SENECA,2020-2021,36099,0
2021-03-06,PUTNAM,2020-2021,36079,1
2021-03-06,OSWEGO,2020-2021,36075,0
2021-03-06,COLUMBIA,2020-2021,36021,0
2021-03-06,ESSEX,2020-2021,36031,9
2021-03-06,WASHINGTON,2020-2021,36115,2
2021-03-06,ONTARIO,2020-2021,36069,0
2021-03-06,STEUBEN,2020-2021,36101,0
2021-03-06,CAYUGA,2020-2021,36011,0
2021-03-06,SCHUYLER,2020-2021,36097,0
2021-03-06,CHAUTAUQUA,2020-2021,36013,0
2021-03-06,CLINTON,2020-2021,36019,0
2021-03-06,ROCKLAND,2020-2021,36087,1
2021-03-06,CHENANGO,2020-2021,36017,0
2021-03-06,HERKIMER,2020-2021,36043,4
2021-03-06,GREENE,2020-2021,36039,1
2021-03-06,WAYNE,2020-2021,36117,0
2021-03-06,CHEMUNG,2020-2021,36015,0
2021-03-06,ONONDAGA,2020-2021,36067,1
2021-03-06,ORANGE,2020-2021,36071,3
2021-03-06,ONEIDA,2020-2021,36065,0
2021-03-06,JEFFERSON,2020-2021,36045,2
2021-03-06,WARREN,2020-2021,36113,1
2021-03-06,GENESEE,2020-2021,36037,0
2021-03-06,KINGS,2020-2021,36047,22
2021-03-06,TOMPKINS,2020-2021,36109,0
2021-03-06,SCHOHARIE,2020-2021,36095,1
2021-03-06,FULTON,2020-2021,36035,0
2021-03-06,NEW YORK,2020-2021,36061,7
2021-03-06,LIVINGSTON,2020-2021,36051,0
2021-03-06,HAMILTON,2020-2021,36041,0
2021-03-06,TIOGA,2020-2021,36107,0
2021-03-06,DELAWARE,2020-2021,36025,1
2021-03-06,RICHMOND,2020-2021,36085,2
2021-03-06,ALLEGANY,2020-2021,36003,2
2021-03-06,CORTLAND,2020-2021,36023,0
2021-03-06,BROOME,2020-2021,36007,0
2021-03-06,BRONX,2020-2021,36005,6
2021-03-06,DUTCHESS,2020-2021,36027,1
2021-03-06,ORLEANS,2020-2021,36073,1
2021-03-06,ST LAWRENCE,2020-2021,36089,0
2021-03-06,MADISON,2020-2021,36053,0
2021-03-06,MONROE,2020-2021,36055,1
2021-03-06,ALBANY,2020-2021,36001,0
2021-03-06,SCHENECTADY,2020-2021,36093,0
2021-03-06,SUFFOLK,2020-2021,36103,7
2021-03-06,ULSTER,2020-2021,36111,0
2021-03-06,NASSAU,2020-2021,36059,5
2021-03-06,YATES,2020-2021,36123,0
2021-03-06,ERIE,2020-2021,36029,7
2021-03-06,NIAGARA,2020-2021,36063,0
2021-03-06,OTSEGO,2020-2021,36077,0
2021-03-06,RENSSELAER,2020-2021,36083,3
2021-03-06,MONTGOMERY,2020-2021,36057,2
2021-03-06,CATTARAUGUS,2020-2021,36009,7
2021-03-06,WESTCHESTER,2020-2021,36119,3
2021-03-13,CHENANGO,2020-2021,36017,0
2021-03-13,ST LAWRENCE,2020-2021,36089,0
2021-03-13,ORANGE,2020-2021,36071,4
2021-03-13,SCHENECTADY,2020-2021,36093,0
2021-03-13,GENESEE,2020-2021,36037,0
2021-03-13,WAYNE,2020-2021,36117,1
2021-03-13,OSWEGO,2020-2021,36075,1
2021-03-13,WESTCHESTER,2020-2021,36119,7
2021-03-13,ONONDAGA,2020-2021,36067,2
2021-03-13,CORTLAND,2020-2021,36023,2
2021-03-13,DELAWARE,2020-2021,36025,3
2021-03-13,ERIE,2020-2021,36029,6
2021-03-13,ONTARIO,2020-2021,36069,0
2021-03-13,DUTCHESS,2020-2021,36027,1
2021-03-13,GREENE,2020-2021,36039,0
2021-03-13,NEW YORK,2020-2021,36061,3
2021-03-13,COLUMBIA,2020-2021,36021,0
2021-03-13,TOMPKINS,2020-2021,36109,0
2021-03-13,SARATOGA,2020-2021,36091,1
2021-03-13,QUEENS,2020-2021,36081,9
2021-03-13,FRANKLIN,2020-2021,36033,0
2021-03-13,CLINTON,2020-2021,36019,0
2021-03-13,TIOGA,2020-2021,36107,0
2021-03-13,FULTON,2020-2021,36035,0
2021-03-13,SCHOHARIE,2020-2021,36095,2
2021-03-13,ORLEANS,2020-2021,36073,0
2021-03-13,ESSEX,2020-2021,36031,4
2021-03-13,NASSAU,2020-2021,36059,12
2021-03-13,HAMILTON,2020-2021,36041,0
2021-03-13,LEWIS,2020-2021,36049,0
2021-03-13,SENECA,2020-2021,36099,0
2021-03-13,ALLEGANY,2020-2021,36003,0
2021-03-13,SCHUYLER,2020-2021,36097,0
2021-03-13,WASHINGTON,2020-2021,36115,0
2021-03-13,STEUBEN,2020-2021,36101,0
2021-03-13,CAYUGA,2020-2021,36011,0
2021-03-13,ULSTER,2020-2021,36111,0
2021-03-13,LIVINGSTON,2020-2021,36051,1
2021-03-13,NIAGARA,2020-2021,36063,1
2021-03-13,CATTARAUGUS,2020-2021,36009,7
2021-03-13,OTSEGO,2020-2021,36077,1
2021-03-13,RENSSELAER,2020-2021,36083,3
2021-03-13,BROOME,2020-2021,36007,0
2021-03-13,RICHMOND,2020-2021,36085,2
2021-03-13,MADISON,2020-2021,36053,0
2021-03-13,MONROE,2020-2021,36055,4
2021-03-13,BRONX,2020-2021,36005,3
2021-03-13,YATES,2020-2021,36123,0
2021-03-13,SUFFOLK,2020-2021,36103,19
2021-03-13,MONTGOMERY,2020-2021,36057,0
2021-03-13,SULLIVAN,2020-2021,36105,3
2021-03-13,CHAUTAUQUA,2020-2021,36013,0
2021-03-13,ALBANY,2020-2021,36001,0
2021-03-13,ROCKLAND,2020-2021,36087,0
2021-03-13,WARREN,2020-2021,36113,1
2021-03-13,HERKIMER,2020-2021,36043,0
2021-03-13,KINGS,2020-2021,36047,10
2021-03-13,CHEMUNG,2020-2021,36015,0
2021-03-13,ONEIDA,2020-2021,36065,0
2021-03-13,PUTNAM,2020-2021,36079,0
2021-03-13,JEFFERSON,2020-2021,36045,1
2021-03-13,WYOMING,2020-2021,36121,0
2021-03-20,SULLIVAN,2020-2021,36105,0
2021-03-20,GENESEE,2020-2021,36037,0
2021-03-20,ONONDAGA,2020-2021,36067,0
2021-03-20,RENSSELAER,2020-2021,36083,1
2021-03-20,RICHMOND,2020-2021,36085,0
2021-03-20,STEUBEN,2020-2021,36101,0
2021-03-20,MADISON,2020-2021,36053,0
2021-03-20,NASSAU,2020-2021,36059,14
2021-03-20,MONROE,2020-2021,36055,1
2021-03-20,WESTCHESTER,2020-2021,36119,5
2021-03-20,HERKIMER,2020-2021,36043,0
2021-03-20,HAMILTON,2020-2021,36041,0
2021-03-20,SCHENECTADY,2020-2021,36093,0
2021-03-20,MONTGOMERY,2020-2021,36057,1
2021-03-20,WAYNE,2020-2021,36117,0
2021-03-20,DUTCHESS,2020-2021,36027,0
2021-03-20,JEFFERSON,2020-2021,36045,2
2021-03-20,FRANKLIN,2020-2021,36033,0
2021-03-20,QUEENS,2020-2021,36081,9
2021-03-20,LEWIS,2020-2021,36049,0
2021-03-20,YATES,2020-2021,36123,0
2021-03-20,ROCKLAND,2020-2021,36087,1
2021-03-20,KINGS,2020-2021,36047,12
2021-03-20,SARATOGA,2020-2021,36091,1
2021-03-20,ALBANY,2020-2021,36001,1
2021-03-20,GREENE,2020-2021,36039,0
2021-03-20,TIOGA,2020-2021,36107,0
2021-03-20,NIAGARA,2020-2021,36063,0
2021-03-20,WASHINGTON,2020-2021,36115,0
2021-03-20,FULTON,2020-2021,36035,0
2021-03-20,ST LAWRENCE,2020-2021,36089,0
2021-03-20,WARREN,2020-2021,36113,2
2021-03-20,ONTARIO,2020-2021,36069,0
2021-03-20,TOMPKINS,2020-2021,36109,0
2021-03-20,ERIE,2020-2021,36029,4
2021-03-20,LIVINGSTON,2020-2021,36051,0
2021-03-20,ESSEX,2020-2021,36031,4
2021-03-20,ONEIDA,2020-2021,36065,0
2021-03-20,NEW YORK,2020-2021,36061,0
2021-03-20,COLUMBIA,2020-2021,36021,0
2021-03-20,CHAUTAUQUA,2020-2021,36013,0
2021-03-20,SCHOHARIE,2020-2021,36095,1
2021-03-20,BROOME,2020-2021,36007,0
2021-03-20,ORLEANS,2020-2021,36073,0
2021-03-20,PUTNAM,2020-2021,36079,3
2021-03-20,CORTLAND,2020-2021,36023,2
2021-03-20,BRONX,2020-2021,36005,2
2021-03-20,CLINTON,2020-2021,36019,0
2021-03-20,DELAWARE,2020-2021,36025,1
2021-03-20,CATTARAUGUS,2020-2021,36009,2
2021-03-20,SUFFOLK,2020-2021,36103,21
2021-03-20,OSWEGO,2020-2021,36075,1
2021-03-20,OTSEGO,2020-2021,36077,2
2021-03-20,WYOMING,2020-2021,36121,0
2021-03-20,ALLEGANY,2020-2021,36003,0
2021-03-20,CHENANGO,2020-2021,36017,2
2021-03-20,CAYUGA,2020-2021,36011,1
2021-03-20,SCHUYLER,2020-2021,36097,0
2021-03-20,CHEMUNG,2020-2021,36015,0
2021-03-20,ULSTER,2020-2021,36111,0
2021-03-20,SENECA,2020-2021,36099,0
2021-03-20,ORANGE,2020-2021,36071,3
2021-03-27,YATES,2020-2021,36123,0
2021-03-27,FRANKLIN,2020-2021,36033,0
2021-03-27,ALBANY,2020-2021,36001,3
2021-03-27,NIAGARA,2020-2021,36063,1
2021-03-27,SCHUYLER,2020-2021,36097,0
2021-03-27,CLINTON,2020-2021,36019,0
2021-03-27,CHAUTAUQUA,2020-2021,36013,0
2021-03-27,CAYUGA,2020-2021,36011,0
2021-03-27,LEWIS,2020-2021,36049,0
2021-03-27,SARATOGA,2020-2021,36091,2
2021-03-27,SCHOHARIE,2020-2021,36095,0
2021-03-27,ROCKLAND,2020-2021,36087,0
2021-03-27,GREENE,2020-2021,36039,0
2021-03-27,WAYNE,2020-2021,36117,0
2021-03-27,HAMILTON,2020-2021,36041,0
2021-03-27,ONEIDA,2020-2021,36065,0
2021-03-27,CHEMUNG,2020-2021,36015,0
2021-03-27,ONONDAGA,2020-2021,36067,0
2021-03-27,HERKIMER,2020-2021,36043,0
2021-03-27,WYOMING,2020-2021,36121,0
2021-03-27,GENESEE,2020-2021,36037,0
2021-03-27,OSWEGO,2020-2021,36075,0
2021-03-27,JEFFERSON,2020-2021,36045,2
2021-03-27,PUTNAM,2020-2021,36079,0
2021-03-27,WARREN,2020-2021,36113,2
2021-03-27,SULLIVAN,2020-2021,36105,0
2021-03-27,KINGS,2020-2021,36047,8
2021-03-27,TOMPKINS,2020-2021,36109,1
2021-03-27,ST LAWRENCE,2020-2021,36089,0
2021-03-27,FULTON,2020-2021,36035,7
2021-03-27,SENECA,2020-2021,36099,0
2021-03-27,QUEENS,2020-2021,36081,7
2021-03-27,WASHINGTON,2020-2021,36115,0
2021-03-27,CHENANGO,2020-2021,36017,1
2021-03-27,BROOME,2020-2021,36007,0
2021-03-27,WESTCHESTER,2020-2021,36119,5
2021-03-27,MADISON,2020-2021,36053,0
2021-03-27,DELAWARE,2020-2021,36025,2
2021-03-27,OTSEGO,2020-2021,36077,1
2021-03-27,ESSEX,2020-2021,36031,6
2021-03-27,RICHMOND,2020-2021,36085,1
2021-03-27,RENSSELAER,2020-2021,36083,2
2021-03-27,TIOGA,2020-2021,36107,0
2021-03-27,STEUBEN,2020-2021,36101,1
2021-03-27,ALLEGANY,2020-2021,36003,0
2021-03-27,NASSAU,2020-2021,36059,12
2021-03-27,CORTLAND,2020-2021,36023,0
2021-03-27,ERIE,2020-2021,36029,4
2021-03-27,CATTARAUGUS,2020-2021,36009,1
2021-03-27,BRONX,2020-2021,36005,3
2021-03-27,MONROE,2020-2021,36055,2
2021-03-27,ONTARIO,2020-2021,36069,0
2021-03-27,ORLEANS,2020-2021,36073,0
2021-03-27,LIVINGSTON,2020-2021,36051,0
2021-03-27,ORANGE,2020-2021,36071,3
2021-03-27,SUFFOLK,2020-2021,36103,11
2021-03-27,ULSTER,2020-2021,36111,1
2021-03-27,SCHENECTADY,2020-2021,36093,0
2021-03-27,NEW YORK,2020-2021,36061,3
2021-03-27,COLUMBIA,2020-2021,36021,0
2021-03-27,MONTGOMERY,2020-2021,36057,2
2021-03-27,DUTCHESS,2020-2021,36027,0
2021-04-03,MONROE,2020-2021,36055,2
2021-04-03,WYOMING,2020-2021,36121,0
2021-04-03,WASHINGTON,2020-2021,36115,0
2021-04-03,HERKIMER,2020-2021,36043,0
2021-04-03,ALLEGANY,2020-2021,36003,1
2021-04-03,NASSAU,2020-2021,36059,14
2021-04-03,NEW YORK,2020-2021,36061,5
2021-04-03,ONEIDA,2020-2021,36065,0
2021-04-03,HAMILTON,2020-2021,36041,0
2021-04-03,GREENE,2020-2021,36039,0
2021-04-03,MONTGOMERY,2020-2021,36057,0
2021-04-03,JEFFERSON,2020-2021,36045,1
2021-04-03,KINGS,2020-2021,36047,7
2021-04-03,PUTNAM,2020-2021,36079,0
2021-04-03,ULSTER,2020-2021,36111,1
2021-04-03,SCHUYLER,2020-2021,36097,1
2021-04-03,NIAGARA,2020-2021,36063,2
2021-04-03,SUFFOLK,2020-2021,36103,8
2021-04-03,LIVINGSTON,2020-2021,36051,0
2021-04-03,ALBANY,2020-2021,36001,0
2021-04-03,CATTARAUGUS,2020-2021,36009,0
2021-04-03,LEWIS,2020-2021,36049,0
2021-04-03,BROOME,2020-2021,36007,0
2021-04-03,CAYUGA,2020-2021,36011,0
2021-04-03,RICHMOND,2020-2021,36085,0
2021-04-03,CHAUTAUQUA,2020-2021,36013,1
2021-04-03,OTSEGO,2020-2021,36077,1
2021-04-03,MADISON,2020-2021,36053,0
2021-04-03,ROCKLAND,2020-2021,36087,0
2021-04-03,WARREN,2020-2021,36113,0
2021-04-03,RENSSELAER,2020-2021,36083,1
2021-04-03,BRONX,2020-2021,36005,4
2021-04-03,SULLIVAN,2020-2021,36105,1
2021-04-03,YATES,2020-2021,36123,0
2021-04-03,CHEMUNG,2020-2021,36015,2
2021-04-03,ST LAWRENCE,2020-2021,36089,0
2021-04-03,ONTARIO,2020-2021,36069,0
2021-04-03,DELAWARE,2020-2021,36025,0
2021-04-03,GENESEE,2020-2021,36037,0
2021-04-03,WESTCHESTER,2020-2021,36119,7
2021-04-03,SCHOHARIE,2020-2021,36095,0
2021-04-03,CHENANGO,2020-2021,36017,1
2021-04-03,TIOGA,2020-2021,36107,0
2021-04-03,ONONDAGA,2020-2021,36067,0
2021-04-03,OSWEGO,2020-2021,36075,0
2021-04-03,CORTLAND,2020-2021,36023,0
2021-04-03,SARATOGA,2020-2021,36091,2
2021-04-03,FRANKLIN,2020-2021,36033,0
2021-04-03,STEUBEN,2020-2021,36101,0
2021-04-03,ESSEX,2020-2021,36031,1
2021-04-03,DUTCHESS,2020-2021,36027,0
2021-04-03,CLINTON,2020-2021,36019,2
2021-04-03,ERIE,2020-2021,36029,4
2021-04-03,QUEENS,2020-2021,36081,8
2021-04-03,TOMPKINS,2020-2021,36109,0
2021-04-03,COLUMBIA,2020-2021,36021,0
2021-04-03,SENECA,2020-2021,36099,0
2021-04-03,ORLEANS,2020-2021,36073,0
2021-04-03,FULTON,2020-2021,36035,2
2021-04-03,ORANGE,2020-2021,36071,3
2021-04-03,SCHENECTADY,2020-2021,36093,0
2021-04-03,WAYNE,2020-2021,36117,0
2021-04-10,CAYUGA,2020-2021,36011,0
2021-04-10,ALBANY,2020-2021,36001,1
2021-04-10,MADISON,2020-2021,36053,0
2021-04-10,SENECA,2020-2021,36099,0
2021-04-10,BRONX,2020-2021,36005,5
2021-04-10,FRANKLIN,2020-2021,36033,0
2021-04-10,DUTCHESS,2020-2021,36027,2
2021-04-10,WARREN,2020-2021,36113,0
2021-04-10,ROCKLAND,2020-2021,36087,1
2021-04-10,KINGS,2020-2021,36047,8
2021-04-10,LEWIS,2020-2021,36049,0
2021-04-10,CATTARAUGUS,2020-2021,36009,0
2021-04-10,SUFFOLK,2020-2021,36103,16
2021-04-10,ORLEANS,2020-2021,36073,0
2021-04-10,ERIE,2020-2021,36029,3
2021-04-10,COLUMBIA,2020-2021,36021,0
2021-04-10,ULSTER,2020-2021,36111,1
2021-04-10,SCHUYLER,2020-2021,36097,0
2021-04-10,ONTARIO,2020-2021,36069,0
2021-04-10,ESSEX,2020-2021,36031,0
2021-04-10,BROOME,2020-2021,36007,0
2021-04-10,SARATOGA,2020-2021,36091,2
2021-04-10,TIOGA,2020-2021,36107,0
2021-04-10,NIAGARA,2020-2021,36063,2
2021-04-10,RICHMOND,2020-2021,36085,2
2021-04-10,CLINTON,2020-2021,36019,0
2021-04-10,CORTLAND,2020-2021,36023,1
2021-04-10,WASHINGTON,2020-2021,36115,0
2021-04-10,ST LAWRENCE,2020-2021,36089,0
2021-04-10,LIVINGSTON,2020-2021,36051,1
2021-04-10,SCHOHARIE,2020-2021,36095,0
2021-04-10,DELAWARE,2020-2021,36025,0
2021-04-10,GENESEE,2020-2021,36037,0
2021-04-10,MONTGOMERY,2020-2021,36057,0
2021-04-10,ONONDAGA,2020-2021,36067,1
2021-04-10,OSWEGO,2020-2021,36075,1
2021-04-10,ONEIDA,2020-2021,36065,0
2021-04-10,ALLEGANY,2020-2021,36003,1
2021-04-10,WESTCHESTER,2020-2021,36119,4
2021-04-10,HAMILTON,2020-2021,36041,0
2021-04-10,WAYNE,2020-2021,36117,0
2021-04-10,CHEMUNG,2020-2021,36015,0
2021-04-10,ORANGE,2020-2021,36071,3
2021-04-10,NASSAU,2020-2021,36059,20
2021-04-10,NEW YORK,2020-2021,36061,4
2021-04-10,GREENE,2020-2021,36039,0
2021-04-10,CHENANGO,2020-2021,36017,0
2021-04-10,SCHENECTADY,2020-2021,36093,1
2021-04-10,YATES,2020-2021,36123,0
2021-04-10,SULLIVAN,2020-2021,36105,0
2021-04-10,HERKIMER,2020-2021,36043,0
2021-04-10,STEUBEN,2020-2021,36101,1
2021-04-10,WYOMING,2020-2021,36121,0
2021-04-10,MONROE,2020-2021,36055,1
2021-04-10,JEFFERSON,2020-2021,36045,0
2021-04-10,QUEENS,2020-2021,36081,14
2021-04-10,PUTNAM,2020-2021,36079,2
2021-04-10,TOMPKINS,2020-2021,36109,0
2021-04-10,FULTON,2020-2021,36035,5
2021-04-10,CHAUTAUQUA,2020-2021,36013,0
2021-04-10,OTSEGO,2020-2021,36077,0
2021-04-10,RENSSELAER,2020-2021,36083,2
2021-04-17,MADISON,2020-2021,36053,0
2021-04-17,ORANGE,2020-2021,36071,0
2021-04-17,ERIE,2020-2021,36029,4
2021-04-17,DELAWARE,2020-2021,36025,0
2021-04-17,LIVINGSTON,2020-2021,36051,0
2021-04-17,STEUBEN,2020-2021,36101,0
2021-04-17,NASSAU,2020-2021,36059,16
2021-04-17,OTSEGO,2020-2021,36077,0
2021-04-17,BROOME,2020-2021,36007,0
2021-04-17,NEW YORK,2020-2021,36061,3
2021-04-17,ALLEGANY,2020-2021,36003,0
2021-04-17,MONROE,2020-2021,36055,3
2021-04-17,MONTGOMERY,2020-2021,36057,0
2021-04-17,BRONX,2020-2021,36005,1
2021-04-17,DUTCHESS,2020-2021,36027,0
2021-04-17,CORTLAND,2020-2021,36023,0
2021-04-17,RICHMOND,2020-2021,36085,1
2021-04-17,ONTARIO,2020-2021,36069,0
2021-04-17,RENSSELAER,2020-2021,36083,1
2021-04-17,WESTCHESTER,2020-2021,36119,5
2021-04-17,OSWEGO,2020-2021,36075,0
2021-04-17,ESSEX,2020-2021,36031,1
2021-04-17,CATTARAUGUS,2020-2021,36009,3
2021-04-17,QUEENS,2020-2021,36081,11
2021-04-17,FULTON,2020-2021,36035,7
2021-04-17,TIOGA,2020-2021,36107,0
2021-04-17,JEFFERSON,2020-2021,36045,1
2021-04-17,ONONDAGA,2020-2021,36067,1
2021-04-17,PUTNAM,2020-2021,36079,2
2021-04-17,WYOMING,2020-2021,36121,0
2021-04-17,SULLIVAN,2020-2021,36105,0
2021-04-17,SCHOHARIE,2020-2021,36095,0
2021-04-17,TOMPKINS,2020-2021,36109,0
2021-04-17,HERKIMER,2020-2021,36043,0
2021-04-17,SUFFOLK,2020-2021,36103,6
2021-04-17,CHENANGO,2020-2021,36017,0
2021-04-17,ONEIDA,2020-2021,36065,0
2021-04-17,HAMILTON,2020-2021,36041,1
2021-04-17,WAYNE,2020-2021,36117,0
2021-04-17,CHEMUNG,2020-2021,36015,0
2021-04-17,YATES,2020-2021,36123,0
2021-04-17,ST LAWRENCE,2020-2021,36089,0
2021-04-17,GREENE,2020-2021,36039,0
2021-04-17,GENESEE,2020-2021,36037,0
2021-04-17,CHAUTAUQUA,2020-2021,36013,1
2021-04-17,SCHENECTADY,2020-2021,36093,0
2021-04-17,ULSTER,2020-2021,36111,0
2021-04-17,SARATOGA,2020-2021,36091,0
2021-04-17,NIAGARA,2020-2021,36063,3
2021-04-17,LEWIS,2020-2021,36049,0
2021-04-17,SENECA,2020-2021,36099,0
2021-04-17,CAYUGA,2020-2021,36011,0
2021-04-17,WASHINGTON,2020-2021,36115,0
2021-04-17,CLINTON,2020-2021,36019,0
2021-04-17,ORLEANS,2020-2021,36073,0
2021-04-17,ALBANY,2020-2021,36001,1
2021-04-17,COLUMBIA,2020-2021,36021,0
2021-04-17,WARREN,2020-2021,36113,0
2021-04-17,FRANKLIN,2020-2021,36033,0
2021-04-17,ROCKLAND,2020-2021,36087,2
2021-04-17,KINGS,2020-2021,36047,7
2021-04-17,SCHUYLER,2020-2021,36097,0
2021-04-24,ST LAWRENCE,2020-2021,36089,0
2021-04-24,YATES,2020-2021,36123,0
2021-04-24,OSWEGO,2020-2021,36075,0
2021-04-24,PUTNAM,2020-2021,36079,3
2021-04-24,ORANGE,2020-2021,36071,0
