name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"42.1256,-76.3637",2020-01-01,30.8,21.9,28.1,20.6,15.2,18.6,20.9,74,0,0,0,,0.2,0.3,24.8,16.8,260.9,1006.9,76,8.9,70.5,6,1,,2020-01-01T07:34:00,2020-01-01T16:43:55,0.17,Partially cloudy,Partly cloudy throughout the day.,snow,"KITH,72515594761,F4679,KELM,72515614748,72515004725,E5609,KBGM"
"42.1256,-76.3637",2020-01-02,44.6,21.7,34.2,39.3,14.7,28.3,23.1,65.2,0,0,0,,0,0,20.8,10.8,224,1009.9,1.6,9.9,35.9,2.9,2,,2020-01-02T07:34:05,2020-01-02T16:44:47,0.22,Clear,Clear conditions throughout the day.,clear-day,"KITH,72515594761,KELM,72515614748,72515004725,E5609,KBGM"
"42.1256,-76.3637",2020-01-03,44.2,37.4,41.3,43.9,32.1,39.5,35.7,81.2,0.006,100,4.17,rain,0,0,,7.9,229,1008.3,76.5,8.6,19.2,1.6,1,,2020-01-03T07:34:08,2020-01-03T16:45:40,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KITH,72515594761,KELM,72515614748,72515004725,E5609,KBGM"
"42.1256,-76.3637",2020-01-04,41.3,31.1,36.2,41.3,21.8,30.7,34.8,94.5,0.265,100,50,rain,0.3,0.1,23,12.3,341.6,1005.2,95.1,4.2,11.1,1,0,,2020-01-04T07:34:08,2020-01-04T16:46:36,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KITH,72515594761,KELM,72515614748,72515004725,E5609,KBGM"
"42.1256,-76.3637",2020-01-05,30.6,27,29.1,28.5,17,20.9,23.3,78.9,0.084,100,33.33,"rain,snow",1.1,0.7,29.6,16.6,307,1012.2,91.1,7.4,31,2.7,2,,2020-01-05T07:34:06,2020-01-05T16:47:32,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KITH,99999964758,72515594761,KELM,72515614748,72515004725,E5609,KPEO,KBGM"
"42.1256,-76.3637",2020-01-06,36.9,27.4,32.1,27.4,20.9,24.1,23.3,71.6,0.055,100,37.5,"rain,snow",0.5,1.6,31.6,18.5,261.7,1012,63.1,8.5,44.9,3.9,3,,2020-01-06T07:34:02,2020-01-06T16:48:31,0.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"KITH,99999964758,72515594761,C3806,KELM,72515614748,72515004725,KPEO,KBGM"
"42.1256,-76.3637",2020-01-07,32.4,23.1,29,32.2,20.1,25.8,22.9,78.2,0.025,100,20.83,"rain,snow",0.5,1.3,22.6,11.4,302.6,1014.9,58,8.2,30.4,2.6,1,,2020-01-07T07:33:55,2020-01-07T16:49:30,0.44,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"KITH,72515594761,C3806,KELM,72515614748,72515004725,KBGM"
"42.1256,-76.3637",2020-01-08,29.4,17.2,24.5,20.5,1.8,13.6,17,73.8,0.003,100,4.17,snow,0.2,1.6,34.2,20.9,289,1016.5,71.7,8.4,41,3.5,2,,2020-01-08T07:33:46,2020-01-08T16:50:31,0.47,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"KITH,72515594761,C3806,KELM,72515614748,72515004725,KBGM"
"42.1256,-76.3637",2020-01-09,26.2,12.2,19.6,19.4,2.1,10.3,8.5,62.5,0,0,0,,0.3,1.7,30.5,15.1,194.8,1036.4,31,9.4,72.3,6.1,4,,2020-01-09T07:33:35,2020-01-09T16:51:34,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"KITH,72515594761,C3806,KELM,72515614748,72515004725,KBGM"
"42.1256,-76.3637",2020-01-10,41.8,26,34.9,37.5,16.5,28.3,27,73.1,0.049,100,33.33,"rain,snow",0,1.1,26.4,12.1,194.6,1029,70.8,9.9,20.6,1.9,1,,2020-01-10T07:33:21,2020-01-10T16:52:38,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KITH,72515594761,KELM,72515614748,72515004725,E5609,KBGM"
